match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,captain,stat_shotOffTarget,stat_totalOffside,stat_errorLeadToAGoal,stat_bigChanceCreated
13078222,home,VV Noordwijk,Romero Antonioli,Romero Antonioli,,romero-antonioli,R. Antonioli,G,194.0,1,M,1411675,EUR,642643200.0,G,46,46,False,32.0,17.0,29.0,14.0,0.0,7.0,10.0,10.0,22.0,1.0,1.0,1.0,13.0,3.0,7.0,1.0,90.0,44.0,8.1,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13078222,home,VV Noordwijk,Neto,Neto,,neto,Neto,D,180.0,2,M,1011255,EUR,776563200.0,D,20,20,False,19.0,10.0,4.0,1.0,0.0,5.0,7.0,6.0,16.0,,2.0,3.0,1.0,,,,90.0,44.0,7.2,17.0,1,20,4.0,1.0,2.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,
13078222,home,VV Noordwijk,Dylan Rietveld,,,dylan-rietveld,D. Rietveld,D,195.0,1,M,955158,EUR,841363200.0,D,40,40,False,42.0,25.0,21.0,11.0,0.0,12.0,16.0,13.0,27.0,,1.0,5.0,3.0,,,,90.0,57.0,7.4,18.0,0,,1.0,,5.0,11.0,,,2.0,6.0,3.0,,1.0,,,,,,,,,,,,,
13078222,home,VV Noordwijk,Barbosa Nhoca,Barbosa Nhoca,,barbosa-nhoca,B. Nhoca,M,186.0,3,M,1548771,EUR,941932800.0,D,6,6,False,31.0,26.0,3.0,1.0,0.0,23.0,24.0,3.0,7.0,,,4.0,3.0,,,,90.0,44.0,7.3,6.0,0,,,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
13078222,home,VV Noordwijk,Jordi Strooker,Jordi,Strooker,jordi-strooker,J. Strooker,M,,1,M,866006,EUR,684374400.0,D,5,5,False,27.0,17.0,7.0,2.0,0.0,9.0,10.0,8.0,18.0,,4.0,,4.0,,,,90.0,53.0,7.1,16.0,0,5,1.0,,,9.0,,,,9.0,8.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
13078222,home,VV Noordwijk,Sander Bosma,Sander,Bosma,sander-bosma,S. Bosma,M,,2,M,899797,EUR,708566400.0,M,26,26,False,30.0,21.0,8.0,2.0,1.0,6.0,8.0,16.0,24.0,,2.0,3.0,1.0,,,,90.0,43.0,7.0,11.0,0,26,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,
13078222,home,VV Noordwijk,Riley Reemnet,Riley Reemnet,,riley-reemnet,R. Reemnet,M,179.0,15,M,1083975,EUR,1000425600.0,M,10,10,False,26.0,17.0,6.0,2.0,0.0,7.0,9.0,10.0,19.0,1.0,6.0,4.0,7.0,,,,90.0,46.0,6.8,14.0,0,18,2.0,,1.0,9.0,,,2.0,5.0,1.0,2.0,1.0,,3.0,,3.0,1.0,,,,,,,,
13078222,home,VV Noordwijk,Bram Franken,,,bram-franken,B. Franken,M,,13,M,916945,EUR,982022400.0,M,8,8,False,29.0,25.0,1.0,1.0,0.0,16.0,18.0,10.0,13.0,1.0,1.0,1.0,5.0,,,,66.0,39.0,7.1,5.0,0,8,2.0,1.0,1.0,5.0,,,1.0,3.0,3.0,,,,,,1.0,,,,,,,,,
13078222,home,VV Noordwijk,Arantis Roep,Arantis,Roep,arantis-roep,A. Roep,M,,11,M,1504123,EUR,991353600.0,F,25,25,False,20.0,15.0,4.0,2.0,0.0,4.0,5.0,12.0,18.0,,5.0,1.0,6.0,,,,90.0,34.0,7.5,9.0,1,17,3.0,1.0,,2.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,
13078222,home,VV Noordwijk,Emiel Wendt,,,emiel-wendt,E. Wendt,F,193.0,10,M,899833,EUR,778291200.0,F,31,31,False,28.0,13.0,2.0,1.0,1.0,5.0,7.0,9.0,24.0,2.0,9.0,,3.0,,,,90.0,49.0,8.4,24.0,4,,3.0,1.0,10.0,11.0,,1.0,,,,2.0,2.0,2.0,,3.0,,3.0,1.0,3.0,1.0,True,1.0,,,
13078222,home,VV Noordwijk,Marouane Bakour,,,bakour-marouane,M. Bakour,M,175.0,10,M,1083072,EUR,919036800.0,F,14,14,False,9.0,4.0,1.0,,0.0,1.0,1.0,3.0,8.0,2.0,9.0,,2.0,,,,66.0,26.0,6.4,13.0,3,10,,,1.0,3.0,1.0,,1.0,1.0,,4.0,2.0,,2.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,,
13078222,home,VV Noordwijk,Virgil Tjin-Asjoe,Virgil,Tjin-Asjoe,tjin-asjoe-virgil,V. T. Asjoe,M,,2,M,1003698,EUR,743558400.0,F,11,11,True,3.0,,1.0,,0.0,,,,3.0,,3.0,,,,,,24.0,9.0,6.4,5.0,1,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,
13078222,home,VV Noordwijk,Giovanni Fonseca,Giovanni,Fonseca,giovanni-fonseca,G. Fonseca,M,,5,M,948718,EUR,909792000.0,M,15,15,True,7.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,,,1.0,1.0,,,,24.0,9.0,6.7,4.0,0,15,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
13078222,home,VV Noordwijk,Bas Schol,Bas,Schol,bas-schol,B. Schol,G,,7,M,1397334,EUR,1007078400.0,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
13078222,home,VV Noordwijk,Martijn Vink,Martijn Vink,,martijn-vink,M. Vink,D,,1,,1949913,EUR,,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
13078222,home,VV Noordwijk,Kick Groot,Kick,Groot,kick-groot,K. Groot,D,180.0,1,M,893747,EUR,891648000.0,D,9,9,True,,,,,,,,,,,,,,,,,,,,,0,17,,,,,,,,,,,,,,,,,,,,,,,,
13078222,home,VV Noordwijk,Derk Reinders,Derk Reinders,,derk-reinders,D. Reinders,D,,5,M,1949867,EUR,1059350400.0,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,
13078222,home,VV Noordwijk,Ravi Eskes,Ravi Eskes,,ravi-eskes,R. Eskes,M,,1,M,2019828,EUR,,M,19,19,True,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,
13078222,home,VV Noordwijk,Tom van Duin,Tom van Duin,,tom-van-duin,T. v. Duin,M,,1,M,1981546,EUR,1164499200.0,M,7,7,True,,,,,,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,
13078222,home,VV Noordwijk,Mohamed El Karbachi,,,mohamed-el-karbachi,M. E. Karbachi,M,177.0,24,M,1048519,EUR,981331200.0,F,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
