match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_wasFouled,stat_totalContest,stat_keyPass,captain,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_goals
10570037,home,Fleetwood Town,Jakub Stolarczyk,,,jakub-stolarczyk,J. Stolarczyk,G,1,194.0,1023,M,997830,EUR,977184000.0,G,1,1,False,33.0,17.0,23.0,7.0,12.0,16.0,5.0,17.0,5.0,1.0,1.0,90.0,36.0,6.4,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570037,home,Fleetwood Town,Shaun Rooney,,,shaun-rooney,S. Rooney,M,26,191.0,28,M,827116,EUR,838339200.0,D,26,26,False,32.0,21.0,3.0,1.0,8.0,11.0,13.0,22.0,2.0,,,65.0,54.0,7.0,15.0,1,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,
10570037,home,Fleetwood Town,Drew Baker,Drew Baker,,drew-baker,D. Baker,D,,179.0,3,M,1396436,EUR,1046908800.0,D,37,37,False,41.0,32.0,8.0,2.0,27.0,27.0,5.0,14.0,5.0,,,90.0,53.0,7.3,9.0,0,,,2.0,6.0,1.0,,3.0,3.0,,3.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,
10570037,home,Fleetwood Town,Josh Earl,,,josh-earl,J. Earl,D,32,193.0,34,M,885620,EUR,909187200.0,D,32,32,False,64.0,59.0,10.0,5.0,47.0,49.0,12.0,15.0,10.0,,,90.0,79.0,7.4,6.0,0,,,1.0,4.0,,,6.0,1.0,1.0,2.0,2.0,,,2.0,,1.0,1.0,,,,,,,,,,,
10570037,home,Fleetwood Town,Danny Andrew,Danny,Andrew,danny-andrew,D. Andrew,D,21,180.0,20,M,47510,EUR,661910400.0,D,3,3,False,46.0,35.0,11.0,5.0,22.0,27.0,16.0,26.0,5.0,,,90.0,70.0,6.1,21.0,0,7.0,,6.0,1.0,2.0,,1.0,,,,,2.0,1.0,,,3.0,2.0,True,3.0,1.0,1.0,,,,,,,
10570037,home,Fleetwood Town,Brendan Sarpong-Wiredu,,,brendan-sarpong-wiredu,B. Sarpong-Wiredu,D,4,191.0,102,M,945791,EUR,941932800.0,M,4,4,False,20.0,18.0,,,11.0,13.0,7.0,7.0,2.0,,,45.0,24.0,6.6,2.0,0,,,2.0,2.0,1.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,
10570037,home,Fleetwood Town,Harvey Macadam,Harvey Macadam,,harvey-macadam,H. Macadam,M,37,193.0,18,M,1175210,EUR,978998400.0,M,27,27,False,44.0,35.0,4.0,2.0,25.0,30.0,10.0,15.0,9.0,,,85.0,53.0,6.8,11.0,1,1.0,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,
10570037,home,Fleetwood Town,Carl Johnston,,,carl-johnston,C. Johnston,D,2,175.0,27,M,998024,EUR,1022630400.0,M,28,28,False,26.0,21.0,3.0,,10.0,12.0,11.0,15.0,2.0,,,90.0,41.0,6.1,12.0,0,1.0,,4.0,2.0,,,,,,2.0,2.0,1.0,,,,1.0,,,,3.0,,,,,,,,
10570037,home,Fleetwood Town,Cian Hayes,,,cian-hayes,C. Hayes,M,18,170.0,47,M,1006178,EUR,1056844800.0,M,21,21,False,16.0,8.0,1.0,,2.0,4.0,6.0,12.0,4.0,,,87.0,32.0,6.6,15.0,4,,1.0,9.0,3.0,1.0,,,,,,,3.0,3.0,,,5.0,,,,2.0,3.0,3.0,1.0,,,,,
10570037,home,Fleetwood Town,Gerard Garner,,,gerard-garner,G. Garner,F,19,188.0,17,M,1067411,EUR,909964800.0,M,19,19,False,28.0,26.0,1.0,1.0,10.0,10.0,16.0,18.0,2.0,,,65.0,35.0,6.5,3.0,1,,,4.0,1.0,2.0,1.0,,,,1.0,,1.0,2.0,,,,3.0,,,,,,,,,,,
