match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,length,injury
11352371,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,
11352371,,2.0,1.0,,90,,,1,,,goal,180720358.0,True,regular,358222.0,Carlton Morris,,
11352371,,,,,90,0.0,,1,,,injuryTime,,,,,,6.0,
11352371,,,,,87,,,4,,,substitution,122563368.0,False,regular,,,,False
11352371,,,,,86,,,5,,,substitution,122563369.0,False,regular,,,,False
11352371,,,,,80,,,11,,,substitution,122563241.0,True,regular,,,,False
11352371,,1.0,1.0,,73,,,18,,,goal,180718765.0,True,regular,150477.0,Jordan Clark,,
11352371,,,,,68,,,23,,,substitution,122562972.0,False,regular,,,,False
11352371,,,,,68,,,23,,,substitution,122562971.0,False,regular,,,,False
11352371,,,,,62,,,29,,,substitution,122562832.0,True,regular,,,,False
11352371,,,,,62,,,29,,,substitution,122562831.0,True,regular,,,,False
11352371,,,,,58,,,33,,,substitution,122562784.0,False,injury,,,,True
11352371,,0.0,1.0,,52,,,39,,,goal,180717065.0,False,regular,895576.0,Marcus Tavernier,,
11352371,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,
11352371,,,,,45,0.0,,1,,,injuryTime,,,,,,3.0,
