match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_interceptionWon,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_totalContest,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wonContest,captain,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12448290,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,4,4,True,37.0,32.0,,,0.0,10.0,11.0,26.0,1.0,,,45.0,42.0,6.6,6.0,0.0218241,0,,,,22.0,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
12448290,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,D,34,34,True,21.0,20.0,1.0,,0.0,3.0,3.0,19.0,2.0,,,20.0,27.0,6.6,3.0,0.097616,0,,,,18.0,1.0,,2.0,,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,
12448290,home,FC Twente,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,6,6,True,13.0,12.0,1.0,1.0,0.0,1.0,1.0,12.0,,,,8.0,18.0,7.9,1.0,0.0125147,2,,,,11.0,,,,,,,,,,,,,1.0,,,,,,,,,0.0901,,1.0,1.0,1.0,0.5708,,,,,
12448290,home,FC Twente,Lucas Vennegoor of Hesselink,lucas-vennegoor-of-hesselink,L. V. o. Hesselink,F,25,188,148,M,1634542,EUR,1142294400,F,25,25,True,1.0,1.0,,,0.0,,,1.0,1.0,,,8.0,4.0,6.8,,0.00117113,1,,,,1.0,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,0.0126,,,,,,,,,,
12448290,home,FC Twente,Mitchell van Bergen,mitchell-van-bergen,M. v. Bergen,F,7,170,248,M,827662,EUR,935712000,F,7,7,True,1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,,,8.0,2.0,6.6,1.0,4.406e-05,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,home,FC Twente,Przemysław Tytoń,przemyslaw-tyton,P. Tytoń,G,22,195,453,M,27691,EUR,536716800,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,home,FC Twente,Sam Karssies,sam-karssies,S. Karssies,G,21,186,89,M,1201942,EUR,1046217600,G,21,21,True,,,,,,,,,,,,,,,,,0,,Sam Karssies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,M,38,38,True,,,,,,,,,,,,,,,,,0,,Max Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,home,FC Twente,Julien Mesbahi,mesbahi-julien,J. Mesbahi,D,24,181,459,M,1470014,EUR,1138665600,D,24,24,True,,,,,,,,,,,,,,,,,0,,Juliën Mesbahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,home,FC Twente,Mats Rots,mats-rots,M. Rots,D,39,185,370,M,1387012,EUR,1142035200,D,39,39,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,home,FC Twente,Sayfallah Ltaief,sayfallah-ltaief,S. Ltaief,M,47,180,1619,M,1032926,EUR,956361600,M,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,home,FC Twente,Gijs Besselink,besselink-gijs,G. Besselink,M,6,180,105,M,1440801,EUR,1087344000,M,41,41,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,away,Willem II Tilburg,Thomas Didillon,thomas-didillon,T. Didillon,G,1,193,124,M,339809,EUR,817516800,G,1,1,False,30.0,22.0,17.0,9.0,0.0,19.0,24.0,6.0,7.0,5.0,6.0,90.0,42.0,6.7,8.0,0.00196871,0,-1.1038,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
12448290,away,Willem II Tilburg,Tommy St. Jago,tommy-st-jago,T. S. Jago,D,33,186,182,M,876232,EUR,946857600,D,33,33,False,29.0,25.0,8.0,5.0,0.0,13.0,15.0,15.0,3.0,,,90.0,51.0,6.3,7.0,0.0127691,0,,,,12.0,1.0,1.0,3.0,7.0,1.0,,3.0,6.0,3.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
12448290,away,Willem II Tilburg,Raffael Behounek,behounek-raffael,R. Behounek,D,30,187,82,M,799723,EUR,861148800,D,30,30,False,65.0,57.0,7.0,2.0,0.0,33.0,36.0,29.0,3.0,,,90.0,74.0,6.6,9.0,0.0157539,1,,,,24.0,,,,1.0,,,3.0,1.0,,,,1.0,,1.0,,,,,,,,0.5065,,,1.0,1.0,0.9753,,,,,
12448290,away,Willem II Tilburg,Erik Schouten,erik-schouten,E. Schouten,D,,183,29,M,116945,EUR,682300800,D,4,4,False,51.0,48.0,6.0,3.0,0.0,35.0,37.0,14.0,3.0,,,90.0,57.0,5.8,4.0,0.00805045,0,,,,13.0,,1.0,1.0,1.0,,,4.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,True,,,
12448290,away,Willem II Tilburg,Rúnar Þór Sigurgeirsson,runar-thor-sigurgeirsson,R. Þ. Sigurgeirsson,D,21,186,110,M,902229,EUR,946339200,D,5,5,False,29.0,22.0,2.0,,0.0,7.0,12.0,23.0,7.0,,,88.0,63.0,6.2,19.0,0.0157671,1,,,,15.0,6.0,1.0,3.0,3.0,,1.0,2.0,,,,1.0,3.0,,,3.0,,,,3.0,1.0,1.0,0.0887,,,,,,2.0,,,,
12448290,away,Willem II Tilburg,Nick Doodeman,nick-doodeman,N. Doodeman,M,7,173,115,M,822166,EUR,845942400,M,7,7,False,19.0,17.0,1.0,1.0,0.0,8.0,9.0,18.0,3.0,,,75.0,32.0,6.5,7.0,0.149959,0,,,,12.0,8.0,,1.0,2.0,,,1.0,2.0,2.0,,,1.0,2.0,,,3.0,,,,,2.0,,,,,,,,,,,1.0
12448290,away,Willem II Tilburg,Jesse Bosch,jesse-bosch,J. Bosch,M,5,176,81,M,989859,EUR,949363200,M,8,8,False,16.0,12.0,1.0,,0.0,7.0,8.0,8.0,4.0,,,74.0,31.0,6.2,9.0,0.0215962,2,,,,5.0,,,7.0,2.0,,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,,4.0,,,,,2.0,3.0,0.178,,,,,,,,,,
12448290,away,Willem II Tilburg,Boris Lambert,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,M,6,6,False,44.0,41.0,2.0,1.0,0.0,15.0,16.0,29.0,,,,90.0,65.0,7.6,6.0,0.0980632,1,,,,27.0,1.0,2.0,,6.0,,,4.0,2.0,2.0,1.0,,7.0,3.0,,3.0,1.0,1.0,,1.0,1.0,,0.0392,,,,,,1.0,,,,
12448290,away,Willem II Tilburg,Patrick Joosten,patrick-joosten,P. Joosten,M,,188,46,M,787568,EUR,829440000,M,17,17,False,19.0,16.0,,,0.0,3.0,4.0,17.0,1.0,,,88.0,35.0,6.8,9.0,0.086288,4,,,,13.0,2.0,,5.0,3.0,,,,1.0,1.0,2.0,3.0,,1.0,,1.0,,,,2.0,2.0,,0.1076,1.0,,2.0,1.0,0.3144,,,,,
12448290,away,Willem II Tilburg,Jeremy Bokila,jeremy-bokila,J. Bokila,F,18,188,210,M,32497,EUR,595468800,F,18,18,False,19.0,14.0,1.0,1.0,0.0,10.0,11.0,8.0,,,,82.0,30.0,6.4,10.0,0.00654856,1,,,,4.0,,6.0,5.0,8.0,,2.0,1.0,1.0,,1.0,1.0,,,,2.0,,,1.0,1.0,1.0,1.0,0.0329,,,,,,,,,,
12448290,away,Willem II Tilburg,Ringo Meerveld,ringo-meerveld,R. Meerveld,M,10,177,424,M,992018,EUR,1040428800,F,16,16,False,33.0,30.0,3.0,3.0,2.0,11.0,12.0,24.0,5.0,,,90.0,48.0,7.9,11.0,0.592079,0,,,,20.0,3.0,,5.0,3.0,,4.0,,,,1.0,,,2.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,2.0,,,,
12448290,away,Willem II Tilburg,Cisse Sandra,cisse-sandra,C. Sandra,M,11,183,563,M,1004449,EUR,1071532800,M,14,14,True,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,,,16.0,4.0,6.3,1.0,0.00022336,0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12448290,away,Willem II Tilburg,Amar Fatah,amar-ahmed,A. Ahmed,F,17,180,323,M,1157829,EUR,1077148800,F,21,21,True,4.0,3.0,1.0,,0.0,2.0,3.0,1.0,1.0,,,15.0,6.0,6.2,3.0,0.0009589,0,,,,1.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,away,Willem II Tilburg,Youssuf Sylla,youssuf-sylla,Y. Sylla,F,17,191,197,M,1099220,EUR,1040256000,F,19,19,True,2.0,1.0,,,0.0,,,2.0,,,,8.0,4.0,6.7,1.0,0.00023241,0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12448290,away,Willem II Tilburg,Jens Mathijsen,jens-mathijsen,J. Mathijsen,D,14,183,58,M,1897233,EUR,1187136000,D,48,48,True,2.0,1.0,,,0.0,,,2.0,,,,2.0,8.0,,2.0,0.00038229,0,,Jens,Mathijsen,1.0,,,,1.0,,,3.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
12448290,away,Willem II Tilburg,Emilio Kehrer,emilio-kehrer,E. Kehrer,F,11,177,82,M,1064079,EUR,1016582400,F,11,11,True,1.0,1.0,,,0.0,,,1.0,,,,2.0,3.0,,,0.00115059,0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12448290,away,Willem II Tilburg,Maarten Schut,maarten-schut,M. Schut,G,41,180,17,M,1048757,EUR,1065916800,G,41,41,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,away,Willem II Tilburg,Connor van den Berg,connor-van-den-berg,C. van den Berg,G,16,187,35,M,990815,EUR,984873600,G,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,away,Willem II Tilburg,Miodrag Pivas,miodrag-pivas,M. Pivas,D,15,188,200,M,1129829,EUR,1116288000,D,15,15,True,,,,,,,,,,,,,,,,,0,,Miodrag Pivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448290,away,Willem II Tilburg,Uriel van Aalst,uriel-van-aalst,U. v. Aalst,M,19,182,26,M,2008016,EUR,1155859200,M,51,51,True,,,,,,,,,,,,,,,,,0,,Uriel van Aalst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
