match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_totalCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_bigChanceCreated,captain,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_ownGoals,stat_goals,player_sofascoreId
12530668,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,31.0,23.0,14.0,6.0,0.0,21.0,23.0,2.0,8.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,90.0,40.0,6.4,8.0,0.00023993,0,-0.8104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530668,home,Kasımpaşa,Jhon Espinoza,espinoza-jhon,J. Espinoza,D,14,177.0,133,M,929098,EUR,919814400,D,14,14,False,22.0,18.0,4.0,1.0,0.0,11.0,11.0,7.0,11.0,2.0,4.0,3.0,,1.0,4.0,,87.0,42.0,5.9,9.0,0.0143225,2,,1.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0404,,,,,,,,,,,,,,,,,,,
12530668,home,Kasımpaşa,Kamil Piątkowski,kamil-piatkowski,K. Piątkowski,D,91,191.0,2379,M,942335,EUR,961545600,D,91,91,False,53.0,48.0,4.0,4.0,0.0,40.0,44.0,8.0,9.0,1.0,8.0,,,2.0,6.0,,90.0,66.0,7.2,6.0,0.00453877,0,,3.0,9.0,2.0,1.0,,,1.0,6.0,,1.0,3.0,,2.0,1.0,4.0,,,,,,,,,,,,,,,,
12530668,home,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185.0,1802,M,1392102,EUR,1145491200,D,58,58,False,64.0,55.0,9.0,3.0,0.0,43.0,45.0,12.0,20.0,3.0,8.0,2.0,1.0,2.0,5.0,,90.0,79.0,7.3,12.0,0.0056042,2,,,2.0,,,,,1.0,4.0,,,1.0,0.2473,,,2.0,1.0,2.0,0.5902,,,,,,,,,,,,,
12530668,home,Kasımpaşa,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,77,169.0,248,M,234232,EUR,762825600,D,77,77,False,40.0,29.0,2.0,2.0,0.0,18.0,23.0,13.0,21.0,,11.0,3.0,2.0,2.0,6.0,,90.0,71.0,7.1,17.0,0.133097,0,,,6.0,1.0,1.0,,,2.0,6.0,1.0,3.0,3.0,,,,4.0,4.0,,,2.0,1.0,1.0,,,,,,,,,,
12530668,home,Kasımpaşa,Cafú,cafu,Cafú,M,8,185.0,212,M,110956,EUR,730684800,M,8,8,False,62.0,53.0,7.0,5.0,0.0,39.0,43.0,16.0,23.0,1.0,2.0,,,,3.0,,90.0,72.0,7.0,11.0,0.0512689,1,,1.0,2.0,,,,1.0,2.0,1.0,,,1.0,0.0225,,,1.0,4.0,,,2.0,,1.0,,,,,,,,,,
12530668,home,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184.0,380,M,822228,EUR,694137600,M,7,7,False,16.0,10.0,2.0,1.0,0.0,3.0,4.0,8.0,14.0,1.0,2.0,1.0,,,3.0,,90.0,30.0,6.5,12.0,0.0321326,1,,1.0,3.0,,1.0,1.0,,2.0,1.0,3.0,,,0.5718,,,1.0,2.0,,,1.0,,1.0,,,1.0,,,,,,,
12530668,home,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179.0,1215,M,254979,EUR,761529600,M,10,10,False,43.0,36.0,10.0,10.0,0.0,10.0,11.0,28.0,40.0,,9.0,2.0,1.0,1.0,4.0,,90.0,67.0,8.8,17.0,0.64613,2,,,4.0,3.0,,1.0,,,5.0,,3.0,,0.1887,,,3.0,8.0,1.0,0.11,2.0,,5.0,,,,1.0,,,,,,
12530668,home,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188.0,161,M,128196,EUR,732844800,M,35,35,False,31.0,25.0,1.0,,0.0,18.0,21.0,8.0,12.0,1.0,4.0,,,,4.0,,90.0,42.0,7.3,8.0,0.310451,3,,2.0,3.0,,,1.0,,,3.0,1.0,,1.0,0.2304,,,2.0,2.0,2.0,0.1594,1.0,,2.0,,,1.0,,True,,,,,
12530668,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,M,12,12,False,31.0,27.0,1.0,,0.0,11.0,11.0,16.0,20.0,,4.0,3.0,1.0,2.0,5.0,,90.0,42.0,6.7,7.0,0.0725166,0,,2.0,7.0,,1.0,,,,2.0,,1.0,4.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,
