match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_fouls,captain,stat_challengeLost,stat_wonContest,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goals,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId
14083230,home,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,25.0,17.0,16.0,8.0,0.0,10.0,11.0,7.0,14.0,10.0,1.0,1.0,90.0,32.0,6.2,10.0,0.00132064,14.845034086971,3.0,8.925,3.78,0,-0.6915,0.03,0.01,-0.05,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083230,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185.0,520,M,949707,EUR,899424000,D,21,21,False,37.0,26.0,9.0,3.0,0.0,5.0,8.0,21.0,29.0,,,,90.0,71.0,6.7,22.0,0.0468946,116.36278697611,15.0,83.58,21.945,2,,0.28,0.1,-0.1,,,,6.0,1.0,2.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,0.1382,36.014415841252,2.0,1.0,-0.35,,,,,,,,,,,,,,,,,
14083230,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191.0,695,M,576276,EUR,794793600,D,22,22,False,38.0,34.0,7.0,4.0,0.0,23.0,23.0,11.0,15.0,3.0,,,90.0,50.0,6.7,5.0,0.00379263,59.274883518515,9.0,18.375,5.565,0,,0.11,0.03,-0.06,,,,,,3.0,3.0,4.0,5.0,,,,,6.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
14083230,home,Getafe,Djené,djene,Djené,D,2,178.0,2527,M,307702,EUR,694137600,D,2,2,False,37.0,34.0,6.0,4.0,0.0,20.0,21.0,14.0,16.0,2.0,,,90.0,55.0,7.1,7.0,0.0137458,139.845434134,18.0,51.03,11.55,0,,0.11,0.14,-0.1,,,,3.0,,2.0,4.0,3.0,6.0,,1.0,,,6.0,2.0,,,1.0,2.0,,17.706509565694,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,
14083230,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181.0,662,M,350560,EUR,730425600,D,16,16,False,39.0,29.0,9.0,3.0,0.0,12.0,13.0,17.0,26.0,5.0,,,90.0,78.0,7.7,14.0,0.0784122,96.575242798293,13.0,37.17,10.29,1,,0.3,0.06,0.26,,,,2.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,,4.0,3.0,5.0,3.0,2.0,2.0,0.0225,,,1.0,-0.04,,,1.0,1.0,1.0,,,,,,,,,,,,
14083230,home,Getafe,Javier Muñoz,javier-munoz,J. Muñoz,M,14,179.0,313,M,353154,EUR,793929600,M,14,14,False,32.0,17.0,4.0,1.0,0.0,4.0,7.0,13.0,25.0,2.0,,,85.0,53.0,7.3,21.0,0.642905,97.586130824433,12.0,6.825,13.125,3,,0.71,0.15,0.2,,,,4.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,,0.121,,,1.0,-0.19,,,,,1.0,2.0,0.1038,,,,,,,,,,
14083230,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175.0,1414,M,385888,EUR,812419200,M,8,8,False,27.0,17.0,4.0,1.0,0.0,4.0,5.0,13.0,22.0,3.0,,,90.0,41.0,6.7,13.0,0.00876742,60.535794330833,8.0,31.395,24.255,0,,-0.13,0.1,0.0,,,,1.0,,3.0,1.0,4.0,6.0,1.0,,,,1.0,,3.0,2.0,1.0,2.0,,24.704653185179,1.0,,,1.0,,,,,,,,,,,,,,,,
14083230,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175.0,1429,M,811629,EUR,781488000,M,5,5,False,48.0,39.0,3.0,,0.0,10.0,11.0,29.0,37.0,6.0,,,90.0,80.0,7.2,24.0,0.339191,140.10403562672,17.0,30.555,11.235,1,,0.45,0.33,0.46,,,,15.0,4.0,5.0,3.0,9.0,4.0,4.0,,,1.0,4.0,2.0,1.0,1.0,,,0.0372,,,2.0,-0.1,,,,,1.0,,,1.0,,,,,,,,,
14083230,home,Getafe,Adrian Liso,liso-adrian,A. Liso,F,23,182.0,1047,M,1515554,EUR,1112400000,M,23,23,False,11.0,9.0,1.0,,0.0,4.0,4.0,5.0,7.0,3.0,,,72.0,26.0,6.0,12.0,0.00418938,95.863916616725,8.0,47.67,14.175,1,,-0.19,-0.52,-0.01,,,,6.0,,3.0,2.0,5.0,6.0,,1.0,,1.0,,,1.0,,4.0,2.0,0.0734,,,,0.02,2.0,,,1.0,,,,,2.0,,,,,,,,
14083230,home,Getafe,Mario Martín,martin-mario,M. Martín,M,6,177.0,16546,M,1154549,EUR,1078444800,F,6,6,False,24.0,15.0,2.0,1.0,0.0,7.0,9.0,8.0,15.0,2.0,,,85.0,43.0,7.2,14.0,0.142162,60.022982607121,9.0,26.04,9.24,3,,0.11,0.08,0.14,,,,1.0,1.0,2.0,4.0,4.0,10.0,,2.0,2.0,1.0,,,3.0,2.0,2.0,3.0,0.1141,8.9823382256515,1.0,3.0,-0.4,,,,,,,,,,,,,,,,,
