match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_shotOffTarget,stat_bigChanceMissed,stat_goodHighClaim,player_sofascoreId,stat_hitWoodwork,stat_totalOffside
11406816,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,185,2688,M,826198,EUR,927072000,F,9,9,False,16.0,14.0,,,5.0,5.0,9.0,11.0,,2.0,,,,90.0,30.0,6.7,6.0,0.0265408,4,,99,,3.0,,2.0,1.0,3.0,5.0,,,1.0,,,1.0,,0.4663,0.0629,,,,1.0,,,,,2.0,,,,,3.0,1.0,,,,
11406816,home,Sassuolo,Daniel Boloca,boloca-daniel,D. Boloca,M,185,442,M,882592,EUR,914284800,M,24,24,True,16.0,13.0,1.0,,4.0,5.0,9.0,12.0,1.0,4.0,,,,18.0,23.0,7.0,4.0,0.00810444,0,,11,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,
11406816,home,Sassuolo,Nedim Bajrami,nedim-bajrami,N. Bajrami,M,179,1671,M,825861,EUR,920160000,M,11,11,True,7.0,7.0,,,2.0,2.0,6.0,7.0,,3.0,,,,11.0,10.0,6.6,1.0,0.071423,0,,14,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11406816,home,Sassuolo,Samu Castillejo,samu-castillejo,S. Castillejo,M,182,950,M,188405,EUR,790387200,M,20,20,True,4.0,3.0,,,,,4.0,6.0,,1.0,,,,11.0,12.0,6.9,3.0,0.0852739,0,,70,2.0,4.0,,,,,2.0,,,3.0,,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,
11406816,home,Sassuolo,Cristian Volpato,volpato-cristian,C. Volpato,M,187,875,M,1155625,EUR,1068854400,M,23,23,True,3.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,,,,1.0,3.0,,1.0,0.0003985,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,home,Sassuolo,Gianluca Pegolo,gianluca-pegolo,G. Pegolo,G,182,58,M,43985,EUR,354326400,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,home,Sassuolo,Alessio Cragno,alessio-cragno,A. Cragno,G,184,263,M,148740,EUR,772761600,G,28,28,True,,,,,,,,,,,,,,,,,,,0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,home,Sassuolo,Mattia Viti,mattia-viti,M. Viti,D,190,528,M,1009268,EUR,1011830400,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,home,Sassuolo,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,191,1585,M,893642,EUR,949968000,D,19,19,True,,,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,home,Sassuolo,Filippo Missori,filippo-missori,F. Missori,D,182,223,M,1121184,EUR,1080086400,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,home,Sassuolo,Pedro Obiang,pedro-obiang,P. Obiang,M,192,280,M,46799,EUR,701654400,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,home,Sassuolo,Luca Lipani,luca-lipani,L. Lipani,M,185,442,M,1154898,EUR,1116374400,M,35,35,True,,,,,,,,,,,,,,,,,,,0,,35,,,,,,,,,,,,,,,,,,,,,,Luca Lipani,,,,,,,,,,,,,
11406816,home,Sassuolo,Emil Konradsen Ceide,emil-konradsen-ceide,E. K. Ceide,F,175,915,M,933263,EUR,999475200,F,15,15,True,,,,,,,,,,,,,,,,,,,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,away,Udinese,Maduka Okoye,maduka-okoye,M. Okoye,G,197,2162,M,891656,EUR,935798400,G,40,40,False,27.0,19.0,18.0,10.0,9.0,9.0,10.0,18.0,2.0,7.0,3.0,4.0,2.0,90.0,40.0,7.8,8.0,0.00843791,0,0.4396,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
11406816,away,Udinese,João Ferreira,joao-ferreira,J. Ferreira,D,185,384,M,976401,EUR,985219200,D,13,13,False,48.0,39.0,10.0,5.0,26.0,31.0,13.0,18.0,1.0,6.0,,,,90.0,65.0,7.0,12.0,0.0493483,0,,13,1.0,4.0,2.0,2.0,1.0,,3.0,,,1.0,,1.0,,1.0,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,
11406816,away,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,192,2511,M,886930,EUR,918172800,D,29,29,False,41.0,35.0,6.0,3.0,31.0,32.0,4.0,9.0,13.0,10.0,,,,90.0,57.0,6.8,6.0,0.00775837,0,,15,,4.0,1.0,1.0,,,2.0,,,,,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
11406816,away,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,184,3369,M,913401,EUR,961804800,D,18,18,False,41.0,35.0,11.0,5.0,26.0,26.0,9.0,15.0,1.0,3.0,,,,90.0,51.0,6.6,11.0,0.00645541,0,,18,,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,
11406816,away,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,184,1199,M,122701,EUR,663206400,M,37,37,False,24.0,19.0,1.0,,7.0,9.0,13.0,16.0,4.0,4.0,,,,90.0,39.0,6.7,10.0,0.196091,0,,37,1.0,1.0,,,,,7.0,,1.0,1.0,True,,,2.0,,,1.0,,,3.0,2.0,,,4.0,1.0,,,,,,,,,,
11406816,away,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,180,807,M,575852,EUR,891043200,M,4,4,False,21.0,16.0,2.0,,6.0,7.0,11.0,16.0,1.0,2.0,,,,77.0,33.0,6.6,9.0,0.0330524,3,,4,2.0,1.0,,,,1.0,5.0,,,,,1.0,1.0,1.0,0.5302,0.0437,1.0,1.0,,2.0,2.0,,,2.0,,,,,,2.0,1.0,,,,
11406816,away,Udinese,Walace,walace,Walace,M,188,1455,M,553686,EUR,796953600,M,11,11,False,31.0,24.0,5.0,3.0,14.0,14.0,10.0,17.0,,5.0,,,,90.0,36.0,6.6,7.0,0.0064499,0,,5,,4.0,,2.0,1.0,,3.0,,,1.0,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,
11406816,away,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,183,4807,M,980624,EUR,1014508800,M,24,24,False,28.0,25.0,4.0,2.0,12.0,12.0,13.0,17.0,1.0,6.0,,,,90.0,35.0,6.6,6.0,0.018955,0,,10,1.0,1.0,,,,,4.0,,,,,,,,,,,,,1.0,1.0,,,4.0,1.0,1.0,,,,,,,lakisamar10,1.0,
11406816,away,Udinese,Hassane Kamara,hassane-kamara,H. Kamara,M,168,1023,M,351434,EUR,762825600,M,12,12,False,21.0,18.0,4.0,2.0,10.0,11.0,9.0,13.0,6.0,2.0,,,,90.0,42.0,7.5,6.0,0.0369582,1,,11,3.0,4.0,2.0,2.0,2.0,1.0,2.0,,,1.0,,1.0,,1.0,0.0252,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,
11406816,away,Udinese,Florian Thauvin,florian-thauvin,F. Thauvin,F,179,8040,M,148824,EUR,728006400,F,26,26,False,18.0,13.0,1.0,1.0,4.0,5.0,9.0,15.0,,1.0,,,,89.0,41.0,6.6,18.0,0.0587346,4,,24,2.0,2.0,,,,,7.0,,,1.0,,,1.0,,0.6743,0.9409,,3.0,1.0,3.0,,,,,5.0,1.0,,,1.0,2.0,1.0,,,,1.0
11406816,away,Udinese,Lorenzo Lucca,lorenzo-lucca,L. Lucca,F,201,5063,M,962364,EUR,968544000,F,17,17,False,19.0,9.0,,,4.0,5.0,5.0,14.0,1.0,2.0,,,,89.0,30.0,7.0,13.0,0.0530486,3,,20,,6.0,,1.0,1.0,3.0,6.0,,,2.0,,3.0,1.0,2.0,0.2748,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,,,,,1.0
11406816,away,Udinese,Oier Zarraga,oier-zarraga,O. Zarraga,M,175,217,M,1009661,EUR,915408000,M,6,6,True,4.0,2.0,,,2.0,3.0,,2.0,1.0,2.0,,,,13.0,8.0,6.4,5.0,2.283e-05,0,,6,1.0,1.0,,,,,2.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,
11406816,away,Udinese,Isaac Success,isaac-success,S. Isaac,F,182,366,M,359640,EUR,820972800,F,7,7,True,,,,,,,,,,,,,,1.0,7.0,,3.0,,0,,29,,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,Isaac,Success,,,,,,,,,,,,
11406816,away,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,189,682,M,609206,EUR,801360000,D,19,19,True,2.0,2.0,,,2.0,2.0,,,,,,,,1.0,5.0,,1.0,2.441e-05,1,,19,,1.0,,1.0,1.0,,,,,,,,,,0.0204,,,,1.0,,,,,,,,,,,,,,,,
11406816,away,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,191,324,M,43970,EUR,667872000,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,away,Udinese,Daniele Padelli,daniele-padelli,D. Padelli,G,191,196,M,2899,EUR,499046400,G,93,93,True,,,,,,,,,,,,,,,,,,,0,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,away,Udinese,Lautaro Giannetti,lautaro-giannetti,L. Giannetti,D,184,387,M,233856,EUR,753148800,D,30,30,True,,,,,,,,,,,,,,,,,,,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,away,Udinese,Festy Ebosele,festy-ebosele,F. Ebosele,D,180,593,M,983059,EUR,1028246400,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,away,Udinese,Christian Kabasele,christian-kabasele,C. Kabasele,D,186,477,M,58351,EUR,667353600,D,27,27,True,,,,,,,,,,,,,,,,,,,0,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,away,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,197,904,M,1063373,EUR,1011225600,D,31,31,True,,,,,,,,,,,,,,,,,,,0,,31,,,,,,,,,,,,,,,,,,,,,,Thomas Kristensen,,,,,,,,,,,,,
11406816,away,Udinese,Antonio Tikvić,antonio-tikvic,A. Tikvić,D,195,341,M,1154189,EUR,1082505600,D,16,16,True,,,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,away,Udinese,Jordan Zemura,jordan-zemura,J. Zemura,D,173,795,M,964119,EUR,942537600,D,33,33,True,,,,,,,,,,,,,,,,,,,0,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406816,away,Udinese,Martín Payero,martin-payero,M. Payero,M,182,791,M,895592,EUR,905472000,M,32,32,True,,,,,,,,,,,,,,,,,,,0,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
