match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
12514022,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,26.0,21.0,8.0,3.0,0.0,20.0,21.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,34.0,6.4,5.0,0.00034341,0,-0.8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514022,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,D,76,76,False,,27.0,16.0,4.0,,0.0,11.0,12.0,5.0,16.0,1.0,1.0,3.0,,,,,,,,90.0,39.0,5.9,13.0,0.00273831,0,,,,1.0,2.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12514022,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,41.0,28.0,8.0,3.0,0.0,21.0,25.0,7.0,16.0,1.0,3.0,,,1.0,,,,,,90.0,53.0,6.6,13.0,0.00376551,1,,,,,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0922,,,,,,,,,,,,,,,
12514022,home,Vitória SC,Tomás Ribeiro,tomas-ribeiro,T. Ribeiro,D,16,185,137,M,996765,EUR,925430400,D,4,4,False,,45.0,42.0,5.0,3.0,0.0,34.0,35.0,8.0,11.0,4.0,11.0,,,2.0,,,,,,90.0,66.0,7.4,4.0,0.00597031,0,,,,1.0,1.0,2.0,2.0,5.0,1.0,,2.0,5.0,3.0,,1.0,,,,,,,,,,,,,,
12514022,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,52.0,43.0,3.0,2.0,0.0,22.0,24.0,21.0,33.0,1.0,2.0,3.0,,,,,,,,90.0,72.0,6.5,15.0,0.0383379,0,,,,5.0,2.0,3.0,2.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
12514022,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,48.0,42.0,6.0,4.0,0.0,18.0,18.0,26.0,37.0,1.0,4.0,3.0,,1.0,,,,,,78.0,62.0,6.9,13.0,0.238302,0,,,,7.0,1.0,4.0,,,,,,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,
12514022,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,48.0,40.0,1.0,1.0,0.0,21.0,23.0,19.0,26.0,2.0,7.0,4.0,,3.0,,,,,,90.0,59.0,7.0,11.0,0.0291837,1,,Tomás Händel,,1.0,2.0,3.0,,,,,,2.0,2.0,0.0279,2.0,,,1.0,,1.0,1.0,,,,,,,,
12514022,home,Vitória SC,Kaio César,kaio-cesar,Kaio César,M,37,168,4877,M,1396009,EUR,1076803200,M,11,11,False,,19.0,16.0,,,0.0,4.0,4.0,12.0,17.0,,4.0,6.0,,3.0,,,,,,78.0,33.0,6.9,6.0,0.0230925,0,,Kaio César,,2.0,,2.0,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,
12514022,home,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2173,M,930552,EUR,920332800,M,77,77,False,,15.0,12.0,1.0,,0.0,2.0,2.0,10.0,14.0,,3.0,1.0,,1.0,,,,,,69.0,25.0,6.8,6.0,0.0177743,2,,,,1.0,1.0,3.0,1.0,,,1.0,,2.0,2.0,0.0381,,1.0,,1.0,,1.0,,,,,,,,,
12514022,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,17,17,False,,24.0,21.0,,,0.0,4.0,4.0,17.0,20.0,,2.0,4.0,,1.0,,,,,,69.0,30.0,6.4,3.0,0.0620858,0,,,,,,2.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
12514022,home,Vitória SC,Nélson Oliveira,nelson-oliveira,N. Oliveira,F,7,186,461,M,42898,EUR,681609600,F,7,7,False,,10.0,7.0,1.0,,0.0,5.0,6.0,2.0,6.0,,2.0,1.0,,,,,,,,69.0,22.0,6.5,8.0,0.00145285,0,,,,2.0,4.0,6.0,,1.0,,,,1.0,1.0,,,,,2.0,1.0,,1.0,,1.0,,,,,,
12514022,home,Vitória SC,Samu,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,True,,9.0,7.0,,,0.0,1.0,1.0,6.0,9.0,,1.0,1.0,,,,,,,,21.0,14.0,6.3,5.0,0.00337063,1,,,,1.0,4.0,6.0,,,1.0,1.0,,,,0.0477,,1.0,,,1.0,,2.0,,1.0,,,,,,
12514022,home,Vitória SC,Jesús Ramírez,jesus-ramirez,J. Ramírez,F,9,187,1078,M,987597,EUR,894240000,F,9,9,True,,3.0,1.0,,,0.0,1.0,2.0,,3.0,,2.0,1.0,,1.0,,,,,,21.0,10.0,6.7,5.0,2.986e-05,1,,,,2.0,1.0,1.0,,,,,,,,0.0154,,,,,1.0,,1.0,,1.0,1.0,0.0489,,,,
12514022,home,Vitória SC,Gustavo Silva,gustavo-silva,G. Silva,F,11,180,417,M,1468082,EUR,928195200,F,71,71,True,,1.0,,,,0.0,,,,3.0,1.0,2.0,,,,,,,,,21.0,9.0,6.6,4.0,,0,,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
12514022,home,Vitória SC,Telmo Arcanjo,telmo-arcanjo,T. Arcanjo,M,18,180,559,M,1035280,EUR,993081600,M,18,18,True,,9.0,8.0,,,0.0,2.0,2.0,6.0,8.0,,2.0,2.0,,,,,,,,12.0,15.0,6.9,2.0,0.00393352,1,,,,1.0,,,,,,,,1.0,1.0,0.0067,,,,,1.0,1.0,,,1.0,,,,,,
12514022,home,Vitória SC,Manuel Silva,manuel-silva,M. Silva,M,16,190,1034,M,1085740,EUR,992304000,M,6,6,True,,13.0,10.0,3.0,2.0,0.0,3.0,4.0,7.0,9.0,2.0,6.0,1.0,,1.0,,,,,,12.0,19.0,6.7,4.0,0.00512723,0,,,,,,2.0,,,1.0,,,1.0,,,,,,1.0,2.0,,,,2.0,,,,,,
12514022,home,Vitória SC,Charles,charles,Charles,G,27,186,127,M,155985,EUR,760320000,G,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514022,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514022,home,Vitória SC,Alberto Costa,alberto-baio,A. Costa,D,20,185,2748,M,1160957,EUR,1064793600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Alberto Baio,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514022,home,Vitória SC,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514022,away,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,843115,EUR,937699200,G,99,99,False,True,37.0,29.0,13.0,5.0,0.0,28.0,30.0,1.0,7.0,,,6.0,,,,,1.0,,,90.0,42.0,6.9,8.0,0.00020657,0,0.0489,,,,,,,,,,,,,,,,,,,,,,,,,diogomcosta99,,,
12514022,away,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,902031,EUR,946857600,D,23,23,False,,25.0,20.0,5.0,4.0,1.0,8.0,11.0,14.0,18.0,,3.0,4.0,,1.0,,,,,,90.0,48.0,7.5,12.0,0.596732,0,,,,4.0,,4.0,,1.0,3.0,,,1.0,1.0,,2.0,,2.0,,3.0,,3.0,,1.0,,,,1.0,,
12514022,away,FC Porto,Zé Pedro,ze-pedro,Z. Pedro,D,32,187,663,M,945448,EUR,865555200,D,97,97,False,,54.0,45.0,5.0,2.0,0.0,34.0,39.0,11.0,15.0,2.0,3.0,5.0,,,,,,,,90.0,69.0,7.7,9.0,0.0161532,1,,,,,,,9.0,1.0,,1.0,1.0,1.0,1.0,0.1165,,,,,,,,,,,,,,,
12514022,away,FC Porto,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,24,24,False,,59.0,54.0,2.0,1.0,0.0,48.0,50.0,6.0,9.0,4.0,5.0,2.0,,,,,,,,90.0,70.0,7.3,7.0,0.115762,1,,,,,,2.0,6.0,,2.0,,,1.0,,0.0507,1.0,,,,,1.0,2.0,,,,,,,,
12514022,away,FC Porto,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,,46.0,36.0,3.0,2.0,2.0,23.0,30.0,15.0,20.0,2.0,2.0,7.0,,,,,,,,90.0,66.0,8.5,14.0,0.471143,0,,,,4.0,,2.0,5.0,,2.0,,,,,,3.0,,2.0,,,,,1.0,,,,,2.0,,
12514022,away,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,1066560,EUR,994204800,M,22,22,False,,51.0,46.0,3.0,1.0,0.0,23.0,23.0,23.0,30.0,,2.0,2.0,,1.0,,,,,,89.0,62.0,7.0,10.0,0.0593415,1,,Alan Varela,,2.0,1.0,2.0,1.0,1.0,,,,1.0,,0.0281,1.0,,,,1.0,,2.0,,,1.0,0.0095,alan_varela01,,,
12514022,away,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,886223,EUR,851126400,M,6,6,False,,48.0,39.0,3.0,3.0,0.0,25.0,29.0,14.0,21.0,1.0,1.0,2.0,,,,,,,,71.0,56.0,6.7,12.0,0.0145684,0,,,,2.0,,3.0,1.0,2.0,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,
12514022,away,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,882664,EUR,856742400,M,11,11,False,,24.0,18.0,,,0.0,10.0,12.0,8.0,15.0,1.0,2.0,3.0,,,,,,,,89.0,40.0,6.8,15.0,0.0480584,2,,,,3.0,3.0,8.0,,1.0,1.0,1.0,,1.0,1.0,0.3276,1.0,,,3.0,2.0,,1.0,,,1.0,0.8425,pepe,,1.0,
12514022,away,FC Porto,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,954056,EUR,1010016000,M,16,16,False,,41.0,34.0,,,0.0,17.0,18.0,17.0,23.0,4.0,10.0,4.0,,,,,,,,89.0,59.0,6.9,9.0,0.0408387,3,,,,,5.0,13.0,3.0,,6.0,,,3.0,2.0,0.4238,,2.0,,1.0,3.0,2.0,1.0,,3.0,1.0,0.097,nico14,,,1.0
12514022,away,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,845754,EUR,877478400,M,13,13,False,,30.0,20.0,2.0,,0.0,2.0,3.0,18.0,27.0,,4.0,2.0,,3.0,,,,,,90.0,46.0,6.8,16.0,0.11031,1,,,,,2.0,5.0,2.0,,,1.0,,,,0.0461,1.0,,,1.0,3.0,,,,1.0,,,w_galeno90,,,
12514022,away,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,1503836,EUR,1083715200,F,9,9,False,,17.0,16.0,,,0.0,5.0,5.0,11.0,12.0,2.0,4.0,5.0,,1.0,,,,,,75.0,34.0,8.4,7.0,0.0251092,3,,Samuel,Aghehowa,,2.0,6.0,,,2.0,,,,,0.805,1.0,,,1.0,3.0,1.0,3.0,,1.0,2.0,1.1937,samuaghehowa9,,2.0,
12514022,away,FC Porto,Marko Grujić,marko-grujic,M. Grujić,M,4,190,1584,M,280835,EUR,829353600,M,8,8,True,,10.0,8.0,1.0,1.0,0.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,,,,,,,,19.0,13.0,6.8,2.0,0.00711706,0,,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
12514022,away,FC Porto,Danny Namaso,danny-namaso,D. Namaso,F,19,182,4899,M,867440,EUR,967420800,F,19,19,True,,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,15.0,7.0,5.9,3.0,0.00085203,0,,,,,1.0,7.0,,,1.0,,,,,,,2.0,,,3.0,,,,,,,,,,
12514022,away,FC Porto,Vasco Sousa,vasco-sousa,V. Sousa,M,15,169,899,M,1006995,EUR,1049328000,M,15,15,True,,2.0,1.0,1.0,,0.0,,,1.0,2.0,,,,,,,,,,,1.0,3.0,,2.0,0.00216244,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
12514022,away,FC Porto,Gonçalo Borges,goncalo-borges,G. Borges,F,11,184,1083,M,979221,EUR,985824000,F,70,70,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,,,1.0,4.0,,1.0,0.00061896,0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
12514022,away,FC Porto,André Franco,andre-franco,A. Franco,M,10,177,622,M,851286,EUR,892339200,M,20,20,True,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514022,away,FC Porto,Cláudio Ramos,claudio-ramos,C. Ramos,G,14,183,1032,M,116372,EUR,690249600,G,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514022,away,FC Porto,Martim Fernandes,martim-fernandes,M. Fernandes,D,52,181,1999,M,1142585,EUR,1137542400,D,52,52,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514022,away,FC Porto,Tiago Djaló,tiago-djalo,T. Djaló,D,35,190,2965,M,892735,EUR,955238400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514022,away,FC Porto,Iván Jaime,ivan-jaime,I. Jaime,M,11,180,1015,M,951986,EUR,969926400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
