match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalTackle,stat_wonTackle,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalOffside,stat_outfielderBlock,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAGoal
11406749,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,51.0,38.0,23.0,10.0,0.0,35.0,38.0,3.0,13.0,3.0,6.0,1.0,1.0,3.0,90.0,59.0,6.6,13.0,0.00097794,0,-1.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406749,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3348,M,822518,EUR,911260800,D,2,2,False,38.0,29.0,3.0,2.0,0.0,16.0,20.0,14.0,25.0,,8.0,,,,90.0,69.0,7.1,19.0,0.0733189,0,,,,7.0,1.0,1.0,1.0,4.0,8.0,1.0,6.0,5.0,1.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,
11406749,home,Fiorentina,Lucas Martínez Quarta,lucas-martinez-quarta,L. M. Quarta,D,28,183,3115,M,795297,EUR,831686400,D,28,28,False,93.0,77.0,19.0,8.0,0.0,47.0,51.0,30.0,43.0,2.0,5.0,,,,90.0,105.0,7.0,19.0,0.0210583,0,,,,1.0,,2.0,1.0,5.0,5.0,,1.0,1.0,1.0,1.0,,3.0,1.0,chinomartinezquarta96,3.0,3.0,,,,,,,,,,,,,,,
11406749,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,70.0,63.0,9.0,4.0,0.0,44.0,45.0,19.0,25.0,1.0,4.0,,,,90.0,75.0,6.5,7.0,0.00824059,0,,,,,,,1.0,1.0,2.0,,,,1.0,,,1.0,,milenkovicn_4,1.0,1.0,,,,,,,,,,,,,,,
11406749,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,32.0,28.0,1.0,1.0,0.0,10.0,11.0,19.0,28.0,,3.0,,,,78.0,52.0,7.2,11.0,0.16927,3,,,,7.0,1.0,1.0,1.0,3.0,2.0,,,,,1.0,1.0,2.0,1.0,,,,True,1.0,1.0,1.0,1.0,0.1604,0.2898,,,,,,,,
11406749,home,Fiorentina,Arthur,arthur,Arthur,M,29,172,8988,M,794927,EUR,839808000,M,6,6,False,66.0,63.0,3.0,2.0,0.0,38.0,40.0,25.0,26.0,1.0,1.0,,,,87.0,72.0,6.8,3.0,0.0212921,0,,,,,,,,1.0,2.0,,,,1.0,,1.0,,,arthurmelo,1.0,1.0,,,,,,,,1.0,,,,,,,
11406749,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180,1099,M,36784,EUR,619747200,M,5,5,False,30.0,27.0,1.0,1.0,0.0,10.0,10.0,17.0,20.0,,3.0,,,,90.0,38.0,6.8,5.0,0.0540096,1,,,,,,,1.0,1.0,3.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,1.0,,,,0.0148,,,,,,,,,
11406749,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,901325,EUR,891820800,M,10,10,False,27.0,19.0,1.0,,0.0,6.0,7.0,13.0,21.0,,4.0,,,,90.0,50.0,6.5,15.0,0.0627327,4,,,,1.0,,5.0,5.0,14.0,9.0,3.0,4.0,2.0,,1.0,,2.0,,nicoigonzalez,2.0,,,2.0,1.0,1.0,,0.2673,0.2195,2.0,,,,,,,
11406749,home,Fiorentina,Lucas Beltrán,lucas-beltran,L. Beltrán,M,15,177,3780,M,962029,EUR,985824000,M,9,9,False,29.0,24.0,,,0.0,10.0,11.0,14.0,19.0,,1.0,,,,78.0,45.0,6.8,12.0,0.0711689,2,,,,1.0,,2.0,1.0,7.0,6.0,2.0,2.0,1.0,,3.0,3.0,1.0,,beltranlucass,1.0,,,,1.0,1.0,,0.0529,0.0286,1.0,,,,,,,
11406749,home,Fiorentina,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185,2375,M,812946,EUR,881366400,M,99,99,False,17.0,14.0,,,0.0,3.0,3.0,11.0,14.0,1.0,3.0,,,,67.0,31.0,6.7,8.0,0.0325911,1,,,,,,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,christianmichael.11,,,,1.0,,,,0.0257,,,,,,,,,
