match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_dispossessed,stat_wonTackle,stat_accurateCross,stat_totalContest,stat_unsuccessfulTouch,stat_totalOffside,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,captain,stat_aerialLost,stat_challengeLost,stat_keyPass,stat_wonContest,stat_shotOffTarget,player_sofascoreId,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals
12512898,home,FC Arouca,Nico Mantl,,,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,27.0,24.0,6.0,3.0,0.0,24.0,25.0,2.0,7.0,2.0,3.0,1.0,1.0,90.0,35.0,7.0,3.0,9.114e-05,0,-0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512898,home,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,74.0,61.0,5.0,,0.0,43.0,50.0,25.0,3.0,,,,,90.0,100.0,6.7,15.0,0.0115063,0,,18.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12512898,home,FC Arouca,Matías Rocha,,,matias-rocha,M. Rocha,D,4,183,65,M,1083250,EUR,982022400,D,4,4,False,118.0,113.0,6.0,4.0,0.0,87.0,87.0,31.0,4.0,,,,,81.0,124.0,6.5,6.0,0.0103878,0,,26.0,,,3.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12512898,home,FC Arouca,Jose Fontán,,,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,103.0,97.0,10.0,6.0,0.0,72.0,73.0,30.0,2.0,,,,,90.0,113.0,6.9,6.0,0.0161714,0,,25.0,,1.0,3.0,2.0,5.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
12512898,home,FC Arouca,Weverson,,,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,False,20.0,15.0,2.0,,0.0,5.0,6.0,18.0,1.0,,,,,77.0,40.0,6.4,13.0,0.0193429,0,,11.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
12512898,home,FC Arouca,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,40.0,36.0,3.0,2.0,0.0,19.0,21.0,20.0,2.0,,,,,89.0,52.0,6.4,10.0,0.0186638,1,,17.0,1.0,,3.0,2.0,2.0,,,1.0,,,1.0,,3.0,2.0,,1.0,1.0,0.0361,,,,,,,,,,,,
12512898,home,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,50.0,44.0,6.0,4.0,0.0,19.0,19.0,33.0,6.0,,,,,70.0,61.0,6.5,12.0,0.0323797,1,,25.0,2.0,,8.0,3.0,,,,1.0,3.0,2.0,1.0,,1.0,1.0,,1.0,2.0,0.019,True,1.0,1.0,2.0,,,,,,,,
12512898,home,FC Arouca,Jason,,,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,23.0,16.0,1.0,,0.0,4.0,6.0,22.0,5.0,,,,,88.0,44.0,6.3,20.0,0.0183764,2,,12.0,5.0,,5.0,1.0,,,1.0,,,1.0,,,4.0,3.0,,2.0,1.0,0.0627,,,,,,,,,,,,
12512898,home,FC Arouca,Pedro Santos,,,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,37.0,29.0,,,0.0,5.0,7.0,30.0,3.0,,,,,90.0,53.0,7.0,11.0,0.0369034,2,,24.0,,,5.0,6.0,3.0,,,3.0,1.0,1.0,3.0,,2.0,1.0,,,2.0,0.0428,,,2.0,1.0,1.0,2.0,,,,,,
12512898,home,FC Arouca,Morlaye Sylla,,,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,29.0,21.0,2.0,1.0,0.0,4.0,7.0,22.0,2.0,,,,,90.0,43.0,6.9,15.0,0.0203902,2,,17.0,,2.0,1.0,3.0,,,,,,1.0,,,,4.0,,,1.0,0.0488,,,,,,2.0,morlayesylla2,1.0,,,,
