match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_outfielderBlock,stat_interceptionWon,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_goalAssist,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10913381,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,888378,EUR,659145600.0,G,30,30,False,26.0,16.0,16.0,6.0,11.0,12.0,5.0,14.0,1.0,1.0,3.0,7.0,2.0,4.0,3.0,90.0,37.0,8.1,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913381,home,Damac FC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800.0,D,19,19,False,27.0,22.0,1.0,,11.0,12.0,11.0,16.0,1.0,6.0,1.0,5.0,,,,89.0,50.0,6.5,12.0,0,Abdullah Al-Hawsawi,,1.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
10913381,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200.0,D,15,15,False,35.0,25.0,8.0,,18.0,22.0,7.0,13.0,5.0,5.0,3.0,5.0,,,,90.0,49.0,6.8,10.0,0,,,,1.0,5.0,1.0,,,,,,,1.0,3.0,True,1.0,3.0,,,,,,,,,,,,,
10913381,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800.0,D,3,3,False,40.0,32.0,7.0,4.0,28.0,31.0,4.0,9.0,4.0,5.0,6.0,5.0,,,,90.0,53.0,7.3,8.0,1,,,,1.0,1.0,,,,,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,
10913381,home,Damac FC,Abdullah Al-Amar,abdullah-al-amar,A. Al-Amar,D,,177.0,110,M,817911,EUR,762480000.0,D,13,13,False,33.0,23.0,4.0,,15.0,17.0,9.0,18.0,,5.0,4.0,4.0,,,,90.0,58.0,7.7,16.0,1,,,2.0,1.0,4.0,,,1.0,,4.0,2.0,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,
10913381,home,Damac FC,El Arbi Hillel Soudani,el-arbi-hillel-soudani,E. A. Soudani,M,2,182.0,1269,M,173713,EUR,564796800.0,M,2,2,False,20.0,15.0,1.0,1.0,4.0,5.0,11.0,16.0,,1.0,,3.0,,,,80.0,27.0,6.3,8.0,0,,,1.0,1.0,5.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,,
10913381,home,Damac FC,Bader Munshi,bader-munshi,B. Munshi,M,16,178.0,9,M,1102071,EUR,929836800.0,M,16,16,False,32.0,27.0,4.0,2.0,18.0,20.0,9.0,12.0,,2.0,2.0,8.0,,,,69.0,43.0,6.8,6.0,0,Bader Munshi,,,,3.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,
10913381,home,Damac FC,Adam Maher,adam-maher,A. Maher,M,,174.0,90,M,111719,EUR,743126400.0,M,6,6,False,42.0,35.0,4.0,2.0,21.0,22.0,14.0,20.0,,2.0,2.0,4.0,,,,90.0,55.0,7.0,11.0,1,,,,3.0,8.0,2.0,,1.0,1.0,,,3.0,1.0,3.0,,,1.0,,,1.0,,2.0,,1.0,,,,,,
10913381,home,Damac FC,Nono,nono,Nono,M,14,179.0,56,M,232434,EUR,733449600.0,M,10,10,False,29.0,26.0,4.0,2.0,10.0,11.0,16.0,18.0,,2.0,,3.0,,,,79.0,37.0,6.5,6.0,2,,,,3.0,8.0,,2.0,1.0,,1.0,1.0,,1.0,2.0,,,,1.0,,,,,,,1.0,,,,,
10913381,home,Damac FC,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800.0,F,7,7,False,19.0,17.0,,,5.0,5.0,12.0,14.0,1.0,3.0,,3.0,,,,79.0,26.0,6.8,5.0,1,,,,1.0,4.0,1.0,1.0,,,,,1.0,2.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,
