match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_unsuccessfulTouch,stat_keyPass,stat_wonContest,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed
10407203,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,410,M,878898,EUR,889574400,G,16,16,False,35.0,26.0,15.0,6.0,22.0,25.0,4.0,10.0,6.0,1.0,2.0,1.0,1.0,90.0,41.0,7.4,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407203,home,Standard Liège,Noë Dussenne,noe-dussenne,N. Dussenne,D,3,191,108,M,115569,EUR,702604800,D,6,6,False,46.0,37.0,12.0,5.0,27.0,31.0,10.0,15.0,8.0,,,,,90.0,55.0,7.3,9.0,0,,,True,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407203,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,False,31.0,26.0,3.0,2.0,25.0,30.0,1.0,1.0,7.0,,,,,90.0,41.0,7.5,5.0,0,,,,,,4.0,2.0,2.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
10407203,home,Standard Liège,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178,254,M,116604,EUR,724723200,D,8,8,False,43.0,38.0,6.0,3.0,30.0,31.0,8.0,12.0,8.0,,,,,90.0,56.0,7.0,9.0,0,,,,1.0,4.0,4.0,2.0,,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10407203,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180,288,M,880762,EUR,905299200,M,13,13,False,18.0,11.0,,,7.0,10.0,4.0,8.0,3.0,,,,,77.0,43.0,7.4,13.0,0,,,,,3.0,8.0,3.0,,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10407203,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,M,22,22,False,37.0,29.0,3.0,2.0,13.0,16.0,16.0,22.0,8.0,,,,,90.0,58.0,7.6,14.0,2,,,,1.0,7.0,9.0,,1.0,2.0,3.0,1.0,5.0,2.0,,1.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,
10407203,home,Standard Liège,Nicolas Raskin,nicolas-raskin,N. Raskin,M,43,179,1733,M,889378,EUR,982886400,M,26,26,False,43.0,35.0,5.0,3.0,18.0,21.0,17.0,22.0,9.0,,,,,90.0,54.0,7.1,11.0,0,,,,1.0,8.0,5.0,,,,,4.0,3.0,2.0,,,2.0,3.0,,2.0,2.0,,,,,1.0,,,,,,
10407203,home,Standard Liège,Steven Alzate,steven-alzate,S. Alzate,M,7,177,698,M,871822,EUR,905212800,M,14,14,False,30.0,25.0,2.0,2.0,12.0,16.0,13.0,14.0,7.0,,,,,85.0,37.0,7.3,6.0,0,,,,1.0,3.0,3.0,,,,,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,1.0,1.0,,,,,
10407203,home,Standard Liège,Aron Dønnum,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,11,11,False,22.0,16.0,1.0,1.0,9.0,13.0,8.0,13.0,4.0,,,,,70.0,43.0,6.9,14.0,1,,,,,3.0,2.0,1.0,,,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,4.0,,,,1.0,1.0,1.0,1.0,1.0,,
10407203,home,Standard Liège,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,586,M,1127335,EUR,1106524800,F,61,61,False,15.0,11.0,,,4.0,5.0,7.0,11.0,1.0,,,,,70.0,37.0,7.3,14.0,1,Cihan Canak,,,1.0,9.0,8.0,,,,3.0,2.0,3.0,2.0,1.0,,4.0,3.0,3.0,,1.0,1.0,,1.0,1.0,,,,,,,
