match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_fouls,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_shotOffTarget,stat_wonContest,stat_penaltyWon,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12514209,home,Sporting Braga,Fran Navarro,fran-navarro,F. Navarro,F,39,179,1028,M,914772,EUR,886464000,F,39,39,False,12.0,7.0,,,0.0,1.0,3.0,6.0,10.0,2.0,,,,,,90.0,26.0,7.9,13.0,0.00594227,2,,1.0,,1.0,7.0,1.0,1.0,,,,,6.0,,,,,2.0,3.0,1.0,,,,1.22,,,,,,2.0,2.0,1.8617,,2.0,,,,
12514209,home,Sporting Braga,Gabriel Martínez,gabriel-martinez,G. Martínez,M,77,185,489,M,1134430,EUR,1043193600,F,77,77,True,17.0,15.0,3.0,3.0,0.0,4.0,5.0,11.0,13.0,2.0,,,,,,28.0,27.0,7.1,7.0,0.310937,1,,1.0,,,3.0,1.0,,,,,,1.0,,3.0,Gabriel Martínez,,1.0,,2.0,1.0,,,0.0124,,1.0,,,,1.0,,0.0109,,,,,,
12514209,home,Sporting Braga,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170,2450,M,1128560,EUR,1132531200,F,11,11,True,6.0,6.0,,,0.0,,,7.0,10.0,2.0,,,,,,28.0,18.0,7.0,6.0,0.0275179,2,,4.0,1.0,,2.0,2.0,,,,1.0,1.0,2.0,,1.0,,,,1.0,,2.0,,,0.0954,1.0,1.0,,,,1.0,,0.0379,,,,,,
12514209,home,Sporting Braga,Diego Rodrigues,rodrigues-diego,D. Rodrigues,M,50,178,222,M,1184326,EUR,1116892800,M,50,50,True,14.0,13.0,4.0,3.0,0.0,3.0,3.0,10.0,11.0,,,,,,,17.0,16.0,6.7,1.0,0.00835745,1,,,,,1.0,1.0,,,,1.0,1.0,,,,Diego Henrique,Rodrigues,1.0,,,,1.0,,0.044,,,,,,,,,,,,,,
12514209,home,Sporting Braga,Amine El Ouazzani,el-ouazzani-amine,A. E. Ouazzani,F,9,188,2047,M,1014048,EUR,995155200,F,9,9,True,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,1.0,,,,,,17.0,7.0,6.5,2.0,0.00190833,0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12514209,home,Sporting Braga,Jonatás Noro,jonatas-noro,J. Noro,D,53,187,116,M,1536297,EUR,1120867200,D,53,53,True,7.0,7.0,,,0.0,5.0,5.0,2.0,2.0,,,,,,,12.0,9.0,6.6,,0.00031069,1,,,,,1.0,,,1.0,,,,,,,Jonatás Noro,,1.0,,,,,,0.0108,1.0,,,,,,,,,,,,,
12514209,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514209,home,Sporting Braga,Adrián Marín,adrian-marin,A. Marín,D,21,181,96,M,547242,EUR,852768000,D,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514209,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514209,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514209,away,Boavista,César Dutra,cesar-dutra,C. Dutra,G,1,194,270,M,158269,EUR,696470400,G,1,1,False,24.0,16.0,14.0,6.0,0.0,14.0,16.0,2.0,8.0,4.0,,1.0,2.0,,,90.0,30.0,6.6,8.0,0.00019607,0,-0.2259,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
12514209,away,Boavista,Marco Ribeiro,marco-ribeiro,M. Ribeiro,M,88,188,22,M,1517734,EUR,1118707200,D,88,88,False,25.0,20.0,2.0,1.0,0.0,11.0,13.0,10.0,15.0,5.0,,,,,,90.0,42.0,6.7,8.0,0.114624,0,,3.0,1.0,1.0,3.0,4.0,1.0,4.0,,2.0,1.0,,1.0,1.0,Marco Ribeiro,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
12514209,away,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,27.0,21.0,6.0,1.0,0.0,14.0,15.0,7.0,12.0,1.0,,,,,,80.0,37.0,5.7,7.0,0.00330146,0,,,,2.0,1.0,4.0,,5.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0
12514209,away,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,43.0,32.0,12.0,3.0,0.0,25.0,30.0,7.0,13.0,1.0,,,,,,90.0,55.0,6.0,15.0,0.00403965,0,,,,,,2.0,,4.0,,1.0,1.0,3.0,1.0,,Filipe,Ferreira,1.0,,,,,,,,,,,,,,,,,,,,
12514209,away,Boavista,Joel Silva,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,D,16,16,False,20.0,16.0,4.0,,0.0,10.0,11.0,9.0,15.0,1.0,,,,,,76.0,50.0,5.8,14.0,0.109164,0,,6.0,3.0,,5.0,2.0,2.0,,1.0,2.0,,3.0,,,Joel Silva,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12514209,away,Boavista,Manuel Namora,manuel-namora,M. Namora,F,,180,28,M,892423,EUR,887241600,M,17,17,False,15.0,8.0,1.0,,0.0,3.0,4.0,5.0,11.0,,,,,,,90.0,30.0,6.5,10.0,0.0632896,3,,,,1.0,4.0,4.0,,1.0,,,,2.0,3.0,1.0,,,1.0,2.0,,1.0,1.0,,0.0638,,,,,,2.0,,0.1406,,,,,,
12514209,away,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,False,50.0,40.0,6.0,2.0,0.0,24.0,26.0,16.0,24.0,5.0,,,,,,90.0,59.0,6.9,10.0,0.0570532,0,,,,1.0,,5.0,,2.0,1.0,,,,4.0,1.0,,,,,,,,1.0,,,,,True,,,,,,,,,,
12514209,away,Boavista,Ibrahima Camará,ibrahima-camara,I. Camará,M,2,190,520,M,976145,EUR,917222400,M,2,2,False,33.0,27.0,3.0,1.0,0.0,17.0,18.0,10.0,15.0,5.0,,,,,,90.0,40.0,6.6,7.0,0.00613632,0,,,,1.0,1.0,3.0,,2.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,
12514209,away,Boavista,João Barros,joao-barros,J. Barros,F,77,184,46,M,1896795,EUR,1136851200,M,71,71,False,11.0,7.0,,,0.0,2.0,3.0,5.0,8.0,4.0,,,,,,82.0,26.0,6.6,9.0,0.00472453,1,,,,,4.0,2.0,,,3.0,1.0,1.0,2.0,,1.0,João Barros,,1.0,1.0,2.0,1.0,,,0.0146,1.0,1.0,,,,,,,,,,,,
12514209,away,Boavista,Gonçalo Miguel,goncalo-almeida,G. Miguel,D,17,181,26,M,1517733,EUR,1052179200,F,35,35,False,11.0,9.0,,,0.0,3.0,3.0,7.0,9.0,6.0,,,,,,86.0,22.0,7.0,5.0,0.0540939,1,,1.0,1.0,,3.0,2.0,,1.0,,2.0,2.0,1.0,,2.0,Gonçalo Miguel,Cardoso de Almeida,,1.0,1.0,1.0,1.0,1.0,0.0508,,,,,,,,,1.0,2.0,,,,
12514209,away,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,11,188,1028,M,912033,EUR,942883200,F,9,9,False,13.0,12.0,,,0.0,6.0,6.0,6.0,7.0,1.0,,,,,,90.0,33.0,7.0,8.0,0.0114463,4,,,,2.0,4.0,6.0,,1.0,,1.0,1.0,5.0,2.0,2.0,,,3.0,,2.0,1.0,,,0.3846,3.0,1.0,,,1.0,1.0,,0.4079,,,,,,
12514209,away,Boavista,Tomás Silva,tomas-silva,T. Silva,D,75,175,24,M,1906695,EUR,1148515200,D,75,75,True,2.0,1.0,,,0.0,1.0,2.0,,,1.0,,,,,,14.0,2.0,6.5,1.0,2.58e-06,0,,,,,,,,,,,,,,,Tomás Silva,,,,,,,,,,,,,,,,,,,,,,
12514209,away,Boavista,Alexandre Marques,alexandre-marques,A. Marques,D,73,186,30,M,1896794,EUR,1130025600,D,73,73,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,,,8.0,4.0,6.5,1.0,0.00015025,0,,,,,,,,1.0,,,,,,,Alexandre Marques,,,,,,,,,,,,,,,,,,,,,,
12514209,away,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,8,191,158,M,891881,EUR,915667200,M,18,18,True,1.0,,,,0.0,,,,1.0,,,,,,,8.0,5.0,6.5,2.0,,0,,,,,2.0,,,1.0,,,,,,,Ilija,Vukotić,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
12514209,away,Boavista,Tomé Sousa,sousa-tome,T. Sousa,G,1,190,105,M,1521209,EUR,1166227200,G,76,76,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Tomé Sousa,,,,,,,,,,,,,,,,,,,,,,
12514209,away,Boavista,Tiago Machado,machado-tiago,T. Machado,F,23,185,33,M,1494437,EUR,1080864000,F,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Tiago,Machado,,,,,,,,,,,,,,,,,,,,,
12514209,away,Boavista,Diego Llorente,diego-llorente,D. Llorente,F,74,179,29,M,1390071,EUR,1002499200,F,74,74,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,
