match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_totalCross,player_sofascoreId,stat_goals,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_ownGoals,stat_errorLeadToAGoal,stat_hitWoodwork
12437579,home,Leganés,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194.0,1184,M,94527,EUR,696211200,G,13,13,False,30.0,17.0,23.0,10.0,0.0,7.0,7.0,10.0,23.0,1.0,1.0,3.0,12.0,4.0,3.0,4.0,2.0,2.0,2.0,90.0,46.0,7.7,13.0,0.00279761,0,0.3472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175.0,797,M,842419,EUR,840412800,D,12,12,False,29.0,25.0,2.0,,0.0,16.0,16.0,9.0,13.0,1.0,1.0,4.0,2.0,,,,,,,90.0,39.0,6.4,6.0,0.00182179,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Jorge Sáenz,jorge-saenz,J. Sáenz,D,3,192.0,188,M,592098,EUR,848188800,D,3,3,False,50.0,38.0,11.0,4.0,0.0,25.0,28.0,13.0,22.0,5.0,7.0,12.0,3.0,,,,,,,90.0,69.0,7.3,12.0,0.00530268,2,,,True,3.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,0.2166,0.2737,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Renato Tapia,renato-tapia,R. Tapia,M,13,185.0,3151,M,352376,EUR,806889600,D,5,5,False,53.0,43.0,9.0,6.0,0.0,31.0,33.0,12.0,20.0,2.0,5.0,7.0,5.0,,,,,,,90.0,76.0,6.8,18.0,0.0587183,2,,2.0,,1.0,4.0,,,,,,,1.0,,0.0357,,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,
12437579,home,Leganés,Adrià Altimira,altimira-adria,A. Altimira,D,2,170.0,365,M,980732,EUR,985737600,M,2,2,False,16.0,9.0,1.0,,0.0,4.0,8.0,5.0,9.0,1.0,7.0,3.0,,,,,,,,90.0,38.0,6.9,13.0,0.00571981,0,,1.0,,2.0,4.0,,,,,1.0,4.0,,,,,1.0,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,
12437579,home,Leganés,Seydouba Cisse,seydouba-cisse,S. Cisse,M,8,172.0,3843,M,906065,EUR,981763200,M,8,8,False,35.0,28.0,4.0,1.0,0.0,12.0,13.0,16.0,23.0,,6.0,2.0,3.0,,,,,,,90.0,52.0,7.5,9.0,0.0299664,3,,1.0,,5.0,8.0,1.0,,1.0,,,1.0,2.0,,0.4838,0.9583,,2.0,2.0,2.0,3.0,1.0,,,1.0,seydoubacisse32,1.0,1.0,,,,,,
12437579,home,Leganés,Yvan Neyou,yvan-neyou,Y. Neyou,M,5,180.0,972,M,869931,EUR,852249600,M,17,17,False,39.0,39.0,1.0,1.0,0.0,26.0,26.0,13.0,13.0,,1.0,1.0,4.0,,,,,,,80.0,42.0,6.8,,0.0388163,0,,,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,
12437579,home,Leganés,Yan Diomande,yan-diomande,Y. Diomande,F,49,180.0,20639,M,2087085,EUR,1163462400,M,30,30,False,25.0,23.0,1.0,1.0,0.0,7.0,7.0,17.0,20.0,,9.0,,5.0,,,,,,,90.0,55.0,7.5,13.0,0.333613,1,,4.0,,1.0,9.0,2.0,,1.0,,2.0,4.0,2.0,,0.4381,0.2792,2.0,5.0,2.0,,3.0,1.0,Yan Diomande,,2.0,,1.0,2.0,1.0,,,,,
12437579,home,Leganés,Dani Raba,dani-raba,D. Raba,F,19,184.0,999,M,873947,EUR,814924800,F,10,10,False,19.0,15.0,2.0,2.0,2.0,6.0,7.0,14.0,19.0,,4.0,2.0,3.0,,,,,,,74.0,40.0,8.9,10.0,0.75587,1,,1.0,,,4.0,1.0,,,1.0,,1.0,3.0,,0.0367,,,2.0,1.0,1.0,2.0,1.0,,,7.0,,,5.0,5.0,3.0,,,,
12437579,home,Leganés,Diego García,diego-garcia,D. Garcia,F,19,188.0,234,M,1121475,EUR,956016000,F,19,19,False,13.0,5.0,1.0,,0.0,,,5.0,13.0,1.0,3.0,,3.0,,,,,,,89.0,28.0,6.7,12.0,0.00494003,3,,2.0,,6.0,9.0,1.0,,,,,1.0,,,0.1844,,1.0,2.0,1.0,2.0,,,Diego Garcia,,,,,1.0,,,1.0,,,
12437579,home,Leganés,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175.0,3412,M,350170,EUR,809913600,F,23,23,False,25.0,23.0,,,0.0,8.0,8.0,15.0,18.0,1.0,6.0,,1.0,,,,,,,89.0,43.0,7.1,9.0,0.024193,1,,3.0,,2.0,6.0,1.0,,1.0,,,3.0,,,0.1169,0.1579,3.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,
12437579,home,Leganés,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174.0,618,M,794948,EUR,898992000,M,7,7,True,5.0,4.0,,,0.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,16.0,10.0,6.4,2.0,0.00011051,0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
12437579,home,Leganés,Darko Brašanac,darko-brasanac,D. Brašanac,M,5,178.0,208,M,94539,EUR,697852800,M,14,14,True,1.0,1.0,,,0.0,1.0,1.0,,,,,2.0,1.0,,,,,,,10.0,3.0,6.4,,1.874e-05,0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Miguel de la Fuente,miguel-de-la-fuente,M. d. l. Fuente,F,24,182.0,395,M,914212,EUR,936316800,F,9,9,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,1.0,,,,,,,10.0,3.0,6.5,1.0,2.333e-05,0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Duk,luis-henriques-de-barros-lopes,Duk,F,11,182.0,474,M,1390389,EUR,950659200,F,18,18,True,1.0,,,,0.0,,,,1.0,,1.0,,,,,,,,,10.0,5.0,6.5,3.0,,0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,Duk,,,,,,,,,,,
12437579,home,Leganés,Juan Soriano,juan-soriano,J. Soriano,G,1,186.0,154,M,547246,EUR,872294400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Alvin Abajas,alvin,A. Abajas,G,1,186.0,34,M,1513618,EUR,1052697600,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Sergio González,sergio-gonzalez,S. González,D,4,186.0,271,M,377234,EUR,703728000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188.0,481,M,98440,EUR,733276800,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Juan Cruz,juan-cruz,J. Cruz,M,10,179.0,541,M,936234,EUR,956620800,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437579,home,Leganés,Julián Chicco,julian-chicco,J. Chicco,M,14,181.0,173,M,822594,EUR,884649600,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Julián,Chicco,,,,,,,,,,
12437579,home,Leganés,Roberto López,roberto-lopez,R. López,M,14,178.0,200,M,958018,EUR,956534400,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437579,away,Espanyol,Joan García,joan-garcia,J. García,G,13,193.0,111965,M,930267,EUR,988934400,G,1,1,False,40.0,30.0,19.0,9.0,0.0,23.0,27.0,7.0,13.0,,1.0,,10.0,1.0,3.0,3.0,,1.0,,90.0,49.0,6.7,10.0,0.00349901,0,-1.3309,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12437579,away,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175.0,337,M,1019236,EUR,992736000,D,17,17,False,9.0,3.0,1.0,,0.0,2.0,3.0,1.0,8.0,,1.0,,2.0,,,,,,,62.0,16.0,6.0,12.0,0.00048319,0,,2.0,,,3.0,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,,,,
12437579,away,Espanyol,Fernando Calero,fernando-calero,F. Calero,D,5,183.0,302,M,857205,EUR,811036800,D,5,5,False,17.0,14.0,1.0,,0.0,12.0,13.0,2.0,5.0,2.0,3.0,,1.0,,,,,,,45.0,26.0,6.1,6.0,0.0006389,0,,1.0,,1.0,4.0,2.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,
12437579,away,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191.0,1585,M,893642,EUR,949968000,D,4,4,False,53.0,38.0,12.0,3.0,0.0,28.0,32.0,10.0,21.0,6.0,7.0,8.0,4.0,,,,,,,90.0,70.0,6.6,15.0,0.0086672,2,,,,2.0,4.0,1.0,,1.0,1.0,1.0,,1.0,,0.1532,0.2263,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,
12437579,away,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190.0,819,M,81992,EUR,677116800,D,6,6,False,34.0,23.0,7.0,1.0,0.0,18.0,19.0,5.0,16.0,2.0,4.0,3.0,1.0,,,,,,,90.0,44.0,6.8,13.0,0.00707172,1,,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,,0.2039,0.8866,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,
