match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceMissed,stat_accurateCross,stat_challengeLost,stat_keyPass,stat_dispossessed,stat_aerialLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_hitWoodwork
11408302,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,34.0,26.0,15.0,7.0,0.0,21.0,21.0,5.0,13.0,12.0,1.0,2.0,2.0,2.0,2.0,90.0,43.0,7.4,8.0,0.00353369,0,0.5517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408302,home,CF Estrela Amadora,Kialonda Gaspar,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,50.0,40.0,10.0,4.0,0.0,27.0,31.0,13.0,20.0,4.0,,,,,,90.0,68.0,8.0,11.0,0.0135907,2,,Kialonda Gaspar,,1.0,4.0,1.0,9.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,0.2191,,,,,,,,,,,,,,,,
11408302,home,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,27.0,26.0,4.0,4.0,0.0,18.0,19.0,8.0,8.0,4.0,,,,,,83.0,39.0,7.1,2.0,0.00183081,1,,,,,,2.0,4.0,,,,3.0,,2.0,3.0,3.0,1.0,2.0,0.0943,True,1.0,1.0,1.0,,,,,,,,,,,,
11408302,home,CF Estrela Amadora,Mansur,mansur,Mansur,D,70,181,47,M,328871,EUR,735004800,D,70,70,False,52.0,45.0,4.0,1.0,0.0,35.0,38.0,10.0,14.0,4.0,,,,,,90.0,62.0,7.2,7.0,0.00429977,1,,,,,2.0,,5.0,,,1.0,2.0,,1.0,3.0,2.0,,,0.3054,,,,,1.0,,,,,,,,,,,
11408302,home,CF Estrela Amadora,Nanú,nanu,Nanú,D,14,177,273,M,343965,EUR,769132800,M,31,31,False,31.0,28.0,2.0,,1.0,8.0,9.0,21.0,26.0,6.0,,,,,,90.0,53.0,6.8,16.0,0.173719,0,,,,4.0,,9.0,1.0,4.0,,,1.0,,1.0,1.0,1.0,,4.0,,,,3.0,,,1.0,1.0,2.0,,,,,,,,
11408302,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,47.0,41.0,2.0,2.0,0.0,17.0,19.0,25.0,31.0,4.0,,,,,,90.0,66.0,7.5,9.0,0.0467215,2,,,,3.0,1.0,2.0,9.0,,,1.0,1.0,,,5.0,4.0,3.0,1.0,0.1257,,1.0,,,,1.0,,1.0,1.0,,,,,,,
11408302,home,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,M,26,26,False,32.0,25.0,7.0,3.0,0.0,15.0,16.0,10.0,17.0,6.0,,,,,,90.0,45.0,6.9,9.0,0.0226477,0,,,,1.0,,6.0,6.0,,,,,,,5.0,3.0,1.0,3.0,,,,1.0,,,,2.0,,,1.0,,,,,,
11408302,home,CF Estrela Amadora,Nilton Varela,nilton-varela,N. Varela,M,75,182,76,M,998414,EUR,990748800,M,75,75,False,10.0,6.0,2.0,,0.0,4.0,5.0,2.0,8.0,1.0,,,,,,30.0,22.0,6.4,10.0,0.0010336,2,,,,3.0,,,,,,1.0,,,,,,,,0.0305,,1.0,1.0,,,,,,,,,,,,,
11408302,home,CF Estrela Amadora,Regis Ndo,regis-ndo,R. Ndo,F,77,181,274,M,1084705,EUR,990489600,F,7,7,False,35.0,26.0,3.0,2.0,0.0,10.0,13.0,16.0,23.0,3.0,,,,,,83.0,45.0,7.0,12.0,0.189749,2,,,,1.0,2.0,6.0,4.0,1.0,1.0,,,,,1.0,,,2.0,0.1587,,2.0,,,,,3.0,2.0,1.0,,,,,,,
11408302,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,29,29,False,8.0,7.0,1.0,1.0,0.0,2.0,2.0,6.0,8.0,1.0,,,,,,67.0,21.0,7.6,7.0,0.0609669,2,,,,2.0,2.0,5.0,4.0,1.0,,,,,,,,2.0,,0.2073,,,3.0,1.0,,1.0,,2.0,1.0,3.0,1.0,2.0,1.0,0.4499,,
