match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,captain,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalContest,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork
11703897,home,1. FC Kaiserslautern,Terrence Boyd,terrence-boyd,T. Boyd,F,13,185,159,M,50968,EUR,666662400,F,13,13,False,19.0,8.0,3.0,,2.0,3.0,6.0,16.0,3.0,,76.0,28.0,6.1,13.0,2,4.0,8.0,8.0,10.0,,1.0,1.0,1.0,3.0,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,2.0,,,,,
11703897,home,1. FC Kaiserslautern,Aaron Opoku,aaron-opoku,A. Opoku,F,17,185,375,M,930136,EUR,922579200,F,17,17,True,5.0,3.0,1.0,,1.0,2.0,2.0,3.0,4.0,,24.0,13.0,6.7,4.0,0,,3.0,1.0,3.0,,3.0,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
11703897,home,1. FC Kaiserslautern,Lex-Tyger Lobinger,lex-tyger-lobinger,L. Lobinger,F,45,193,55,M,943120,EUR,919641600,F,27,27,True,2.0,2.0,,,2.0,2.0,,,,,14.0,4.0,6.5,,1,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11703897,home,1. FC Kaiserslautern,Erik Durm,erik-durm,E. Durm,D,,183,89,M,142104,EUR,705628800,D,37,37,True,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,8.0,9.0,6.6,3.0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703897,home,1. FC Kaiserslautern,Daniel Hanslik,daniel-hanslik,D. Hanslik,F,19,186,174,M,886170,EUR,844560000,F,19,19,True,1.0,,1.0,,,1.0,,,1.0,,16.0,9.0,6.5,3.0,0,,,1.0,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
11703897,home,1. FC Kaiserslautern,Avdo Spahić,avdo-spahic,A. Spahić,G,30,189,65,M,794449,EUR,855705600,G,30,30,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703897,home,1. FC Kaiserslautern,Philipp Klement,philipp-klement,P. Klement,M,,176,80,M,147306,EUR,715996800,M,10,10,True,,,,,,,,,,,,,,,0,,,,,,,,,,Philipp,Klement,,,,,,,,,,,,,,,,,,,,,,,
11703897,home,1. FC Kaiserslautern,Ben Zolinski,ben-zolinski,B. Zolinski,M,,180,16,M,126670,EUR,704851200,M,31,31,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703897,home,1. FC Kaiserslautern,Julian Niehues,julian-niehues,J. Niehues,M,16,195,116,M,1066042,EUR,987465600,M,16,16,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703897,home,1. FC Kaiserslautern,Philipp Hercher,philipp-hercher,P. Hercher,M,27,182,43,M,795721,EUR,827366400,D,23,23,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703897,away,1. FC Köln,Marvin Schwäbe,marvin-schwabe,M. Schwäbe,G,1,189,326,M,187185,EUR,798768000,G,1,1,False,30.0,28.0,4.0,2.0,27.0,28.0,1.0,2.0,5.0,1.0,90.0,35.0,5.9,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
11703897,away,1. FC Köln,Benno Schmitz,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,False,61.0,49.0,6.0,2.0,34.0,39.0,16.0,31.0,4.0,,90.0,105.0,6.7,23.0,0,1.0,,4.0,3.0,,3.0,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,2.0,,1.0,,1.0,,,,1.0,9.0,1.0,,,,,,
11703897,away,1. FC Köln,Timo Hübers,timo-hubers,T. Hübers,D,4,190,267,M,387220,EUR,837820800,D,4,4,False,111.0,94.0,7.0,3.0,77.0,84.0,17.0,27.0,13.0,,90.0,125.0,6.7,17.0,1,2.0,4.0,5.0,10.0,,3.0,5.0,3.0,2.0,,,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
11703897,away,1. FC Köln,Jeff Chabot,julian-chabot,J. Chabot,D,24,194,722,M,863271,EUR,887241600,D,24,24,False,95.0,91.0,2.0,,73.0,74.0,18.0,22.0,8.0,,90.0,101.0,6.5,6.0,0,3.0,1.0,3.0,2.0,,,,,,,,,2.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,
11703897,away,1. FC Köln,Leart Paqarada,leart-paqarada,L. Paqarada,D,32,184,334,M,151581,EUR,781574400,D,17,17,False,58.0,43.0,6.0,1.0,23.0,26.0,21.0,35.0,3.0,,90.0,82.0,6.3,23.0,1,2.0,,4.0,1.0,1.0,,,,1.0,,,,1.0,,,,2.0,2.0,1.0,1.0,,1.0,,,,,3.0,1.0,,,,,,
11703897,away,1. FC Köln,Dejan Ljubičić,dejan-ljubicic,D. Ljubičić,M,21,186,824,M,869883,EUR,876268800,M,7,7,False,42.0,36.0,1.0,,15.0,18.0,21.0,24.0,10.0,,57.0,48.0,6.2,9.0,0,2.0,,5.0,2.0,,,2.0,1.0,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,1.0,
11703897,away,1. FC Köln,Eric Martel,martel-eric,E. Martel,M,6,186,933,M,988639,EUR,1020038400,M,6,6,False,68.0,59.0,1.0,,31.0,36.0,28.0,33.0,2.0,,79.0,83.0,6.7,12.0,1,1.0,2.0,6.0,6.0,,,1.0,1.0,4.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,
11703897,away,1. FC Köln,Linton Maina,linton-maina,L. Maina,M,37,173,488,M,921033,EUR,930096000,M,37,37,False,20.0,16.0,1.0,1.0,3.0,3.0,13.0,21.0,,,69.0,38.0,6.4,16.0,2,,,5.0,1.0,1.0,2.0,,,1.0,,,,,1.0,,1.0,5.0,1.0,,1.0,2.0,,1.0,,,,4.0,,,,,,,1.0
11703897,away,1. FC Köln,Luca Waldschmidt,luca-waldschmidt,L. Waldschmidt,F,7,181,707,M,319861,EUR,832464000,M,9,9,False,35.0,24.0,2.0,2.0,9.0,9.0,15.0,27.0,1.0,,90.0,52.0,7.2,16.0,6,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,4.0,3.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,
11703897,away,1. FC Köln,Florian Kainz,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,43.0,35.0,3.0,,14.0,15.0,22.0,32.0,5.0,,84.0,57.0,6.6,13.0,0,1.0,,5.0,2.0,,1.0,,,3.0,,,,1.0,,True,,1.0,1.0,1.0,2.0,,,2.0,,,1.0,4.0,1.0,,,,,,
11703897,away,1. FC Köln,Davie Selke,davie-selke,D. Selke,F,9,195,1252,M,187437,EUR,790560000,F,27,27,False,10.0,7.0,,,3.0,3.0,4.0,7.0,,,69.0,19.0,6.8,7.0,0,1.0,1.0,1.0,3.0,,,,,,,,1.0,,,,,4.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
11703897,away,1. FC Köln,Mark Uth,mark-uth,M. Uth,M,13,185,214,M,110508,EUR,682992000,F,13,13,True,13.0,9.0,2.0,,,,9.0,16.0,1.0,,33.0,20.0,7.4,9.0,1,,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,2.0,,1.0,,1.0,1.0,,3.0,,,,,,,
11703897,away,1. FC Köln,Jan Thielmann,thielmann-jan,J. Thielmann,M,29,178,398,M,1010726,EUR,1022371200,M,29,29,True,7.0,5.0,1.0,,,,5.0,8.0,,,21.0,16.0,7.6,5.0,1,1.0,1.0,1.0,3.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,
11703897,away,1. FC Köln,Steffen Tigges,steffen-tigges,S. Tigges,F,27,195,329,M,826884,EUR,901843200,F,21,21,True,10.0,5.0,,,1.0,1.0,4.0,9.0,,,21.0,12.0,6.6,5.0,0,3.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11703897,away,1. FC Köln,Denis Huseinbašić,denis-huseinbasic,D. Huseinbašić,M,8,184,955,M,1064842,EUR,994118400,M,8,8,True,17.0,16.0,1.0,,12.0,12.0,4.0,6.0,1.0,,12.0,20.0,6.7,3.0,0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
11703897,away,1. FC Köln,Matthias Köbbing,matthias-kobbing,M. Köbbing,G,44,196,40,M,840352,EUR,864777600,G,44,44,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703897,away,1. FC Köln,Luca Kilian,kilian-luca,L. Kilian,D,15,190,102,M,855676,EUR,936144000,D,15,15,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703897,away,1. FC Köln,Dominique Heintz,dominique-heintz,D. Heintz,D,3,188,92,M,136922,EUR,745372800,D,3,3,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703897,away,1. FC Köln,Mathias Olesen,mathias-olesen,M. Olesen,M,6,186,163,M,994490,EUR,985132800,M,47,47,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703897,away,1. FC Köln,Faride Alidou,alidou-faride,F. Alidou,F,10,186,308,M,994197,EUR,995414400,F,40,40,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
