match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_wonContest,stat_wasFouled,captain,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_shotOffTarget,stat_penaltyWon,stat_totalOffside,stat_bigChanceCreated,stat_penaltyConceded,stat_penaltyFaced,stat_bigChanceMissed,stat_hitWoodwork,stat_lastManTackle,player_sofascoreId
13473372,home,Mirassol,Alex Muralha,Alex,Santana,alex-muralha,A. Muralha,G,23,188,332,M,340113,EUR,626659200,G,23,23,False,34.0,23.0,15.0,4.0,0.0,21.0,23.0,2.0,11.0,1.0,1.0,4.0,10.0,3.0,5.0,1.0,1.0,1.0,90.0,47.0,7.5,11.0,0.00401822,0,0.5985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473372,home,Mirassol,Daniel Borges,,,daniel-borges,D. Borges,D,20,174,183,M,794874,EUR,732844800,D,20,20,False,27.0,24.0,1.0,,0.0,13.0,14.0,11.0,13.0,2.0,6.0,2.0,1.0,,,,,,90.0,50.0,8.5,10.0,0.151719,2,,6.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.3018,1.3856,2.0,,,,,,,,,,,,,,,,,,,,,
13473372,home,Mirassol,João Victor,,,joao-victor,J. Victor,D,34,188,233,M,863297,EUR,873158400,D,34,34,False,48.0,40.0,7.0,2.0,0.0,31.0,34.0,9.0,14.0,1.0,2.0,9.0,1.0,,,,,,90.0,62.0,7.0,9.0,0.00743712,1,,,,,,1.0,,1.0,,1.0,2.0,0.0397,0.1227,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
13473372,home,Mirassol,Jemmes,Jemmes Ribeiro,,ribeiro-da-silva-jemmes-bruno,Jemmes,D,3,187,583,M,1527129,EUR,955238400,D,3,3,False,50.0,45.0,2.0,1.0,0.0,40.0,45.0,5.0,5.0,3.0,6.0,9.0,4.0,,,,,,90.0,63.0,6.5,5.0,0.00145667,0,,,,1.0,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
13473372,home,Mirassol,Reinaldo,,,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,27.0,22.0,4.0,1.0,0.0,17.0,17.0,5.0,10.0,,2.0,6.0,2.0,,,,,,90.0,50.0,8.6,9.0,0.0233149,3,,3.0,1.0,1.0,1.0,3.0,2.0,,,1.0,1.0,0.8926,1.3793,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
13473372,home,Mirassol,Danielzinho,,,danielzinho,Danielzinho,M,94,166,1169,M,356514,EUR,783907200,M,8,8,False,56.0,50.0,4.0,3.0,1.0,29.0,32.0,21.0,24.0,,2.0,1.0,11.0,,,,,,90.0,67.0,7.2,7.0,0.211394,0,,,,1.0,,,,,,,,,,3.0,1.0,7.0,,,2.0,True,1.0,4.0,3.0,1.0,,,,,,,,,,,
13473372,home,Mirassol,Neto Moura,,,neto-moura,N. Moura,M,25,176,363,M,559034,EUR,839289600,M,25,25,False,36.0,30.0,6.0,,0.0,21.0,25.0,9.0,11.0,,,,2.0,,,,,,80.0,45.0,6.8,7.0,0.0119808,1,,,,,,,,1.0,,1.0,,0.0485,,,1.0,4.0,1.0,,,,,3.0,,,1.0,,,,,,,,,,
13473372,home,Mirassol,Fabrício Daniel,,,fabricio-daniel,Fabrício Daniel,F,70,181,209,M,1128767,EUR,859075200,M,70,70,False,14.0,12.0,2.0,2.0,0.0,6.0,6.0,6.0,8.0,1.0,5.0,1.0,3.0,,,,,,57.0,29.0,6.8,9.0,0.240957,2,,1.0,,2.0,1.0,,,,,3.0,,0.1271,,,,2.0,,,1.0,,1.0,1.0,,,,2.0,,,,,,,,,
13473372,home,Mirassol,Gabriel,,,gabriel,Gabriel,M,27,178,805,M,243459,EUR,631584000,M,27,27,False,10.0,9.0,,,0.0,5.0,6.0,4.0,4.0,,,,2.0,,,,,,30.0,14.0,7.0,3.0,0.00162036,0,,2.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,
13473372,home,Mirassol,Iury Castilho,,,iury-castilho,I. Castilho,F,77,185,294,M,795020,EUR,810345600,M,77,77,False,11.0,9.0,,,0.0,4.0,4.0,5.0,7.0,1.0,5.0,,4.0,,,,,,80.0,29.0,6.8,8.0,0.00637213,0,,1.0,1.0,,2.0,,,,,4.0,2.0,,,,,8.0,,,6.0,,,2.0,2.0,,,,,1.0,,,,,,,
13473372,home,Mirassol,Cristian Renato,,,cristian-renato,C. Renato,F,17,189,259,M,1148306,EUR,950832000,F,17,17,False,7.0,4.0,1.0,1.0,0.0,3.0,5.0,1.0,2.0,3.0,4.0,1.0,3.0,,,,,,57.0,15.0,6.6,7.0,0.00378439,0,,,,,1.0,,,,,3.0,,,,,2.0,4.0,,,2.0,,,,,,,,,,,,,,,,
