match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,playerName,rescinded,id,isHome,incidentClass,player_id,player_name,injury,confirmed,reason,from
13473372,FT,4.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
13473372,,,,,90,0.0,,1,,,injuryTime,4.0,,,,,,,,,,,
13473372,,,,,86,,,5,,,card,,Daniel Borges,False,123347080.0,True,yellow,794874.0,Daniel Borges,,,,
13473372,,4.0,1.0,,85,,,6,,,goal,,,,300652896.0,True,regular,794874.0,Daniel Borges,,,,
13473372,,,,,83,,,8,,,substitution,,,,123868921.0,False,regular,,,False,,,
13473372,,,,,83,,,8,,,varDecision,,,,32949.0,False,goalNotAwarded,66471.0,Martin Braithwaite,,False,,
13473372,,3.0,1.0,,82,,,9,,,goal,,,,300652810.0,False,regular,66471.0,Martin Braithwaite,,,,
13473372,,,,,80,,,11,,,substitution,,,,123868910.0,True,regular,,,False,,,
13473372,,,,,80,,,11,,,substitution,,,,123868909.0,True,regular,,,False,,,
13473372,,3.0,0.0,,78,,,13,,,goal,,,,300652575.0,True,regular,243109.0,Reinaldo,,,,
13473372,,,,,78,,,13,,,substitution,,,,123868891.0,False,regular,,,False,,,
13473372,,,,,66,,,25,,,card,,Edenilson,False,123347057.0,False,yellow,221636.0,Edenilson,,,Off the ball foul,
13473372,,,,,65,,,26,,,substitution,,,,123868862.0,False,regular,,,False,,,
13473372,,,,,64,,,27,,,card,,Negueba,False,123347056.0,True,yellow,872007.0,Negueba,,,Persistent fouling,
13473372,,,,,60,,,31,,,card,,Mathias Villasanti,False,123347048.0,False,yellow,1139775.0,Mathias Villasanti,,,Foul,
13473372,,,,,57,,,34,,,substitution,,,,123868830.0,True,regular,,,False,,,
13473372,,,,,57,,,34,,,substitution,,,,123868829.0,True,regular,,,False,,,
13473372,,,,,46,,,45,,,substitution,,,,123868808.0,False,regular,,,False,,,
13473372,,,,,46,,,45,,,substitution,,,,123868807.0,False,regular,,,False,,,
13473372,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
13473372,,,,,45,0.0,,1,,,injuryTime,6.0,,,,,,,,,,,
13473372,,,,,30,,,16,,,substitution,,,,123868714.0,True,injury,,,True,,,
13473372,,2.0,0.0,,21,,,25,,,goal,,,,300650740.0,True,penalty,243109.0,Reinaldo,,,,penalty
13473372,,,,,18,,,28,,,card,,Tiago Volpi,False,123346957.0,False,yellow,243509.0,Tiago Volpi,,,Foul,
13473372,,,,,15,,,31,,,card,,Martin Braithwaite,False,123346951.0,False,yellow,66471.0,Martin Braithwaite,,,Foul,
13473372,,,,,10,,,36,,,varDecision,,,,32944.0,False,penaltyAwarded,605528.0,João Pedro,,False,,
13473372,,1.0,0.0,,3,,,43,,,goal,,,,300650167.0,True,regular,794874.0,Daniel Borges,,,,
