match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_interceptionWon,stat_errorLeadToAGoal,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_lastManTackle,player_sofascoreId,stat_hitWoodwork,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAShot
12764323,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185.0,1388,M,40244,EUR,644284800,G,1,1,False,True,32.0,19.0,15.0,2.0,0.0,18.0,21.0,1.0,11.0,1.0,7.0,2.0,2.0,2.0,90.0,41.0,6.2,14.0,0.00025558,0,-0.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764323,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182.0,267,M,109296,EUR,704160000,D,3,3,False,,58.0,50.0,1.0,,0.0,19.0,21.0,33.0,42.0,2.0,3.0,,,,90.0,84.0,6.9,14.0,0.13134,2,,,,5.0,2.0,1.0,3.0,6.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0705,2.0,,,,,,,,,,,,,,,,,
12764323,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192.0,334,M,187423,EUR,798249600,D,25,25,False,,81.0,76.0,7.0,4.0,0.0,39.0,39.0,37.0,44.0,2.0,6.0,,,,90.0,93.0,6.0,8.0,0.0172871,0,,,,2.0,,,3.0,3.0,1.0,,,,3.0,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
12764323,home,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184.0,416,M,904991,EUR,923616000,D,34,34,False,,71.0,65.0,6.0,5.0,0.0,33.0,37.0,32.0,34.0,2.0,8.0,,,,90.0,90.0,6.7,10.0,0.0169346,0,,,,,,1.0,4.0,7.0,3.0,,,,3.0,1.0,2.0,2.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,
12764323,home,TSG Hoffenheim,David Jurásek,david-jurasek,D. Jurásek,D,39,183.0,1517,M,1030711,EUR,965606400,D,19,19,False,,39.0,34.0,2.0,1.0,1.0,17.0,18.0,20.0,35.0,1.0,3.0,,,,90.0,69.0,6.9,19.0,0.47323,1,,,,14.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,0.0433,1.0,1.0,,,,1.0,,,,,,,,,,,,
12764323,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192.0,1471,M,889861,EUR,911088000,M,16,16,False,,38.0,32.0,3.0,2.0,0.0,13.0,14.0,19.0,27.0,,4.0,,,,79.0,55.0,7.6,13.0,0.0288178,2,,,,3.0,,,3.0,4.0,,2.0,,,3.0,2.0,2.0,,0.8708,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.9859,,,,,,,
12764323,home,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177.0,143,M,979821,EUR,960422400,M,20,20,False,,83.0,77.0,9.0,6.0,0.0,25.0,26.0,52.0,58.0,1.0,9.0,,,,90.0,100.0,6.9,9.0,0.0814503,3,,,,1.0,,,4.0,4.0,1.0,1.0,,3.0,2.0,,,,0.299,,3.0,,1.0,,3.0,2.0,,,,,1.0,1.0,,,,,
12764323,home,TSG Hoffenheim,Adam Hložek,adam-hlozek,A. Hložek,F,23,186.0,3083,M,963801,EUR,1027555200,M,23,23,False,,18.0,15.0,,,0.0,1.0,1.0,14.0,19.0,,3.0,,,,81.0,31.0,6.6,8.0,0.0297265,4,,,,2.0,,1.0,2.0,2.0,,2.0,,4.0,1.0,1.0,1.0,,0.2545,1.0,,,,,,,,,,,,,ahlozek,,,,
12764323,home,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176.0,6361,M,1129935,EUR,1119916800,M,7,7,False,,43.0,38.0,,,0.0,12.0,12.0,27.0,36.0,1.0,5.0,,,,80.0,60.0,7.0,11.0,0.109914,4,,,,5.0,1.0,,3.0,3.0,1.0,,,2.0,1.0,,,,0.1996,2.0,,,1.0,,3.0,2.0,1.0,1.0,,0.6028,,,,,,,
12764323,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177.0,7585,M,67647,EUR,677289600,F,27,27,False,,44.0,38.0,4.0,4.0,1.0,8.0,10.0,33.0,41.0,,3.0,,,,90.0,64.0,7.3,16.0,0.312784,2,,,,7.0,3.0,,6.0,3.0,,5.0,1.0,1.0,,,1.0,2.0,0.176,2.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,andrejkramaric,1.0,2.0,,
