match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_goodHighClaim,stat_bigChanceMissed
12436515,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190.0,2695,M,103335,EUR,699667200,G,1,1,False,31.0,24.0,12.0,5.0,0.0,20.0,22.0,4.0,9.0,3.0,3.0,6.0,2.0,2.0,2.0,1.0,4.0,6.0,1.0,2.0,2.0,90.0,49.0,8.1,8.0,0.00096351,0,0.4423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436515,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185.0,2321,M,329417,EUR,818121600,D,21,21,False,36.0,27.0,5.0,1.0,0.0,20.0,24.0,8.0,17.0,9.0,3.0,4.0,,3.0,1.0,,,,,,,90.0,65.0,7.1,13.0,0.066224,1,,5.0,1.0,8.0,3.0,8.0,3.0,3.0,1.0,3.0,0.0421,0.1308,1.0,,,,,,,,,,,,,,,,,,
12436515,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194.0,838,M,825719,EUR,852768000,D,31,31,False,55.0,44.0,12.0,5.0,0.0,25.0,31.0,19.0,24.0,7.0,1.0,4.0,,4.0,,1.0,,,,,,90.0,68.0,6.2,14.0,0.0118036,0,,,,1.0,2.0,1.0,,,,2.0,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,
12436515,home,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190.0,2378,M,362682,EUR,833500800,D,5,5,False,56.0,45.0,10.0,4.0,0.0,32.0,35.0,13.0,21.0,6.0,9.0,6.0,,,,1.0,,,,,,90.0,72.0,7.1,12.0,0.00444218,0,,,,3.0,5.0,5.0,,,,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
12436515,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185.0,8710,M,861972,EUR,946598400,D,3,3,False,59.0,49.0,4.0,,0.0,33.0,39.0,16.0,20.0,6.0,4.0,7.0,,5.0,3.0,,,,,,,90.0,75.0,6.9,11.0,0.00600042,0,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
12436515,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173.0,4932,M,355528,EUR,858988800,M,8,8,False,22.0,16.0,1.0,1.0,0.0,6.0,8.0,10.0,14.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,78.0,39.0,7.7,9.0,0.00963069,4,,,,,,3.0,,,3.0,1.0,0.3632,1.3903,,,,2.0,,,2.0,,,,1.0,1.0,1.0,,,,,,
12436515,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177.0,14092,M,285949,EUR,820454400,M,18,18,False,29.0,21.0,3.0,1.0,1.0,9.0,13.0,13.0,17.0,2.0,2.0,3.0,,,,1.0,,,,,,68.0,42.0,6.9,13.0,0.0434669,0,,1.0,1.0,2.0,1.0,5.0,1.0,,,1.0,,,2.0,,,3.0,,,,,,2.0,,,,andreaspereira,1.0,,,,
12436515,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183.0,2086,M,371222,EUR,839894400,M,20,20,False,47.0,41.0,3.0,3.0,0.0,19.0,24.0,22.0,23.0,7.0,2.0,4.0,,6.0,3.0,,,,,,,89.0,65.0,7.1,8.0,0.0158165,1,,,,,,2.0,1.0,1.0,,1.0,0.0185,,,,,2.0,,,1.0,,,1.0,,,,,,1.0,,,
12436515,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183.0,8263,M,352770,EUR,831081600,M,17,17,False,36.0,28.0,3.0,2.0,0.0,15.0,17.0,15.0,21.0,5.0,1.0,4.0,,2.0,2.0,1.0,,,,,,89.0,53.0,7.3,13.0,0.249451,2,,2.0,2.0,1.0,,3.0,2.0,2.0,,,0.3316,,3.0,,,3.0,,,,,,,2.0,,,alexanderiwobi,,2.0,,,
12436515,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183.0,2862,M,803174,EUR,870998400,M,33,33,False,40.0,32.0,2.0,1.0,1.0,16.0,20.0,18.0,24.0,8.0,3.0,4.0,,2.0,1.0,4.0,,,,,,90.0,72.0,7.2,16.0,0.220312,0,,4.0,2.0,,1.0,5.0,3.0,1.0,,,,,3.0,,,1.0,,,,,,2.0,1.0,,,,,,True,,
