match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_totalContest,stat_penaltyConceded,stat_wonContest,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_penaltyMiss
14062139,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,37.0,26.0,13.0,2.0,0.0,25.0,25.0,1.0,12.0,1.0,10.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,90.0,49.0,5.6,12.0,0.00027687,49.864289330279,8.0,3.045,4.725,0.1546,0,0.3229,0.01,0.01,-0.41,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062139,home,TSG Hoffenheim,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1730,M,138024,EUR,714441600,D,34,34,False,,44.0,35.0,,,0.0,12.0,14.0,23.0,30.0,4.0,1.0,,,,,,,,88.0,75.0,6.4,15.0,0.0599132,130.6715099532,15.0,31.395,36.225,,0,,0.03,0.03,-0.1,,,,4.0,2.0,2.0,3.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
14062139,home,TSG Hoffenheim,Robin Hranáč,robin-hranac,R. Hranáč,D,2,189,292,M,957615,EUR,949104000,D,2,2,False,,65.0,59.0,4.0,2.0,0.0,29.0,30.0,30.0,35.0,5.0,6.0,,,,,,,,90.0,79.0,7.3,9.0,0.0690455,65.677764055789,15.0,-5.46,6.195,,0,,0.15,0.19,0.19,,,,1.0,,1.0,3.0,1.0,6.0,,,2.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,
14062139,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,82.0,78.0,3.0,3.0,0.0,37.0,38.0,41.0,44.0,5.0,1.0,,,,,,,,90.0,92.0,7.9,5.0,0.0190752,147.37853588753,22.0,97.125,11.13,,1,,0.29,0.16,-0.23,,,,,,3.0,1.0,4.0,2.0,,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,0.3871,0.3239,0.51,,,,,,,,,,
14062139,home,TSG Hoffenheim,Albian Hajdari,albian-hajdari,A. Hajdari,D,21,189,835,M,1000269,EUR,1053216000,D,21,21,False,,58.0,48.0,9.0,3.0,0.0,20.0,22.0,28.0,36.0,1.0,2.0,,,,,,,,90.0,84.0,6.9,14.0,0.0439051,171.58353150053,24.0,132.405,24.045,,1,,0.16,0.13,-0.22,,,,1.0,,1.0,1.0,5.0,7.0,,1.0,5.0,,1.0,2.0,1.0,1.0,2.0,2.0,,,0.0606,,0.02,1.0,,,,,,,,,
14062139,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,53.0,47.0,,,1.0,12.0,13.0,35.0,40.0,1.0,3.0,,,,,,,,80.0,68.0,8.3,10.0,0.489743,77.973169368976,12.0,19.95,8.925,,2,,0.36,0.16,0.13,,,,3.0,,4.0,1.0,6.0,3.0,,,2.0,1.0,,2.0,1.0,,1.0,,1.0,1.0,0.2243,0.7276,0.47,,1.0,1.0,,,,,,,
14062139,home,TSG Hoffenheim,Leon Avdullahu,avdullahu-leon,L. Avdullahu,M,7,185,842,M,1493305,EUR,1077494400,M,7,7,False,,86.0,80.0,1.0,1.0,0.0,22.0,22.0,58.0,64.0,2.0,3.0,,,,,,,,90.0,97.0,7.3,6.0,0.0794544,231.67205681338,25.0,69.615,12.81,,1,,0.4,0.22,-0.07,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,0.0108,,-0.06,1.0,,,,,,,,,
14062139,home,TSG Hoffenheim,Wouter Burger,wouter-burger,W. Burger,M,18,190,820,M,916946,EUR,982281600,M,18,18,False,,43.0,35.0,6.0,4.0,1.0,13.0,14.0,22.0,29.0,2.0,4.0,,,,,,,,90.0,63.0,7.0,16.0,0.419925,51.46531147951,10.0,30.345,6.93,,0,,0.69,-0.76,-0.19,,,,6.0,2.0,1.0,1.0,8.0,5.0,3.0,1.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,1.0,,1.0,1.0,,,,,
14062139,home,TSG Hoffenheim,Bazoumana Touré,bazoumana-toure,B. Touré,M,29,175,3686,M,1568123,EUR,1141257600,M,29,29,False,,23.0,21.0,1.0,,1.0,6.0,7.0,15.0,16.0,,5.0,,,,,,,,67.0,43.0,6.9,9.0,0.0830464,142.2647204163,14.0,52.71,17.43,,1,,0.03,0.16,0.17,,Bazoumana Touré,,2.0,2.0,1.0,1.0,7.0,6.0,1.0,2.0,2.0,2.0,,2.0,1.0,,1.0,,1.0,,0.0101,0.0384,-0.11,,1.0,,6.0,,3.0,1.0,,,
14062139,home,TSG Hoffenheim,Tim Lemperle,tim-lemperle,T. Lemperle,F,19,186,851,M,1014290,EUR,1012867200,F,19,19,False,,15.0,8.0,1.0,1.0,0.0,3.0,3.0,5.0,12.0,2.0,3.0,,,,,,,,80.0,32.0,7.1,11.0,0.0989925,45.47368183324,7.0,30.87,9.555,,2,,-0.19,0.16,0.13,,,,2.0,1.0,4.0,1.0,8.0,4.0,,,,3.0,,3.0,,,,1.0,1.0,1.0,0.2824,0.2941,0.48,,,1.0,3.0,,3.0,1.0,,,
