match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_totalOffside,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_penaltyConceded,stat_hitWoodwork
10382090,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203.0,438,M,339339,EUR,765676800,G,44,44,False,20.0,16.0,10.0,6.0,12.0,13.0,4.0,7.0,2.0,2.0,5.0,4.0,1.0,5.0,5.0,90.0,34.0,7.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382090,home,SC Heerenveen,Milan van Ewijk,milan-van-ewijk,M. v. Ewijk,D,27,175.0,699,M,948723,EUR,968371200,D,27,27,False,20.0,14.0,2.0,2.0,5.0,8.0,10.0,16.0,,8.0,4.0,11.0,,,,90.0,59.0,7.2,18.0,2,4.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10382090,home,SC Heerenveen,Sven van Beek,sven-van-beek,S. v. Beek,D,22,188.0,75,M,309302,EUR,775353600,D,4,4,False,32.0,24.0,10.0,5.0,21.0,22.0,4.0,12.0,2.0,6.0,9.0,6.0,,,,90.0,56.0,7.7,11.0,1,2.0,1.0,1.0,,,,,,1.0,3.0,2.0,,2.0,1.0,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10382090,home,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,4,194.0,794,M,286097,EUR,822960000,D,5,5,False,27.0,25.0,6.0,6.0,19.0,20.0,6.0,7.0,3.0,4.0,8.0,6.0,,,,90.0,45.0,8.2,2.0,2,,,2.0,1.0,1.0,,2.0,1.0,2.0,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
10382090,home,SC Heerenveen,Joost van Aken,joost-van-aken,J. v. Aken,D,,194.0,26,,339335,EUR,768787200,D,3,3,False,33.0,26.0,12.0,7.0,14.0,18.0,12.0,15.0,1.0,4.0,7.0,3.0,,,,90.0,51.0,7.0,8.0,2,,,4.0,1.0,1.0,1.0,,,2.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,
10382090,home,SC Heerenveen,Rami Kaib,rami-kaib,R. Kaib,M,24,178.0,374,M,834724,EUR,863049600,D,13,13,False,26.0,15.0,1.0,,8.0,12.0,7.0,19.0,2.0,6.0,3.0,6.0,,,,84.0,56.0,6.5,22.0,1,5.0,,5.0,4.0,,1.0,,,3.0,3.0,3.0,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
10382090,home,SC Heerenveen,Antoine Colassin,antoine-colassin,A. Colassin,F,25,188.0,181,M,909965,EUR,983145600,M,29,29,False,24.0,15.0,2.0,1.0,7.0,11.0,8.0,14.0,2.0,6.0,1.0,7.0,,,,62.0,40.0,6.9,15.0,0,1.0,,4.0,,,,,,,4.0,2.0,,3.0,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,
10382090,home,SC Heerenveen,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179.0,260,M,544156,EUR,800496000,M,26,26,False,41.0,38.0,1.0,1.0,20.0,20.0,22.0,28.0,,1.0,1.0,9.0,,,,90.0,60.0,7.8,11.0,0,7.0,4.0,4.0,,,,,,2.0,1.0,,,2.0,,,1.0,,,,,,1.0,,2.0,1.0,1.0,7.0,,,,,,,,,,
10382090,home,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,10,185.0,159,M,850851,EUR,874195200,M,19,19,False,29.0,25.0,5.0,3.0,14.0,15.0,11.0,14.0,1.0,3.0,3.0,4.0,,,,90.0,41.0,6.7,9.0,0,,,4.0,,,,,,,1.0,,,2.0,1.0,,1.0,,1.0,,,,,,3.0,,,1.0,,,,,,,,,,
10382090,home,SC Heerenveen,Amin Sarr,sarr-amin,A. Sarr,F,9,190.0,935,M,1022204,EUR,984268800,F,9,9,False,18.0,11.0,1.0,1.0,4.0,4.0,8.0,16.0,,5.0,1.0,5.0,,,,90.0,44.0,7.2,16.0,4,2.0,1.0,8.0,6.0,3.0,1.0,3.0,,,1.0,1.0,,3.0,1.0,,2.0,,,1.0,,,,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,
