match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_keyPass,stat_dispossessed,stat_unsuccessfulTouch,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_errorLeadToAShot,stat_bigChanceCreated,stat_wonTackle,stat_goals,stat_goodHighClaim,stat_punches
12514104,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,33.0,26.0,15.0,8.0,0.0,23.0,26.0,3.0,7.0,1.0,9.0,1.0,2.0,1.0,1.0,90.0,40.0,7.2,7.0,0.00371919,0,0.0636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514104,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,,30.0,25.0,1.0,1.0,0.0,11.0,12.0,14.0,20.0,3.0,3.0,,,,,69.0,43.0,7.1,7.0,0.0478385,2,,Miguel Maga,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0803,0.0861,,,,,,,,,,,,,,,,,,,,
12514104,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,56.0,55.0,4.0,4.0,0.0,38.0,38.0,17.0,18.0,10.0,10.0,,,,,90.0,74.0,7.8,1.0,0.00761238,1,,,,,3.0,5.0,,,,1.0,2.0,0.1239,,4.0,5.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
12514104,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,,67.0,63.0,4.0,2.0,0.0,37.0,38.0,26.0,29.0,4.0,3.0,,,,,90.0,75.0,7.2,5.0,0.0186401,0,,,,,5.0,7.0,,,,2.0,1.0,,,1.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,
12514104,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,65.0,50.0,9.0,4.0,0.0,22.0,28.0,28.0,39.0,3.0,8.0,,,,,90.0,90.0,7.0,22.0,0.0669691,1,,,,2.0,2.0,2.0,,,,,1.0,0.0115,,2.0,5.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,
12514104,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,64.0,56.0,8.0,6.0,0.0,23.0,26.0,37.0,46.0,2.0,2.0,,,,,69.0,84.0,7.4,14.0,0.223006,1,,,,8.0,,4.0,,1.0,1.0,2.0,1.0,0.1851,,,2.0,2.0,1.0,,,2.0,,3.0,,,,4.0,1.0,1.0,,,,,
12514104,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,58.0,54.0,5.0,4.0,0.0,19.0,21.0,36.0,38.0,,2.0,,,,,90.0,69.0,7.4,7.0,0.207732,0,,Tomás Händel,,1.0,,3.0,,,2.0,,,,,,3.0,2.0,1.0,,,,1.0,2.0,1.0,,,1.0,,,1.0,1.0,,,
12514104,home,Vitória SC,Telmo Arcanjo,telmo-arcanjo,T. Arcanjo,M,18,180,559,M,1035280,EUR,993081600,M,18,18,False,,21.0,18.0,1.0,1.0,0.0,7.0,8.0,11.0,18.0,,1.0,,,,,45.0,37.0,6.8,12.0,0.0417677,0,,,,5.0,,3.0,,,1.0,,,,,2.0,3.0,3.0,2.0,,,,,,,2.0,,,,,,1.0,,,
12514104,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,17,17,False,,47.0,41.0,4.0,3.0,0.0,7.0,8.0,34.0,41.0,,5.0,,,,,89.0,65.0,7.6,12.0,0.315821,2,,,,2.0,,7.0,,1.0,3.0,4.0,1.0,0.1102,,1.0,6.0,1.0,,1.0,,,1.0,2.0,2.0,1.0,,,,,,2.0,,,
12514104,home,Vitória SC,Vando Félix,vando-felix,V. Félix,F,7,179,202,M,1520997,EUR,1031011200,M,21,21,False,,20.0,16.0,2.0,2.0,0.0,3.0,3.0,13.0,17.0,,3.0,,,,,45.0,33.0,7.1,8.0,0.0321132,4,,,,,,4.0,2.0,,1.0,2.0,1.0,0.1552,0.6396,1.0,5.0,3.0,1.0,2.0,,,1.0,,,2.0,,,,,,,,,
