match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_wonContest,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,captain,stat_dispossessed,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyConceded,stat_hitWoodwork,player_sofascoreId
15362429,home,FC St. Pauli,Nikola Vasilj,,,nikola-vasilj,N. Vasilj,G,22,194,1626,M,325061,EUR,817862400,G,22,22,False,47.0,39.0,12.0,4.0,0.0,37.0,40.0,2.0,7.0,7.0,4.0,5.0,90.0,57.0,7.4,8.0,0.00288518,87.970975145813,15.0,40.845,8.295,0.5803,0,0.605,0.05,0.01,-0.04,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Tomoya Ando,,,tomoya-ando,T. Ando,D,15,190,409,M,1125024,EUR,915926400,D,15,15,False,59.0,45.0,13.0,4.0,0.0,31.0,34.0,14.0,25.0,2.0,,,90.0,78.0,7.1,16.0,0.0302063,74.518469898778,12.0,19.215,12.39,,0,,0.26,0.03,-0.04,,1.0,1.0,1.0,4.0,3.0,8.0,1.0,1.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Hauke Wahl,,,hauke-wahl,H. Wahl,D,5,189,150,M,253469,EUR,766368000,D,5,5,False,49.0,43.0,4.0,1.0,0.0,29.0,32.0,14.0,17.0,3.0,,,90.0,65.0,7.1,8.0,0.00649429,65.327179691465,8.0,51.66,12.39,,0,,0.15,0.02,0.2,,,,2.0,4.0,2.0,7.0,,,4.0,4.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Karol Mets,,,karol-mets,K. Mets,D,3,190,509,M,57627,EUR,737510400,D,3,3,False,63.0,55.0,5.0,2.0,0.0,41.0,46.0,14.0,17.0,8.0,,,90.0,82.0,7.2,10.0,0.0128454,83.0936914356,11.0,24.465,19.95,,0,,0.17,0.04,-0.08,,,,1.0,3.0,2.0,8.0,1.0,1.0,5.0,2.0,4.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Manolis Saliakas,,,manolis-saliakas,M. Saliakas,M,2,175,358,M,280551,EUR,842486400,M,2,2,False,35.0,28.0,5.0,4.0,0.0,18.0,20.0,10.0,15.0,6.0,,,87.0,61.0,6.9,15.0,0.0198833,112.05151096981,8.0,99.015,31.08,,0,,-0.02,0.15,-0.09,,4.0,,1.0,,3.0,4.0,2.0,2.0,3.0,2.0,2.0,,1.0,2.0,2.0,,88.016451371007,3.0,,,,,,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,James Sands,,,james-sands,J. Sands,M,6,186,445,M,885892,EUR,962841600,M,6,6,False,40.0,28.0,2.0,,0.0,14.0,18.0,14.0,22.0,5.0,,,77.0,48.0,6.6,13.0,0.0168608,83.139849187696,10.0,-13.44,17.745,,0,,-0.04,0.01,-0.08,,,,1.0,1.0,1.0,5.0,,,,1.0,2.0,,,1.0,,,18.055116975528,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Eric Smith,,,eric-smith,E. Smith,D,8,191,412,M,542038,EUR,852681600,M,8,8,False,48.0,39.0,7.0,4.0,0.0,20.0,23.0,19.0,25.0,9.0,,,90.0,59.0,6.7,13.0,0.0242138,73.164165948766,10.0,16.17,10.185,,0,,0.22,-0.22,-0.03,,1.0,,,,5.0,2.0,1.0,2.0,,2.0,2.0,,2.0,1.0,,2.0,,,,,1.0,True,,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Arkadiusz Pyrka,,,arkadiusz-pyrka,A. Pyrka,D,11,177,950,M,971481,EUR,1032480000,M,11,11,False,35.0,27.0,2.0,,0.0,15.0,19.0,12.0,16.0,11.0,,,90.0,59.0,6.9,12.0,0.188999,111.44376982586,11.0,75.6,27.615,,0,,0.36,0.12,0.2,,1.0,1.0,1.0,,4.0,4.0,,1.0,5.0,2.0,3.0,,3.0,1.0,,1.0,48.81327523032,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Danel Sinani,,,danel-sinani,D. Sinani,F,10,185,628,M,887500,EUR,860198400,F,10,10,False,42.0,29.0,1.0,,0.0,17.0,21.0,12.0,21.0,8.0,,,76.0,55.0,6.6,18.0,0.023031,73.885958289592,8.0,17.22,12.915,,0,,-0.18,0.16,0.16,,2.0,,,,3.0,3.0,1.0,1.0,,1.0,2.0,,2.0,2.0,,1.0,17.887498455625,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,F,16,16,False,30.0,19.0,4.0,2.0,0.0,8.0,9.0,11.0,21.0,2.0,,,77.0,45.0,6.6,19.0,0.179298,77.293244785357,7.0,32.97,22.365,,3,,-0.16,0.45,-0.12,,1.0,,,,3.0,3.0,2.0,2.0,,,2.0,,1.0,4.0,1.0,,47.427707240561,2.0,,,1.0,,,1.0,2.0,1.0,0.0706,-0.26,,,,,,,,,,,
15362429,home,FC St. Pauli,Ricky-Jade Jones,,,ricky-jade-jones,R. Jones,F,26,183,361,M,994529,EUR,1036713600,F,26,26,False,10.0,4.0,,,0.0,4.0,4.0,,6.0,,,,67.0,27.0,6.3,16.0,0.0001569,101.17927575968,8.0,61.215,26.985,,2,,-0.19,0.43,-0.07,,3.0,,6.0,2.0,10.0,5.0,1.0,1.0,,,1.0,,1.0,5.0,1.0,1.0,71.118810897402,4.0,,1.0,1.0,,2.0,2.0,1.0,1.0,0.4901,-0.57,1.0,,,,,,,,,,
15362429,home,FC St. Pauli,Martijn Kaars,,,martijn-kaars,M. Kaars,F,19,183,860,M,861850,EUR,920592000,F,19,19,True,9.0,7.0,,,0.0,2.0,3.0,5.0,6.0,1.0,,,23.0,13.0,7.4,3.0,0.0290382,17.421673904891,2.0,10.71,12.705,,2,,-0.11,0.1,-0.05,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,0.8891,0.36,,2.0,1.0,1.0,1.2505,,,,,,
15362429,home,FC St. Pauli,Mathias Pereira Lage,,,mathias-pereira-lage,M. P. Lage,M,28,180,340,M,831400,EUR,849312000,M,28,28,True,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,,,,14.0,10.0,6.7,2.0,0.00438736,3.3640624251045,1.0,-1.05,-1.05,,0,,-0.04,0.01,0.13,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Mathias Rasmussen,,,mathias-rasmussen,M. Rasmussen,M,20,180,239,M,834244,EUR,880416000,M,20,20,True,15.0,12.0,,,0.0,7.0,8.0,5.0,7.0,4.0,,,13.0,16.0,6.6,3.0,0.00886686,21.301808325064,4.0,-0.105,5.145,,0,,0.01,0.04,-0.04,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Jackson Irvine,,,jackson-irvine,J. Irvine,M,7,190,924,M,181581,EUR,731462400,M,7,7,True,18.0,13.0,,,0.0,5.0,5.0,8.0,13.0,1.0,,,13.0,24.0,6.7,8.0,0.0158496,19.087225126699,4.0,-4.83,1.365,,0,,-0.03,0.0,0.15,,1.0,,,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
15362429,home,FC St. Pauli,Abdoulie Ceesay,Abdoulie Ceesay,,abdoulie-ceesay,A. Ceesay,F,9,185,615,M,1888501,EUR,1073260800,F,9,9,True,6.0,5.0,,,0.0,,1.0,5.0,5.0,1.0,,,8.0,7.0,6.4,2.0,0.0227452,14.507677358606,2.0,-4.305,4.62,,0,,-0.14,-0.13,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
