match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_unsuccessfulTouch,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_wasFouled,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_punches,stat_errorLeadToAGoal,player_sofascoreId
12117063,home,Criciúma,Arthur Caíke,arthur-caike,Arthur Caíke,F,,174,195,M,829832,EUR,708566400,F,45,45,False,11.0,9.0,,,0.0,5.0,5.0,4.0,7.0,7.0,2.0,4.0,1.0,,,,85.0,32.0,7.0,8.0,0.00725604,5,,,,1.0,,1.0,2.0,1.0,,1.0845,1.0,,5.0,4.0,,,,,,2.0,2.0,,1.0,1.0,0.5558,1.0,3.0,2.0,2.0,,,
12117063,home,Criciúma,Claudinho,claudinho,Claudinho,D,2,180,509,M,992791,EUR,969753600,D,27,27,True,18.0,12.0,1.0,,0.0,5.0,8.0,7.0,11.0,4.0,3.0,1.0,1.0,,,,45.0,34.0,6.5,9.0,0.0337512,0,,,,1.0,,,,1.0,2.0,,1.0,,,2.0,3.0,2.0,1.0,,,,,2.0,,,,,,,,,,
12117063,home,Criciúma,Alisson,alisson,Alisson,G,1,190,88,M,840166,EUR,802569600,G,25,25,True,10.0,4.0,10.0,4.0,0.0,1.0,1.0,3.0,9.0,,,,,,,1.0,25.0,11.0,6.5,6.0,0.00021949,0,-0.6481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,home,Criciúma,Marquinhos Gabriel,marquinhos-gabriel,Marquinhos Gabriel,M,10,174,310,M,90812,EUR,648518400,M,10,10,True,2.0,,,,0.0,,,,2.0,,,,,,,,13.0,4.0,6.3,2.0,,1,,,,,,,,1.0,,0.0836,,,,,,,,,,,,,1.0,,0.4436,,,1.0,,,,
12117063,home,Criciúma,Walisson Maia,walisson-maia,W. Maia,D,14,187,68,M,552176,EUR,682732800,D,33,33,True,1.0,,1.0,,0.0,,,,1.0,,,,,,,,13.0,4.0,6.8,2.0,3e-08,2,,,,,,,,,,0.1046,,,,1.0,,,,,,1.0,,,,,,,,,2.0,,,
12117063,home,Criciúma,Éder,eder,Éder,F,23,179,368,M,18082,EUR,532396800,F,23,23,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,12.0,4.0,6.7,,0.00065804,1,,,,,,,,,,0.0291,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,
12117063,home,Criciúma,Erick Garcia,erick-garcia,E. Garcia,D,14,187,32,M,1808902,EUR,1117843200,D,41,41,True,,,,,,,,,,,,,,,,,,,,,,0,,Erick Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,home,Criciúma,Miguel Trauco,miguel-trauco,M. Trauco,D,,175,1359,M,247665,EUR,714700800,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,home,Criciúma,Higor Meritão,higor-meritao,H. Meritão,M,22,186,200,M,973845,EUR,772329600,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,home,Criciúma,Allano,allano,Allano,M,29,182,510,M,796925,EUR,798681600,F,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,home,Criciúma,Eliédson,eliedson,Eliédson,M,15,187,43,M,1385610,EUR,1047859200,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,Eliédson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,home,Criciúma,Baltasar Barcia,baltasar-barcia,B. Barcia,M,32,177,123,M,1116590,EUR,982540800,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,Baltasar Barcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,home,Criciúma,João Carlos,joao-carlos,João Carlos,F,21,168,81,M,1462654,EUR,1056153600,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,away,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,16.0,15.0,7.0,6.0,0.0,12.0,13.0,3.0,3.0,,8.0,,,2.0,2.0,3.0,90.0,29.0,7.1,1.0,0.00096006,0,-0.4417,,,,,,,1.0,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,1.0,,
12117063,away,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,41.0,32.0,6.0,3.0,0.0,14.0,15.0,18.0,28.0,4.0,3.0,1.0,1.0,,,,74.0,57.0,6.5,14.0,0.05259,0,,,,2.0,,,,1.0,,,1.0,,2.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12117063,away,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,80.0,68.0,8.0,2.0,0.0,36.0,43.0,32.0,37.0,2.0,4.0,,,,,,90.0,95.0,6.7,12.0,0.0208019,2,,Gabriel Xavier,,,,,,7.0,3.0,0.0764,,,2.0,2.0,,,2.0,,,2.0,,,1.0,,0.1188,,,,1.0,,1.0,
12117063,away,Bahia,Víctor Cuesta,victor-cuesta,Víctor Cuesta,D,31,187,553,M,587148,EUR,595900800,D,15,15,False,59.0,52.0,3.0,,0.0,33.0,37.0,19.0,22.0,3.0,3.0,,,,,,89.0,67.0,6.7,7.0,0.014617,1,,,,,,,,2.0,3.0,0.0193,,,2.0,5.0,,,,2.0,2.0,3.0,,1.0,,,,,,,1.0,,,
12117063,away,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,63.0,51.0,3.0,,0.0,20.0,24.0,33.0,46.0,1.0,8.0,1.0,1.0,,,,90.0,82.0,7.0,19.0,0.105903,2,,,,7.0,2.0,,,2.0,1.0,0.0983,3.0,,,1.0,,,,,,,1.0,,1.0,,0.0392,1.0,,,1.0,,,
12117063,away,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,73.0,66.0,2.0,1.0,0.0,22.0,24.0,44.0,49.0,3.0,6.0,5.0,2.0,,,,89.0,87.0,8.0,13.0,0.0521176,1,,,,,,,,,,0.035,4.0,,,7.0,,,,3.0,2.0,1.0,3.0,,1.0,1.0,0.2331,1.0,,,,,,
12117063,away,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,False,33.0,26.0,,,1.0,8.0,11.0,19.0,24.0,3.0,3.0,1.0,1.0,,,,74.0,45.0,7.3,11.0,0.28911,1,,,,2.0,1.0,1.0,,,1.0,0.015,3.0,True,,4.0,2.0,1.0,,2.0,,,1.0,1.0,,,,,,,1.0,,,evertonri
12117063,away,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,50.0,42.0,,,1.0,8.0,9.0,35.0,47.0,2.0,5.0,2.0,1.0,,,,90.0,63.0,7.3,16.0,0.0716132,0,,,,6.0,1.0,,,,,,4.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
12117063,away,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,25.0,20.0,1.0,,0.0,5.0,7.0,15.0,20.0,3.0,3.0,1.0,,,,,74.0,50.0,7.1,9.0,0.0158763,6,,,,2.0,,,3.0,1.0,1.0,0.1746,,,2.0,4.0,,,,1.0,1.0,,3.0,,1.0,,0.0402,1.0,,,2.0,,,
12117063,away,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,16.0,12.0,,,0.0,3.0,3.0,9.0,13.0,7.0,1.0,2.0,2.0,,,,90.0,26.0,7.5,7.0,0.0141046,2,,,,,,,,1.0,,0.1755,,,3.0,5.0,,,1.0,,,5.0,,1.0,2.0,1.0,0.8951,1.0,,,,,,
12117063,away,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,F,16,16,False,29.0,25.0,2.0,,0.0,12.0,14.0,13.0,15.0,7.0,5.0,5.0,3.0,,,,90.0,45.0,6.9,9.0,0.00918872,2,,,,,,,1.0,1.0,1.0,0.0754,1.0,,3.0,5.0,1.0,1.0,,,,1.0,3.0,2.0,,,,,1.0,,1.0,,,
12117063,away,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,F,7,7,True,6.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,2.0,,,1.0,,,,16.0,11.0,6.8,1.0,0.00295651,1,,,,,,,1.0,1.0,,0.0318,,,1.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,
12117063,away,Bahia,Óscar Estupiñán,oscar-estupinan,Ó. Estupiñán,F,19,182,1382,M,822089,EUR,851817600,F,29,29,True,4.0,4.0,,,0.0,,,4.0,4.0,1.0,,,,,,,16.0,6.0,6.6,1.0,0.0437879,0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
12117063,away,Bahia,Biel,biel,Biel,F,20,169,2141,M,1106140,EUR,986083200,F,11,11,True,11.0,10.0,,,0.0,3.0,4.0,7.0,7.0,1.0,1.0,,,,,,16.0,15.0,6.9,1.0,0.0265934,2,,Gabriel,Teixeira Aragão,,,,,,1.0,0.0406,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,2.0,,,
12117063,away,Bahia,Rezende,rezende,Rezende,D,5,186,736,M,868030,EUR,789004800,M,5,5,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,1.0,,,,,,,1.0,6.0,,1.0,0.00480644,0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
12117063,away,Bahia,Yago Felipe,yago-felipe,Y. Felipe,M,41,174,406,M,552164,EUR,791769600,M,20,20,True,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,1.0,,,1.0,,,,1.0,9.0,,,0.00303715,2,,,,,,,1.0,,,0.0388,,,,,,,,,,,,,,,,,,,1.0,,,
12117063,away,Bahia,Adriel,adriel,Adriel,G,1,195,392,M,1106840,EUR,979430400,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,Adriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,away,Bahia,Danilo Fernandes,danilo-fernandes,D. Fernandes,G,1,189,643,M,145054,EUR,576028800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,away,Bahia,Marcos Victor,marcos-victor,M. Victor,D,44,184,514,M,1174196,EUR,1009324800,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,Marcos Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,away,Bahia,Cicinho,cicinho,Cicinho,D,2,168,196,M,243271,EUR,599097600,D,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,away,Bahia,Ryan,ryan,Ryan,D,,177,222,M,1086990,EUR,1021334400,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,0,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,away,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192,765,M,810715,EUR,790905600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117063,away,Bahia,Rafael Ratão,rafael-ratao,R. Ratão,F,18,182,3402,M,352838,EUR,817689600,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
