match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_totalContest,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_aerialLost,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_hitWoodwork,stat_errorLeadToAGoal,stat_lastManTackle
12436908,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,33.0,28.0,13.0,8.0,0.0,25.0,26.0,3.0,7.0,1.0,8.0,3.0,5.0,90.0,43.0,7.4,6.0,0.00044001,0,-0.3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436908,home,Brentford,Kristoffer Ajer,kristoffer-ajer,K. Ajer,D,20,196,1144,M,576384,EUR,892771200,D,20,20,False,6.0,4.0,,,0.0,2.0,2.0,2.0,5.0,1.0,,,,39.0,12.0,6.8,3.0,0.00088644,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436908,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,41.0,38.0,1.0,1.0,0.0,29.0,30.0,9.0,11.0,5.0,5.0,,,90.0,56.0,7.9,4.0,0.004251,1,,,1.0,6.0,2.0,2.0,1.0,,4.0,1.0,1.0,3.0,0.0236,,,,,,,,,,,,,,,,,,,,,,
12436908,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,34.0,30.0,3.0,1.0,0.0,20.0,21.0,10.0,13.0,5.0,1.0,,,90.0,50.0,6.9,5.0,0.00955481,0,,,2.0,3.0,3.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12436908,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,D,27,27,False,36.0,32.0,2.0,1.0,0.0,16.0,17.0,17.0,21.0,,3.0,,,75.0,50.0,7.1,5.0,0.113355,0,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436908,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,43.0,35.0,4.0,3.0,1.0,14.0,17.0,21.0,28.0,2.0,4.0,,,90.0,61.0,7.4,17.0,0.304691,1,,2.0,7.0,3.0,,1.0,1.0,3.0,1.0,2.0,1.0,,0.0764,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12436908,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,35.0,32.0,3.0,3.0,0.0,15.0,16.0,17.0,19.0,2.0,1.0,,,90.0,52.0,7.0,6.0,0.0144941,3,,,4.0,2.0,1.0,2.0,2.0,,,2.0,1.0,1.0,0.2688,,,1.0,2.0,,,,True,2.0,,,,,,,,,,,,,
12436908,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,907072,EUR,962582400,M,24,24,False,30.0,25.0,4.0,3.0,0.0,5.0,6.0,20.0,25.0,,9.0,,,82.0,50.0,7.8,10.0,0.130618,2,,1.0,3.0,6.0,2.0,4.0,3.0,1.0,,2.0,,,0.2333,2.0,,3.0,,,2.0,,,1.0,2.0,1.0,1.0,0.2506,,,,,,,,,
12436908,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,F,19,19,False,34.0,28.0,2.0,2.0,0.0,8.0,9.0,21.0,28.0,,8.0,,,90.0,50.0,9.7,12.0,0.337615,4,,3.0,2.0,4.0,1.0,,,1.0,2.0,,1.0,1.0,0.8052,1.0,1.0,3.0,,2.0,3.0,1.0,,,1.0,,3.0,1.9797,bryan_m19,1.0,2.0,1.0,,,,,
12436908,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,805123,EUR,841708800,F,11,11,False,21.0,18.0,,,0.0,4.0,4.0,14.0,17.0,,2.0,,,90.0,39.0,7.9,8.0,0.254635,6,,,3.0,5.0,,1.0,1.0,1.0,,1.0,2.0,,1.0895,1.0,,3.0,1.0,,4.0,3.0,,2.0,1.0,1.0,2.0,0.8892,yowissa,,1.0,,,,,,
