match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_errorLeadToAShot,stat_keyPass,captain,stat_wasFouled,stat_fouls,stat_aerialWon,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_clearanceOffLine,stat_wonTackle,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_goals
13981566,home,Parma,Edoardo Corvi,,,edoardo-corvi,E. Corvi,G,40,183,241,M,990411,EUR,985305600,G,40,40,False,27.0,22.0,8.0,3.0,0.0,19.0,22.0,3.0,5.0,1.0,1.0,9.0,2.0,3.0,90.0,34.0,6.5,5.0,0.00144322,40.587724077301,9.0,16.8,5.88,0.0513,0,0.4547,0.02,0.01,-0.13,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981566,home,Parma,Sascha Britschgi,,,sascha-britschgi,S. Britschgi,D,27,182,440,M,1963449,EUR,1156636800,D,27,27,False,23.0,18.0,1.0,1.0,0.0,12.0,14.0,6.0,9.0,7.0,3.0,1.0,,,90.0,42.0,6.2,13.0,0.106047,81.057116465449,10.0,51.975,26.355,,0,,0.25,0.08,-0.4,,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13981566,home,Parma,Enrico Del Prato,,,enrico-del-prato,E. Del Prato,D,15,183,860,M,928103,EUR,942192000,D,15,15,False,26.0,25.0,1.0,,0.0,23.0,23.0,2.0,3.0,1.0,,1.0,,,45.0,28.0,6.7,1.0,0.00041747,162.86627012769,18.0,60.9,16.905,,0,,0.02,0.03,0.19,,,,,1.0,,,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13981566,home,Parma,Lautaro Valenti,,,lautaro-valenti,L. Valenti,D,5,188,629,M,958517,EUR,916272000,D,5,5,False,50.0,45.0,10.0,5.0,0.0,32.0,33.0,13.0,17.0,5.0,1.0,6.0,,,90.0,78.0,6.8,10.0,0.0104893,187.41478495314,29.0,79.065,11.865,,2,,0.18,0.16,-0.12,,1.0,,,4.0,,2.0,7.0,,,,,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0653,-0.16,,,,,,,,,,,,,,
13981566,home,Parma,Emanuele Valeri,,,emanuele-valeri,E. Valeri,D,14,180,818,M,891346,EUR,912988800,D,14,14,False,27.0,24.0,3.0,1.0,0.0,12.0,12.0,12.0,15.0,7.0,1.0,6.0,,,90.0,68.0,7.3,20.0,0.388926,237.59382689267,22.0,191.52,33.075,,1,,0.72,0.29,-0.22,,16.0,6.0,,4.0,1.0,4.0,2.0,1.0,,6.0,,,4.0,,3.0,,,3.0,,2.0,0.0371,0.01,1.0,1.0,0.1381,,,,,,,,,,,
13981566,home,Parma,Adrián Bernabé,,,adrian-bernabe,A. Bernabé,M,10,170,2308,M,934384,EUR,990835200,M,10,10,False,48.0,38.0,3.0,2.0,0.0,13.0,15.0,25.0,33.0,3.0,3.0,3.0,,,90.0,60.0,6.7,15.0,0.0328169,231.32737029814,27.0,135.03,20.055,,4,,0.15,0.36,-0.2,,4.0,,,2.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,0.3338,-0.56,1.0,,0.1311,2.0,,,,,,,,,,
13981566,home,Parma,Nahuel Estévez,,,nahuel-estevez,N. Estévez,M,8,183,519,M,895868,EUR,816307200,M,8,8,False,53.0,45.0,6.0,3.0,0.0,20.0,21.0,25.0,32.0,4.0,,2.0,,,90.0,74.0,7.5,17.0,0.0224027,110.35988336971,18.0,40.74,9.345,,2,,0.26,0.0,0.37,,5.0,,1.0,5.0,1.0,1.0,4.0,,,,,1.0,1.0,4.0,,,1.0,,,2.0,0.0542,-0.07,1.0,,0.2873,1.0,1.0,,,,,,,,,
13981566,home,Parma,Mandela Keita,Mandela Keita,,mandela-keita,M. Keita,M,16,180,1230,M,1110136,EUR,1020988800,M,16,16,False,38.0,36.0,2.0,2.0,0.0,15.0,17.0,21.0,21.0,1.0,,2.0,,,86.0,44.0,6.9,2.0,0.0175689,132.52556776837,18.0,48.3,13.02,,0,,0.11,0.15,0.15,,,,,2.0,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
13981566,home,Parma,Gaetano Oristanio,,,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,M,21,21,False,8.0,7.0,2.0,2.0,0.0,1.0,2.0,6.0,6.0,4.0,,2.0,,,70.0,18.0,6.7,4.0,0.0559294,120.32528704882,8.0,105.63,34.125,,2,,0.15,0.28,0.13,,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,,2.0,,,,1.0,,,,,,,0.1463,-0.56,1.0,,0.1208,1.0,,,,,,,,,,
13981566,home,Parma,Adrian Benedyczak,,,benedyczak-adrian,A. Benedyczak,M,19,190,1431,M,928295,EUR,975024000,F,7,7,False,9.0,8.0,,,0.0,1.0,2.0,7.0,7.0,2.0,,1.0,,,76.0,14.0,6.6,2.0,0.00592051,21.052717369285,3.0,10.815,9.345,,1,,-0.01,0.01,0.17,,1.0,,2.0,2.0,,,2.0,,,,,1.0,,2.0,,,,,,,0.0398,-0.25,,,,1.0,,,,,,,,,,
