match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_outfielderBlock,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalOffside,stat_wonContest,stat_bigChanceMissed,stat_penaltyFaced,stat_penaltyConceded
12513656,home,FC Porto,Cláudio Ramos,claudio-ramos,C. Ramos,G,14,183,1032,M,116372,EUR,690249600,G,14,14,False,19.0,18.0,1.0,0.0,18.0,18.0,1.0,5.0,1.0,1.0,3.0,90.0,27.0,7.0,1.0,6.868e-05,0,0.7549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513656,home,FC Porto,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,24,24,False,73.0,67.0,2.0,0.0,35.0,35.0,40.0,3.0,,,,64.0,80.0,6.8,8.0,0.0233357,0,,,,1.0,32.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12513656,home,FC Porto,Zé Pedro,ze-pedro,Z. Pedro,D,32,187,663,M,945448,EUR,865555200,D,97,97,False,110.0,104.0,7.0,0.0,70.0,71.0,39.0,6.0,,,,90.0,117.0,6.8,7.0,0.0176904,1,,,,4.0,34.0,,,,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,0.004,,,,,,,,,,,,,,,,,,,
12513656,home,FC Porto,Iván Marcano,ivan-marcano,I. Marcano,D,,189,542,M,26056,EUR,551404800,D,5,5,False,83.0,76.0,7.0,0.0,51.0,53.0,32.0,3.0,,,,90.0,89.0,6.9,10.0,0.0209,0,,,,5.0,25.0,2.0,1.0,4.0,1.0,4.0,1.0,,,,,,,,,True,1.0,,,,,,,,,,,,,,,,,
12513656,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,902031,EUR,946857600,M,23,23,False,49.0,45.0,1.0,0.0,12.0,12.0,45.0,,,,,90.0,64.0,7.9,11.0,0.592273,1,,,,1.0,35.0,8.0,,,,3.0,1.0,,,,2.0,1.0,1.0,,0.031,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,
12513656,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,886223,EUR,851126400,M,6,6,False,67.0,60.0,1.0,0.0,19.0,19.0,48.0,4.0,,,,77.0,80.0,7.0,8.0,0.0432696,0,,,,1.0,41.0,,1.0,1.0,3.0,6.0,,,,,4.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,
12513656,home,FC Porto,Fábio Vieira,fabio-vieira,F. Vieira,M,20,170,6618,M,904835,EUR,959644800,M,10,10,False,57.0,49.0,2.0,1.0,17.0,18.0,45.0,2.0,,,,86.0,75.0,7.2,16.0,0.102296,2,,,,2.0,34.0,6.0,,1.0,5.0,3.0,,,3.0,2.0,,,2.0,1.0,0.0487,,,2.0,1.0,,1.0,fabiodfvieira,1.0,1.0,,,,,,,,,,
12513656,home,FC Porto,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,M,74,74,False,44.0,35.0,3.0,0.0,13.0,13.0,33.0,6.0,,,,90.0,66.0,7.4,14.0,0.0269965,1,,,,2.0,23.0,2.0,3.0,1.0,8.0,3.0,,1.0,1.0,,2.0,2.0,,3.0,0.0793,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,0.3646,,,,,,
12513656,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,882664,EUR,856742400,F,11,11,False,34.0,26.0,1.0,0.0,2.0,2.0,34.0,5.0,,,,64.0,41.0,6.8,11.0,0.186312,2,,,,1.0,25.0,2.0,,,4.0,,,,2.0,2.0,,,,2.0,0.0881,,,1.0,1.0,,1.0,pepe,,,,,,,,,,,,
12513656,home,FC Porto,Rodrigo Mora,mora-rodrigo,R. Mora,M,86,168,13996,M,1410240,EUR,1178323200,F,86,86,False,41.0,33.0,1.0,1.0,5.0,5.0,39.0,2.0,,,,90.0,53.0,8.0,14.0,0.196137,1,,Rodrigo Mora,,1.0,28.0,3.0,,,1.0,4.0,,,,,2.0,1.0,2.0,1.0,0.085,,2.0,,1.0,1.0,4.0,,,,,,,,1.0,1.0,,,,
12513656,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,1503836,EUR,1083715200,F,9,9,False,8.0,8.0,,0.0,2.0,2.0,6.0,2.0,,,,86.0,23.0,8.0,3.0,0.00597278,4,,Samuel,Aghehowa,,6.0,,,,3.0,3.0,,,3.0,1.0,1.0,,,1.0,1.0881,,1.0,,,1.0,,samuaghehowa9,1.0,,,2.0,2.0,1.4332,,,2.0,1.0,,
12513656,home,FC Porto,Tomás Pérez,tomas-perez,T. Pérez,M,25,182,1258,M,1485090,EUR,1125014400,M,25,25,True,21.0,18.0,2.0,0.0,9.0,10.0,11.0,2.0,,,,26.0,27.0,6.7,4.0,0.00896121,0,,Tomás Pérez,,1.0,9.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
12513656,home,FC Porto,Gonçalo Borges,goncalo-borges,G. Borges,F,11,184,1083,M,979221,EUR,985824000,F,70,70,True,6.0,6.0,,0.0,3.0,3.0,3.0,2.0,,,,26.0,11.0,6.7,1.0,0.00098281,1,,,,,3.0,,,,2.0,3.0,,,2.0,1.0,,,1.0,,0.1054,,,,,,,,1.0,,1.0,,,,,,2.0,,,
12513656,home,FC Porto,Martim Fernandes,martim-fernandes,M. Fernandes,D,52,181,1999,M,1142585,EUR,1137542400,D,52,52,True,6.0,5.0,,0.0,3.0,4.0,2.0,1.0,,,,13.0,8.0,6.6,1.0,0.00171024,0,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
