match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,captain,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_shotOffTarget,stat_totalOffside,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_accurateCross,stat_penaltyConceded,stat_bigChanceMissed
10408372,home,Real Betis,Claudio Bravo,claudio-bravo,C. Bravo,G,184,2223,M,13249,EUR,419040000,G,1,1,False,28.0,14.0,20.0,6.0,11.0,13.0,3.0,15.0,10.0,2.0,90.0,36.0,6.6,15.0,0.0,0.0,0.00037869,0,-0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408372,home,Real Betis,Youssouf Sabaly,youssouf-sabaly,Y. Sabaly,D,174,5678,M,111803,EUR,731289600,D,23,23,False,29.0,24.0,2.0,1.0,9.0,11.0,15.0,20.0,5.0,,90.0,49.0,6.8,10.0,0.0,0.0,0.0091641,0,,,,17,youssouf_sabaly23,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408372,home,Real Betis,Luiz Felipe,luiz-felipe,L. Felipe,D,187,1042,M,850035,EUR,858988800,D,19,19,False,24.0,20.0,2.0,,16.0,19.0,4.0,5.0,2.0,,90.0,35.0,6.8,4.0,0.0,0.0,0.00125869,0,,,,5,,,2.0,4.0,3.0,,,,3.0,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10408372,home,Real Betis,Víctor Ruiz,victor-ruiz,V. Ruiz,D,184,91,M,82400,EUR,601689600,D,6,6,False,23.0,22.0,2.0,1.0,12.0,12.0,10.0,11.0,4.0,,90.0,37.0,7.0,1.0,0.0,0.0,0.00534683,0,,,,30,,,1.0,4.0,4.0,,,,7.0,1.0,,,3.0,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,
10408372,home,Real Betis,Abner Vinícius,abner-vinicius,Abner Vinícius,D,181,3931,M,973838,EUR,959385600,D,20,20,False,15.0,14.0,,,6.0,7.0,8.0,8.0,3.0,,45.0,27.0,6.2,3.0,0.101,0.0,0.171819,1,,,,16,,,,6.0,2.0,,1.0,,4.0,,2.0,,3.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
10408372,home,Real Betis,Guido Rodríguez,guido-rodriguez,G. Rodríguez,M,185,3908,M,609752,EUR,766108800,M,5,5,False,41.0,37.0,5.0,4.0,20.0,20.0,17.0,21.0,3.0,,89.0,58.0,6.3,10.0,0.0,0.0,0.0097471,0,,,,2,guiido_rodriguez,,1.0,11.0,7.0,5.0,1.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,,,
10408372,home,Real Betis,William Carvalho,william-carvalho,W. Carvalho,M,187,1602,M,137978,EUR,702604800,M,14,14,False,67.0,57.0,7.0,6.0,21.0,25.0,36.0,43.0,8.0,,90.0,89.0,7.5,15.0,0.0694,0.0494,0.244465,1,,,,41,,1.0,2.0,8.0,10.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,,2.0,3.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
10408372,home,Real Betis,Sergio Canales,sergio-canales,S. Canales,M,176,2979,M,41560,EUR,666662400,M,10,10,False,21.0,19.0,3.0,3.0,2.0,3.0,17.0,19.0,4.0,,45.0,28.0,8.5,3.0,0.7884,0.9628,0.349106,1,,,,10,,1.0,,2.0,1.0,,,,,,,,1.0,2.0,,1.0,,1.0,,,1.0,True,1.0,1.0,1.0,1.0,,,,,,,,,
10408372,home,Real Betis,Nabil Fekir,nabil-fekir,N. Fekir,M,173,3513,M,337671,EUR,742953600,M,8,8,False,47.0,34.0,4.0,1.0,9.0,10.0,25.0,40.0,4.0,,90.0,66.0,7.2,20.0,0.2511,0.7527,0.106197,4,,,,20,NabilFekir,3.0,2.0,7.0,4.0,,3.0,2.0,,,1.0,,4.0,2.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,2.0,,,,,,,,
10408372,home,Real Betis,Juanmi,juanmi,Juanmi,F,169,648,M,96369,EUR,737856000,M,7,7,False,21.0,16.0,1.0,1.0,7.0,8.0,9.0,13.0,6.0,,81.0,45.0,6.8,13.0,0.6912,0.3602,0.190452,3,,,,7,,,,9.0,4.0,2.0,6.0,2.0,,1.0,1.0,,,,,3.0,,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,
