match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_totalOffside,captain,stat_hitWoodwork,stat_penaltyWon,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
14131951,home,CF Estrela Amadora,Renan Ribeiro,renan-ribeiro,R. Ribeiro,G,40,193,156,M,82598,EUR,638150400,G,40,40,False,31.0,21.0,16.0,6.0,0.0,18.0,21.0,3.0,10.0,1.0,10.0,1.0,2.0,1.0,3.0,90.0,45.0,6.4,10.0,0.00170676,0.0291,1.0,0,-0.1986,0.04,-0.04,0.19,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131951,home,CF Estrela Amadora,Luan Patrick,luan-patrick,Luan Patrick,D,30,190,249,M,1002565,EUR,1011484800,D,30,30,False,62.0,53.0,10.0,8.0,0.0,37.0,44.0,16.0,18.0,2.0,6.0,,,,,90.0,76.0,7.1,12.0,0.0110931,,,0,,0.25,0.05,-0.04,,,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14131951,home,CF Estrela Amadora,Atanas Chernev,chernev-atanas,A. Chernev,D,16,193,204,M,1031642,EUR,1017014400,D,79,79,False,58.0,53.0,5.0,4.0,0.0,45.0,49.0,8.0,9.0,5.0,2.0,,,,,90.0,66.0,6.9,7.0,0.00561204,,,0,,0.19,0.06,-0.1,,,,1.0,2.0,2.0,5.0,3.0,,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14131951,home,CF Estrela Amadora,Guilherme Montóia,guilherme-montoia,G. Montóia,M,23,185,110,M,1006996,EUR,1063497600,D,21,21,False,57.0,40.0,7.0,2.0,0.0,26.0,33.0,14.0,24.0,7.0,8.0,1.0,,,,90.0,85.0,6.5,24.0,0.0621338,,1.0,1,,0.15,0.19,-0.18,,,,4.0,2.0,1.0,7.0,,,,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0251,0.0,,,,,,,,,,,,,,,
14131951,home,CF Estrela Amadora,Jefferson Encada,encada-jefferson,J. Encada,D,17,188,308,M,851283,EUR,892771200,M,17,17,False,6.0,3.0,2.0,1.0,0.0,3.0,4.0,,2.0,,,,,,,18.0,10.0,6.5,4.0,0.00024487,,,0,,-0.04,0.0,-0.01,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14131951,home,CF Estrela Amadora,Oumar Ngom,ngom-oumar,O. Ngom,M,79,184,780,M,1175854,EUR,1078790400,M,6,6,False,64.0,56.0,3.0,1.0,0.0,48.0,51.0,8.0,13.0,10.0,10.0,2.0,,,,90.0,89.0,6.9,13.0,0.0272763,,,3,,0.09,0.1,-0.06,,,,,3.0,5.0,5.0,4.0,,3.0,3.0,,3.0,2.0,1.0,,,,1.0,1.0,0.6679,-0.55,1.0,2.0,,,,,,,,,,,,,
14131951,home,CF Estrela Amadora,Paulo Moreira,paulo-daniel-valente-moreira,P. Moreira,M,19,176,52,M,1090646,EUR,950745600,M,19,19,False,27.0,22.0,1.0,1.0,0.0,14.0,16.0,8.0,11.0,2.0,4.0,2.0,,,,90.0,38.0,6.6,6.0,0.158508,,2.0,1,,0.2,0.1,0.15,,Paulo,Moreira,1.0,2.0,,4.0,3.0,1.0,,1.0,,,,,2.0,1.0,,,,0.0898,-0.16,,,1.0,1.0,0.1066,,,,,,,,,,
14131951,home,CF Estrela Amadora,Sidny Lopes Cabral,sidny-lopes-cabral,S. L. Cabral,D,15,176,1269,M,1117723,EUR,1032307200,M,55,55,False,22.0,17.0,1.0,,0.0,12.0,12.0,5.0,10.0,3.0,2.0,1.0,,,,90.0,48.0,7.2,16.0,0.345117,,2.0,2,,0.37,0.25,-0.09,,Sidny Lopes Cabral,,6.0,1.0,,6.0,,,,3.0,,4.0,,,2.0,2.0,1.0,2.0,,0.817,0.32,,1.0,1.0,,0.8159,1.0,1.0,1.0,,,,,,,
14131951,home,CF Estrela Amadora,Abraham Marcus,abraham-marcus,A. Marcus,M,99,178,255,M,1090543,EUR,946771200,F,99,99,False,18.0,13.0,1.0,,0.0,9.0,9.0,4.0,9.0,6.0,5.0,3.0,,,,84.0,43.0,6.9,17.0,0.00677711,,,3,,-0.07,0.23,0.22,,Abraham Marcus,,3.0,1.0,1.0,3.0,1.0,,,5.0,,2.0,,,,,2.0,2.0,1.0,0.1297,-0.53,,2.0,,,,,,,,,,,,,
14131951,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,98,98,False,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,,,,,84.0,13.0,6.4,4.0,0.00092559,,,2,,0.0,-0.24,0.16,,,,1.0,,,1.0,1.0,,,2.0,,,,,,,1.0,,,0.3971,-0.29,1.0,1.0,1.0,,0.1598,,,,True,,,,,,
