match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,captain,player_sofascoreId,stat_totalOffside,stat_goals,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork
14572709,home,FK Crvena zvezda,Matheus,matheus,Matheus,G,1,190,1509,M,603946,EUR,711504000,G,1,1,False,39.0,34.0,15.0,10.0,0.0,29.0,30.0,5.0,9.0,1.0,1.0,6.0,2.0,2.0,1.0,90.0,45.0,7.5,5.0,0.00246855,81.411875039138,15.0,48.282332011292,0.4829,0,-0.033,0.06,-0.03,-0.08,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572709,home,FK Crvena zvezda,Young-woo Seol,young-woo-seol,Y. W. Seol,D,66,181,2047,M,1019333,EUR,912816000,D,66,66,False,55.0,51.0,5.0,2.0,0.0,27.0,30.0,24.0,25.0,3.0,1.0,8.0,,,,90.0,72.0,6.5,6.0,0.0554793,103.09368656146,15.0,40.693562847994,,0,,0.25,0.05,-0.2,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14572709,home,FK Crvena zvezda,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1256,M,227224,EUR,812073600,D,13,13,False,68.0,61.0,7.0,1.0,0.0,45.0,48.0,16.0,20.0,1.0,1.0,3.0,,,,90.0,76.0,6.4,7.0,0.0282572,127.03053180699,21.0,52.915838795593,,0,,0.18,0.11,-0.19,,,,1.0,,2.0,3.0,,1.0,,,10.645689003271,13.52806153889,1.0,,,,,,,,,,,,,,,,,,,,,,,
14572709,home,FK Crvena zvezda,Rodrigão,rodrigao-prado,R. Prado,D,5,191,845,M,867608,EUR,810777600,D,5,5,False,93.0,86.0,9.0,6.0,0.0,63.0,67.0,23.0,26.0,2.0,,7.0,,,,90.0,113.0,7.5,7.0,0.0155415,185.76494587174,29.0,39.515775191353,,1,,0.25,0.09,-0.21,,,,10.0,,8.0,,,2.0,,,,,,2.0,2.0,1.0,6.0,3.0,1.0,0.0333,0.0212,-0.15,,,,,,,,,,,,,,
14572709,home,FK Crvena zvezda,Nair Tiknizyan,nair-tiknizyan,N. Tiknizyan,D,23,180,1430,M,904400,EUR,926467200,D,23,23,False,20.0,15.0,1.0,,0.0,9.0,11.0,6.0,9.0,4.0,,3.0,,,,50.0,36.0,6.8,10.0,0.00344686,58.356706271134,8.0,16.134841537606,,0,,-0.08,0.09,0.21,,2.0,,5.0,,4.0,2.0,2.0,,2.0,,,,,2.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,
14572709,home,FK Crvena zvezda,Rade Krunić,rade-krunic,R. Krunić,M,33,184,2497,M,155449,EUR,749952000,M,33,33,False,55.0,46.0,4.0,1.0,0.0,29.0,30.0,17.0,25.0,6.0,,6.0,,,,90.0,76.0,6.8,14.0,0.0222459,206.91255356269,24.0,95.278518338326,,1,,-0.19,0.3,-0.02,,,,8.0,3.0,1.0,3.0,,4.0,3.0,,16.92226346284,18.606011958504,1.0,,1.0,,3.0,2.0,,0.0613,,-0.16,,,1.0,1.0,1.0,,,,,,,,,
14572709,home,FK Crvena zvezda,Timi Max Elšnik,timi-max-elsnik,T. M. Elšnik,M,21,182,1608,M,827371,EUR,893808000,M,21,21,False,56.0,45.0,10.0,5.0,1.0,22.0,25.0,23.0,31.0,5.0,,6.0,,,,90.0,74.0,7.4,18.0,0.341365,175.54506772293,20.0,54.619002106836,,0,,0.45,0.18,0.14,,5.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,16.466356413275,41.844291124681,2.0,1.0,1.0,,2.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,
14572709,home,FK Crvena zvezda,Nikola Stanković,nikola-stankovic,N. Stanković,D,24,181,570,M,1100641,EUR,1051142400,M,24,24,False,31.0,26.0,1.0,1.0,0.0,9.0,9.0,17.0,22.0,2.0,,2.0,,,,79.0,42.0,6.6,11.0,0.00921361,48.291440582754,8.0,9.1813369488414,,1,,-0.22,-0.22,0.0,,4.0,,4.0,,,1.0,2.0,,1.0,,,,,1.0,2.0,,2.0,1.0,,0.0337,,-0.57,Nikola,Stanković,,,,,1.0,,,,,,,
14572709,home,FK Crvena zvezda,Vasilije Kostov,vasilije-kostov,V. Kostov,M,22,176,2167,M,1825955,EUR,1210464000,M,22,22,False,12.0,11.0,,,0.0,7.0,7.0,4.0,5.0,4.0,2.0,,,,,45.0,20.0,6.5,5.0,0.00307838,31.005458139716,4.0,13.284461875715,,0,,-0.07,0.1,-0.07,,,,2.0,,1.0,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
14572709,home,FK Crvena zvezda,Aleksandar Katai,aleksandar-katai,A. Katai,M,10,182,2332,M,110701,EUR,665798400,M,10,10,False,17.0,11.0,2.0,1.0,0.0,2.0,3.0,9.0,14.0,2.0,,3.0,,,,61.0,26.0,6.9,7.0,0.137824,98.494089312579,10.0,47.422819482939,,0,,0.25,0.26,0.14,,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,19.068429202851,19.127433283115,1.0,1.0,,,,,,,,,,,,1.0,,,,True,,,,,,
