match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_fouls,stat_shotOffTarget,stat_lastManTackle,stat_accurateCross,stat_wonContest,stat_challengeLost,captain,stat_goals,stat_totalOffside,stat_goodHighClaim
12421062,home,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,1,1,False,34.0,27.0,16.0,9.0,0.0,21.0,21.0,6.0,13.0,4.0,2.0,2.0,1.0,1.0,90.0,39.0,7.3,7.0,0.00140486,0,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421062,home,KRC Genk,Zakaria El Ouahdi,,,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3909,M,1134470,EUR,1009756800,D,77,77,False,28.0,24.0,2.0,,0.0,13.0,13.0,11.0,16.0,1.0,,,,,87.0,52.0,7.6,10.0,0.295857,3,,z.elouahdi,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2907,0.2527,2.0,,,,,,,,,,,
12421062,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,65.0,61.0,2.0,,0.0,40.0,44.0,21.0,21.0,8.0,,,,,90.0,78.0,7.1,8.0,0.00632264,0,,,,3.0,1.0,5.0,3.0,,,,,,2.0,,1.0,1.0,1.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,
12421062,home,KRC Genk,Carlos Cuesta,,,carlos-cuesta,C. Cuesta,D,46,179,4440,M,839095,EUR,920937600,D,46,46,False,76.0,76.0,2.0,2.0,0.0,50.0,50.0,26.0,26.0,,,,,,90.0,84.0,7.4,1.0,0.00574134,1,,,,2.0,3.0,3.0,5.0,,,,,,2.0,,1.0,2.0,2.0,,,0.0506,,,1.0,1.0,1.0,1.0,,,,,,,
12421062,home,KRC Genk,Joris Kayembe,,,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,86.0,81.0,4.0,2.0,0.0,37.0,37.0,45.0,54.0,6.0,,,,,90.0,102.0,8.0,11.0,0.451223,1,,joriskayembe23,5.0,1.0,2.0,1.0,4.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,,1.0,,0.0429,0.0466,1.0,,,,,1.0,1.0,,,,,
12421062,home,KRC Genk,Nikolas Sattlberger,,,sattlberger-nikolas,N. Sattlberger,M,24,191,235,M,1086072,EUR,1074384000,M,24,24,False,61.0,54.0,7.0,4.0,0.0,16.0,23.0,38.0,38.0,6.0,,,,,90.0,77.0,7.4,10.0,0.0427143,3,,,,2.0,2.0,7.0,7.0,1.0,,,1.0,2.0,2.0,,,3.0,2.0,2.0,1.0,0.3017,0.0333,1.0,1.0,2.0,,,,1.0,2.0,,,,
12421062,home,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,78.0,75.0,3.0,3.0,0.0,22.0,23.0,53.0,56.0,7.0,,,,,81.0,93.0,8.0,7.0,0.320823,0,,,1.0,1.0,3.0,3.0,8.0,1.0,,,,,1.0,,3.0,4.0,4.0,3.0,,,,1.0,,1.0,,,,1.0,1.0,True,,,
12421062,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,M,23,23,False,60.0,49.0,7.0,4.0,0.0,15.0,17.0,35.0,47.0,7.0,,,,,75.0,77.0,7.3,21.0,0.227758,2,,,4.0,2.0,,5.0,3.0,3.0,,,1.0,1.0,,,,,,5.0,,0.0705,0.0441,3.0,2.0,1.0,,,1.0,3.0,,,,,
12421062,home,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171,6599,M,1468744,EUR,1195430400,M,20,20,False,41.0,37.0,4.0,3.0,1.0,12.0,12.0,30.0,39.0,5.0,,,,,75.0,68.0,7.8,15.0,0.252464,5,,,10.0,1.0,,6.0,3.0,5.0,,,2.0,3.0,,,,1.0,1.0,2.0,1.0,0.2416,0.1344,6.0,,1.0,,,5.0,1.0,,,,,
12421062,home,KRC Genk,Christopher Baah,Christopher Baah,,christopher-baah,C. Baah,M,22,172,2650,M,1477662,EUR,1102982400,M,7,7,False,44.0,34.0,2.0,1.0,1.0,7.0,7.0,29.0,41.0,7.0,,,,,90.0,63.0,8.3,18.0,0.187814,2,,,4.0,,,6.0,4.0,3.0,,1.0,2.0,,1.0,,,1.0,1.0,2.0,1.0,0.2057,0.6746,4.0,3.0,2.0,,,2.0,2.0,,,1.0,1.0,
12421062,home,KRC Genk,Tolu Arokodare,,,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,False,13.0,11.0,,,0.0,3.0,3.0,8.0,10.0,2.0,,,,,74.0,28.0,7.8,5.0,0.0403114,7,,,,3.0,1.0,8.0,3.0,2.0,,,1.0,3.0,1.0,,,,,1.0,1.0,0.6922,0.7334,3.0,1.0,3.0,3.0,,,1.0,,,1.0,,
12421062,home,KRC Genk,Hyun-gyu Oh,,,hyun-gyu-oh,H. Oh,F,9,185,4405,M,1010634,EUR,987033600,F,9,9,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,16.0,6.0,7.5,2.0,0.0232377,2,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,0.184,0.5109,1.0,,,,,,,,,1.0,,
12421062,home,KRC Genk,Patrik Hrošovský,,,patrik-hrosovsky,P. Hrošovský,M,17,172,366,M,198282,EUR,703900800,M,17,17,True,6.0,5.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,,,,,15.0,7.0,7.4,1.0,0.0042183,1,,,,,,,,,,,1.0,,,,,,,,,0.1392,0.2999,,,,,,,,,,1.0,,
12421062,home,KRC Genk,Yira Collins Sor,,,yira-collins-sor,Y. C. Sor,F,14,174,386,M,985162,EUR,964396800,F,14,14,True,2.0,1.0,,,0.0,,1.0,1.0,2.0,1.0,,,,,15.0,8.0,6.8,4.0,0.0429949,1,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,0.1253,0.254,1.0,,,,,,,,,,,
12421062,home,KRC Genk,Ibrahima Sory Bangoura,,,ibrahima-sory-bangoura,I. S. Bangoura,M,21,190,620,M,1396027,EUR,1073260800,M,21,21,True,7.0,7.0,,,0.0,3.0,3.0,4.0,4.0,,,,,,9.0,9.0,6.5,1.0,0.00220153,0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
