match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,captain,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_hitWoodwork,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized
14083174,home,Mallorca,Leo Román,,,leo-roman,L. Román,G,1,189,1557,M,1131909,EUR,962841600,G,1,1,False,27.0,23.0,7.0,3.0,0.0,20.0,20.0,3.0,7.0,4.0,90.0,29.0,6.5,4.0,0.00065161,70.174776814731,8.0,57.015,18.06,0,0.05,0.02,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083174,home,Mallorca,Pablo Maffeo,,,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,23,23,False,26.0,22.0,3.0,2.0,0.0,12.0,13.0,10.0,13.0,2.0,90.0,43.0,6.4,10.0,0.0765798,81.596253169411,9.0,31.815,24.36,0,0.04,0.1,-0.69,3.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083174,home,Mallorca,Martin Valjent,,,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,55.0,51.0,5.0,3.0,0.0,27.0,28.0,24.0,27.0,1.0,90.0,62.0,7.0,5.0,0.0104003,324.51558577639,30.0,232.89,31.815,0,0.12,0.26,0.17,,,1.0,1.0,3.0,3.0,1.0,,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14083174,home,Mallorca,Antonio Raíllo,,,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,67.0,61.0,4.0,2.0,0.0,34.0,36.0,27.0,31.0,2.0,90.0,68.0,6.7,6.0,0.119544,404.23338800307,34.0,292.005,54.495,0,0.26,0.27,-0.18,,,3.0,3.0,4.0,3.0,,,,,,,,,,,1.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083174,home,Mallorca,Johan Mojica,,,johan-mojica,J. Mojica,D,22,185,3950,M,344847,EUR,714355200,D,22,22,False,38.0,30.0,7.0,3.0,0.0,13.0,14.0,17.0,24.0,8.0,90.0,68.0,6.3,19.0,0.0460027,118.93200000312,15.0,63.525,20.265,1,0.24,0.09,-0.18,3.0,,2.0,,10.0,4.0,1.0,3.0,1.0,2.0,,3.0,3.0,,,,3.0,,1.0,1.0,1.0,1.0,0.0161,-0.08,,,,,,,,,,,,,,,,,,
14083174,home,Mallorca,Manu Morlanes,,,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,8,8,False,31.0,28.0,,,0.0,11.0,11.0,17.0,20.0,4.0,71.0,38.0,7.4,5.0,0.0205572,82.427133663135,11.0,34.755,11.655,1,0.0,0.34,-0.24,,,,,6.0,2.0,4.0,1.0,,,,1.0,1.0,,,1.0,1.0,,2.0,,,1.0,0.3959,0.51,1.0,1.0,1.0,0.8685,,,,,,,,,,,,,,
14083174,home,Mallorca,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,5,5,False,42.0,39.0,6.0,4.0,1.0,16.0,17.0,23.0,25.0,3.0,90.0,57.0,8.5,4.0,0.0427949,107.19902802235,15.0,12.075,19.215,1,0.26,0.19,0.14,1.0,1.0,,1.0,2.0,3.0,1.0,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,,1.0,0.0536,0.56,1.0,1.0,3.0,0.0486,,,,,,,,,,,,,,
14083174,home,Mallorca,Mateo Joseph,,,mateo-joseph,M. Joseph,F,18,180,1215,M,1170693,EUR,1066521600,M,18,18,False,12.0,10.0,,,0.0,6.0,7.0,4.0,5.0,5.0,71.0,21.0,6.4,7.0,0.0344112,54.346232962929,7.0,39.69,8.4,0,0.16,0.02,-0.03,,,1.0,,5.0,1.0,,1.0,3.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083174,home,Mallorca,Sergi Darder,,,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,35.0,29.0,3.0,1.0,0.0,10.0,10.0,19.0,25.0,4.0,86.0,49.0,7.1,9.0,0.305498,127.12099556078,20.0,73.605,11.865,1,0.42,0.28,-0.09,5.0,3.0,1.0,,3.0,3.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,4.0,2.0,1.0,1.0,0.0358,-0.11,,,1.0,,,,,,,,,,,,,,,
14083174,home,Mallorca,Jan Virgili,Jan Virgili,,jan-virgili,J. Virgili,M,17,168,6428,M,1939173,EUR,1153872000,M,17,17,False,21.0,17.0,1.0,1.0,1.0,6.0,6.0,11.0,15.0,,86.0,39.0,6.5,13.0,0.0143203,192.73225140651,16.0,100.275,17.85,2,-0.29,0.54,-0.11,1.0,,2.0,,9.0,5.0,1.0,2.0,6.0,,,1.0,,,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,0.1857,-0.53,,,,,1.0,,,,,,,,,,,,,
