match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,captain,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,player_sofascoreId
12528185,home,Sivasspor,Đorđe Nikolić,,,dorde-nikolic,Đ. Nikolić,G,195.0,79,M,797144,EUR,860889600,G,13,13,False,33.0,21.0,22.0,10.0,0.0,13.0,14.0,8.0,19.0,2.0,2.0,6.0,1.0,1.0,2.0,90.0,42.0,7.3,12.0,0.00172805,0,0.2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528185,home,Sivasspor,Murat Paluli,,,murat-paluli,M. Paluli,D,175.0,36,M,893014,EUR,776390400,D,7,7,False,22.0,21.0,2.0,2.0,0.0,12.0,12.0,10.0,12.0,,3.0,4.0,1.0,,,89.0,46.0,7.6,3.0,0.0267784,0,,7,2.0,1.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12528185,home,Sivasspor,Noah Sonko Sundberg,,,noah-sonko-sundberg,N. S. Sundberg,D,186.0,238,M,279541,EUR,834019200,D,27,27,False,21.0,12.0,4.0,1.0,0.0,9.0,16.0,3.0,5.0,2.0,4.0,1.0,,,,90.0,33.0,7.2,10.0,0.00037548,3,,20,,,2.0,3.0,,,2.0,1.0,,,,2.0,2.0,1.0,0.1291,0.1629,,,,,,,,,,,,,,
12528185,home,Sivasspor,Uroš Radaković,,,uros-radakovic,U. Radaković,D,194.0,314,M,151900,EUR,765072000,D,26,26,False,13.0,9.0,6.0,4.0,0.0,6.0,9.0,3.0,4.0,2.0,3.0,1.0,,,,90.0,30.0,7.7,4.0,0.00597483,1,,26,,,2.0,11.0,1.0,1.0,1.0,,,,,2.0,1.0,,0.0435,,3.0,,,,,,,,,,,,,
12528185,home,Sivasspor,Emirhan Başyiğit,Emirhan Basyigit,,emirhan-basyigit,E. Başyiğit,D,190.0,93,M,1149004,EUR,1114387200,D,53,53,False,23.0,15.0,6.0,1.0,0.0,11.0,14.0,4.0,9.0,,,1.0,,,,90.0,28.0,6.8,8.0,0.00079495,0,,5,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12528185,home,Sivasspor,Uğur Çiftçi,,,ugur-ciftci,U. Çiftçi,D,180.0,65,M,142850,EUR,704937600,D,3,3,False,22.0,17.0,6.0,4.0,0.0,7.0,10.0,11.0,16.0,,3.0,5.0,1.0,,,90.0,49.0,7.6,11.0,0.108431,1,,58,4.0,1.0,3.0,3.0,,,1.0,1.0,1.0,,2.0,,1.0,,0.0178,,,True,2.0,1.0,1.0,1.0,1.0,,,,,,,
12528185,home,Sivasspor,Emrah Başsan,,,emrah-bassan,E. Başsan,M,177.0,60,M,174141,EUR,703468800,M,17,17,False,17.0,13.0,3.0,2.0,0.0,3.0,4.0,12.0,18.0,,1.0,4.0,1.0,,,69.0,30.0,6.8,11.0,0.16906,0,,14,5.0,2.0,3.0,,,,,,3.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,
12528185,home,Sivasspor,Charis Charisis,,,charis-charisis,C. Charisis,M,177.0,130,M,317297,EUR,789868800,M,8,8,False,20.0,16.0,3.0,2.0,0.0,4.0,5.0,13.0,17.0,1.0,4.0,6.0,2.0,,,89.0,30.0,6.9,8.0,0.0950669,0,,8,2.0,1.0,4.0,,,,1.0,,2.0,1.0,3.0,,,,,,,,2.0,1.0,,,,,,,,,,
12528185,home,Sivasspor,Azizbek Turgunboev,,,azizbek-turgunboev,A. Turgunboev,M,173.0,1142,M,971572,EUR,780969600,M,90,90,False,20.0,14.0,2.0,,0.0,7.0,8.0,8.0,15.0,,2.0,3.0,,,,82.0,35.0,6.8,11.0,0.0173397,3,,10,3.0,1.0,6.0,1.0,,,2.0,1.0,1.0,3.0,1.0,,2.0,1.0,0.1994,0.1323,,,1.0,1.0,1.0,,,,,,,,,
12528185,home,Sivasspor,Alex Pritchard,,,alex-pritchard,A. Pritchard,M,171.0,97,M,180009,EUR,736387200,M,10,10,False,22.0,17.0,1.0,1.0,0.0,3.0,3.0,15.0,22.0,,1.0,2.0,,,,82.0,35.0,7.3,9.0,0.119386,3,,,3.0,1.0,6.0,,1.0,,1.0,,,2.0,2.0,,,2.0,0.1795,0.3943,1.0,,2.0,2.0,,,,1.0,,,,,,
