match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,player_sofascoreId,stat_wonContest,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_outfielderBlock,stat_penaltyConceded,stat_hitWoodwork
12437043,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,49.0,40.0,14.0,5.0,0.0,38.0,40.0,2.0,9.0,7.0,1.0,2.0,2.0,1.0,1.0,90.0,56.0,6.5,9.0,0.00029815,0,-0.9686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437043,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,826057,EUR,930182400,D,30,30,False,63.0,54.0,4.0,,1.0,24.0,29.0,32.0,39.0,,,,,,,90.0,79.0,7.0,12.0,0.232585,0,,Mads,Roerslev,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
12437043,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,92.0,83.0,6.0,4.0,0.0,54.0,57.0,29.0,35.0,10.0,,,,,,90.0,106.0,6.7,10.0,0.0059915,2,,,,,,2.0,5.0,4.0,8.0,,,4.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,0.4864,,,,,,,,,,,,,,,,,
12437043,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,93.0,84.0,7.0,4.0,0.0,68.0,71.0,16.0,24.0,4.0,,,,,,90.0,112.0,7.2,15.0,0.195687,0,,,,2.0,,2.0,5.0,2.0,5.0,,1.0,9.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12437043,home,Brentford,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,924378,EUR,1008806400,D,4,4,False,47.0,36.0,1.0,,0.0,27.0,31.0,10.0,18.0,2.0,,,,,,90.0,67.0,6.9,15.0,0.035854,2,,,,2.0,1.0,,6.0,1.0,7.0,,,5.0,,,,,,,1.0,,,0.1642,1.0,2.0,1.0,0.5685,,,,,,,,,,,,,
12437043,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,34.0,28.0,2.0,,0.0,15.0,17.0,13.0,17.0,4.0,,,,,,78.0,52.0,6.1,11.0,0.00585653,3,,,,,,1.0,2.0,3.0,4.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,0.2901,,,1.0,,True,2.0,1.0,3.0,,,,,,,,,
12437043,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,44.0,37.0,3.0,1.0,1.0,25.0,28.0,12.0,19.0,2.0,,,,,,90.0,62.0,7.3,14.0,0.171925,0,,,,3.0,,,1.0,3.0,3.0,,2.0,3.0,2.0,2.0,2.0,2.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,
12437043,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,M,19,19,False,39.0,27.0,4.0,3.0,0.0,9.0,10.0,19.0,34.0,6.0,,,,,,90.0,56.0,8.2,17.0,0.378537,4,,,,5.0,1.0,2.0,1.0,5.0,2.0,,,1.0,,,1.0,2.0,,,,2.0,1.0,0.9112,,3.0,,1.3034,,1.0,,,bryan_m19,1.0,2.0,,,,,,
12437043,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,907072,EUR,962582400,M,24,24,False,31.0,25.0,1.0,,1.0,9.0,10.0,18.0,25.0,,,,,,,77.0,45.0,7.2,11.0,0.321403,2,,,,4.0,2.0,3.0,,5.0,1.0,1.0,1.0,2.0,,,4.0,,1.0,1.0,1.0,,,0.3253,1.0,1.0,,0.2907,,,,2.0,,,,,,,,,
12437043,home,Brentford,Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,972421,EUR,982800000,M,23,23,False,16.0,16.0,,,0.0,5.0,5.0,12.0,14.0,3.0,,,,,,81.0,33.0,7.6,6.0,0.496436,2,,,,3.0,1.0,,,3.0,7.0,,1.0,,2.0,1.0,1.0,6.0,,,2.0,,,0.346,,,,,,2.0,,1.0,,3.0,,1.0,,,,,
12437043,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,805123,EUR,841708800,F,11,11,False,15.0,13.0,2.0,1.0,0.0,7.0,8.0,6.0,7.0,,,,,,,90.0,29.0,8.1,6.0,0.0180568,4,,,,,,2.0,1.0,4.0,3.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.432,1.0,3.0,1.0,1.1877,,,,3.0,yowissa,,2.0,,,,,,
12437043,home,Brentford,Kevin Schade,kevin-schade,K. Schade,M,7,183,3191,M,1006387,EUR,1006819200,M,7,7,True,3.0,,,,0.0,,1.0,,2.0,1.0,,,,,,13.0,7.0,6.7,5.0,,1,,,,,,,3.0,1.0,4.0,,,,,,,1.0,,,,,,0.1419,1.0,,,,,1.0,,1.0,,1.0,,,,,,,
12437043,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,True,26.0,24.0,4.0,3.0,0.0,10.0,11.0,15.0,17.0,4.0,,,,,,12.0,30.0,6.6,3.0,0.0362417,0,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
