match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_errorLeadToAShot,player_sofascoreId,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_goals,stat_totalOffside,captain,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12450869,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191.0,698,M,868964,EUR,891475200,G,16,16,False,19.0,16.0,4.0,2.0,0.0,14.0,17.0,2.0,2.0,1.0,7.0,1.0,3.0,4.0,1.0,90.0,30.0,7.9,3.0,0.00021492,0,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450869,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173.0,6111,M,1090694,EUR,993081600,D,2,2,False,50.0,38.0,4.0,3.0,1.0,14.0,18.0,25.0,35.0,2.0,6.0,,,,,90.0,90.0,8.4,22.0,0.457848,2,,3.0,1.0,1.0,2.0,6.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,0.1868,0.0515,2.0,,,,,,,,,,,
12450869,home,AS Monaco,Thilo Kehrer,,,thilo-kehrer,T. Kehrer,D,5,186.0,1925,M,281277,EUR,843264000,D,5,5,False,67.0,63.0,6.0,3.0,0.0,32.0,32.0,31.0,35.0,3.0,5.0,,,,,90.0,77.0,7.1,5.0,0.136999,0,,,,2.0,3.0,7.0,6.0,,1.0,,,,,,3.0,3.0,,,2.0,,,1.0,2.0,1.0,,,,,,,,,
12450869,home,AS Monaco,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188.0,5721,M,946158,EUR,924307200,D,22,22,False,73.0,61.0,7.0,3.0,0.0,33.0,38.0,28.0,35.0,1.0,6.0,,,,,90.0,79.0,7.4,12.0,0.00827704,1,,,,1.0,3.0,1.0,4.0,,,,,,,,1.0,,,,,0.0211,,,,,salisu_sarki,1.0,2.0,,,,,,
12450869,home,AS Monaco,Ismail Jakobs,,,ismail-jakobs,I. Jakobs,D,4,184.0,7001,M,897291,EUR,934848000,D,14,14,False,38.0,35.0,1.0,1.0,0.0,14.0,15.0,22.0,26.0,2.0,3.0,,,,,90.0,56.0,7.3,5.0,0.0579162,0,,3.0,1.0,4.0,1.0,6.0,5.0,,,,,,,1.0,2.0,2.0,,2.0,,,,,2.0,,ismaijakobs,,,,,,,,
12450869,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174.0,8866,M,155818,EUR,790214400,M,18,18,False,33.0,24.0,2.0,1.0,0.0,4.0,5.0,20.0,28.0,1.0,4.0,,,,,90.0,49.0,7.8,13.0,0.242275,4,,,,,1.0,5.0,1.0,1.0,1.0,,1.0,3.0,,,,,2.0,,2.0,0.5543,0.4557,2.0,1.0,,Minamino,1.0,,1.0,1.0,1.0,,,
12450869,home,AS Monaco,Lamine Camara,Lamine Camara,,camara-lamine,L. Camara,M,15,174.0,20442,M,1389846,EUR,1072915200,M,15,15,False,64.0,58.0,1.0,1.0,0.0,22.0,24.0,38.0,45.0,,8.0,,,,,90.0,83.0,7.8,10.0,0.180188,0,,5.0,2.0,,2.0,5.0,11.0,,1.0,1.0,,,,,5.0,4.0,1.0,4.0,3.0,,,3.0,2.0,,lamine_camara_5,,,,,,,,
12450869,home,AS Monaco,Denis Zakaria,,,denis-zakaria,D. Zakaria,M,6,191.0,3221,M,770677,EUR,848448000,M,6,6,False,31.0,25.0,1.0,,0.0,15.0,18.0,10.0,13.0,2.0,6.0,,,,,76.0,47.0,6.5,13.0,0.0083838,0,,,,1.0,1.0,5.0,3.0,3.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,True,,
12450869,home,AS Monaco,Eliesse Ben Seghir,,,eliesse-ben-seghir,E. Ben Seghir,M,17,178.0,21668,M,1394353,EUR,1108512000,M,7,7,False,31.0,26.0,1.0,,0.0,10.0,10.0,16.0,21.0,,5.0,,,,,81.0,52.0,6.7,14.0,0.0542731,2,,,,2.0,1.0,8.0,6.0,,6.0,2.0,,,2.0,,,,5.0,3.0,2.0,0.1065,,1.0,,,benseghir44,,,,,1.0,,,
12450869,home,AS Monaco,Breel Embolo,,,breel-embolo,B. Embolo,F,7,185.0,4494,M,352296,EUR,855878400,F,36,36,False,24.0,16.0,4.0,2.0,0.0,4.0,4.0,12.0,21.0,,5.0,,,,,90.0,52.0,6.9,26.0,0.296508,2,,1.0,,,2.0,9.0,5.0,1.0,6.0,1.0,1.0,,1.0,1.0,,,10.0,2.0,2.0,0.1713,,3.0,1.0,,breelembolo97,1.0,,,,,,,
