match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_wonContest,stat_shotOffTarget,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_totalOffside,stat_goodHighClaim,stat_punches
10909911,home,Crystal Palace,Wilfried Zaha,wilfried-zaha,W. Zaha,M,180,18594,M,111850,EUR,721353600,F,11,11,False,36.0,28.0,1.0,1.0,9.0,11.0,19.0,25.0,3.0,,,,,,90.0,65.0,8.0,15.0,6,,,10,,,,4.0,13.0,1.0,3.0,,,8.0,2.0,5.0,3.0,1.0,2.0,wilfriedzaha,,,2.0,2.0,,1.0,1.0,,4.0,,,,1.0,,,
10909911,home,Crystal Palace,Luka Milivojević,luka-milivojevic,L. Milivojević,M,183,511,M,50294,EUR,670982400,M,4,4,True,17.0,12.0,3.0,1.0,9.0,12.0,3.0,5.0,3.0,,,,,,26.0,20.0,6.6,5.0,0,,,19,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10909911,home,Crystal Palace,Jean-Philippe Mateta,jean-philippe-mateta,J. Mateta,F,192,9407,M,848276,EUR,867456000,F,14,14,True,5.0,4.0,,,1.0,2.0,3.0,3.0,,,,,,,25.0,9.0,6.4,3.0,0,,,14,,,1.0,3.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,Matetajphilippe,2.0,,,,,,,,,,,,,1.0,,
10909911,home,Crystal Palace,Jeffrey Schlupp,jeffrey-schlupp,J. Schlupp,D,178,759,M,148710,EUR,725068800,M,15,15,True,14.0,10.0,1.0,1.0,4.0,6.0,6.0,8.0,,,,,,,16.0,17.0,6.6,5.0,0,,,27,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
10909911,home,Crystal Palace,Eberechi Eze,eberechi-eze,E. Eze,F,178,55955,M,864921,EUR,899078400,M,10,10,True,10.0,7.0,,,2.0,3.0,5.0,8.0,2.0,,,,,,16.0,16.0,7.0,5.0,1,,,10,,1.0,,,3.0,,,,,2.0,2.0,1.0,1.0,,1.0,eze,,,,,,,,,1.0,,,,,,,
10909911,home,Crystal Palace,Sam Johnstone,sam-johnstone,S. Johnstone,G,193,601,M,98427,EUR,733017600,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909911,home,Crystal Palace,James Tomkins,james-tomkins,J. Tomkins,D,192,105,M,32124,EUR,607132800,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909911,home,Crystal Palace,Chris Richards,chris-richards,C. Richards,D,188,2016,M,931844,EUR,954201600,D,26,26,True,,,,,,,,,,,,,,,,,,,0,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909911,home,Crystal Palace,John-Kymani Gordon,john-kymani-gordon,J. Gordon,M,181,155,M,1046390,EUR,1045094400,F,45,45,True,,,,,,,,,,,,,,,,,,,0,John-Kymani Gordon,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909911,home,Crystal Palace,Jaïro Riedewald,jairo-riedewald,J. Riedewald,M,186,1201,M,285989,EUR,842227200,M,44,44,True,,,,,,,,,,,,,,,,,,,0,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909911,away,Southampton,Gavin Bazunu,bazunu-gavin,G. Bazunu,G,189,910,M,936719,EUR,1014163200,G,31,31,False,27.0,16.0,17.0,6.0,12.0,14.0,4.0,13.0,7.0,,1.0,1.0,,,90.0,35.0,6.5,12.0,0,Gavin,Bazunu,31,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
10909911,away,Southampton,Lyanco,lyanco,Lyanco,D,187,2874,M,797893,EUR,854755200,D,4,4,False,30.0,24.0,3.0,3.0,13.0,15.0,11.0,15.0,7.0,,,,,,90.0,54.0,7.4,11.0,0,,,4,,,,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,,,,,,3.0,2.0,,,,,,,,,,,,,
10909911,away,Southampton,Duje Ćaleta-Car,duje-caleta-car,D. Ćaleta-Car,D,192,2901,M,257091,EUR,842918400,D,6,6,False,43.0,35.0,8.0,2.0,26.0,29.0,9.0,14.0,6.0,,,,,,90.0,52.0,6.4,8.0,0,,,16,,,,7.0,1.0,,,5.0,2.0,1.0,1.0,,,3.0,,,2.0,1.0,,,,2.0,,,,,,,,,,
10909911,away,Southampton,Mohammed Salisu,mohammed-salisu,M. Salisu,D,188,5698,M,946158,EUR,924307200,D,22,22,False,81.0,60.0,22.0,6.0,40.0,46.0,20.0,35.0,11.0,,,,,,90.0,91.0,6.6,25.0,0,,,22,,,3.0,4.0,5.0,2.0,,1.0,,2.0,1.0,,1.0,1.0,,salisu_sarki,2.0,1.0,,,,,,,,,,,,,,
10909911,away,Southampton,Romain Perraud,romain-perraud,R. Perraud,D,173,600,M,827519,EUR,874886400,D,15,15,False,48.0,35.0,5.0,1.0,14.0,15.0,22.0,37.0,7.0,,,,,,90.0,77.0,6.4,24.0,1,,,15,,4.0,1.0,3.0,4.0,1.0,,1.0,1.0,3.0,1.0,1.0,,2.0,,,1.0,,,,1.0,,,,1.0,,,,,,,
10909911,away,Southampton,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,177,4247,M,161717,EUR,783648000,M,8,8,False,49.0,39.0,1.0,,23.0,23.0,16.0,29.0,9.0,,,,,,90.0,63.0,7.2,15.0,2,,,20,True,3.0,1.0,6.0,4.0,1.0,,,,1.0,,,2.0,4.0,,prowsey16,1.0,,,,,,,2.0,,,,1.0,,,,
10909911,away,Southampton,Ainsley Maitland-Niles,ainsley-maitland-niles,A. Maitland-Niles,D,178,1581,M,352768,EUR,872812800,M,3,3,False,32.0,28.0,2.0,2.0,14.0,15.0,15.0,18.0,1.0,,,,,,90.0,47.0,6.9,7.0,0,,,98,,1.0,,4.0,3.0,2.0,,2.0,1.0,3.0,2.0,,,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,
10909911,away,Southampton,Samuel Edozie,samuel-edozie,S. Edozie,M,181,773,M,1065214,EUR,1043712000,M,23,23,False,27.0,21.0,2.0,1.0,6.0,7.0,16.0,22.0,4.0,,,,,,80.0,45.0,6.7,14.0,0,Samuel Edozie,,23,,2.0,,5.0,6.0,,2.0,,,3.0,1.0,4.0,3.0,2.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,
10909911,away,Southampton,Joe Aribo,joe-aribo,J. Aribo,M,183,1399,M,818073,EUR,837907200,M,7,7,False,36.0,27.0,1.0,,13.0,15.0,14.0,21.0,6.0,,,,,,87.0,52.0,6.4,14.0,0,,,18,,,3.0,6.0,5.0,3.0,1.0,3.0,2.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
10909911,away,Southampton,Adam Armstrong,adam-armstrong,A. Armstrong,F,172,1467,M,361352,EUR,855532800,M,9,9,False,19.0,13.0,1.0,,4.0,7.0,9.0,12.0,5.0,,,,,,87.0,40.0,7.1,14.0,3,Adam,Armstrong,9,,,1.0,9.0,6.0,4.0,2.0,1.0,1.0,4.0,,2.0,1.0,2.0,,,1.0,,,1.0,,,,2.0,,,,1.0,,,,
10909911,away,Southampton,Che Adams,che-adams,C. Adams,F,175,2935,M,773409,EUR,837216000,F,10,10,False,16.0,11.0,,,6.0,6.0,5.0,10.0,,,,,,,61.0,22.0,6.3,9.0,0,,,19,,,2.0,5.0,2.0,,2.0,,,,,2.0,,1.0,,,2.0,,,,,,,,,,,,,1.0,,
10909911,away,Southampton,Sékou Mara,sekou-mara,S. Mara,F,184,969,M,1047484,EUR,1027987200,F,18,18,True,6.0,5.0,,,,,5.0,6.0,3.0,,,,,,29.0,15.0,6.3,8.0,0,,,9,,,1.0,8.0,2.0,2.0,2.0,,,1.0,,3.0,,1.0,,,3.0,,,,,,,,,,,,,2.0,,
10909911,away,Southampton,Kyle Walker-Peters,kyle-walker-peters,K. Walker-Peters,D,173,1497,M,823085,EUR,860889600,D,2,2,True,4.0,4.0,,,2.0,2.0,2.0,3.0,2.0,,,,,,10.0,12.0,6.3,3.0,0,,,2,,1.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10909911,away,Southampton,Ibrahima Diallo,diallo-ibrahima,I. Diallo,M,180,256,M,873050,EUR,920851200,M,27,27,True,1.0,1.0,,,1.0,1.0,,,,,,,,,10.0,2.0,6.5,1.0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909911,away,Southampton,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,177,2119,M,869910,EUR,897868800,M,19,19,True,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,10.0,6.0,6.1,2.0,0,,,12,,,,4.0,1.0,2.0,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,
10909911,away,Southampton,Willy Caballero,willy-caballero,W. Caballero,G,186,552,,52741,EUR,370483200,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909911,away,Southampton,Mohamed Elyounoussi,mohamed-elyounoussi,M. Elyounoussi,M,176,2069,M,119151,EUR,775958400,M,24,24,True,,,,,,,,,,,,,,,,,,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909911,away,Southampton,Roméo Lavia,romeo-lavia,R. Lavia,M,181,16632,M,1069488,EUR,1073347200,M,45,45,True,,,,,,,,,,,,,,,,,,,0,Romeo Lavia,,45,,,,,,,,,,,,,,,,romeolavia,,,,,,,,,,,,,,,,
10909911,away,Southampton,Ryan Finnigan,ryan-finnigan,R. Finnigan,M,185,22,M,1089682,EUR,1064275200,M,50,50,True,,,,,,,,,,,,,,,,,,,0,Ryan Finnigan,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909911,away,Southampton,Jimmy Morgan,jimmy-morgan,J. Morgan,F,180,540,M,1186057,EUR,1137801600,F,46,46,True,,,,,,,,,,,,,,,,,,,0,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
