match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_accurateLongBalls,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,captain,player_sofascoreId,stat_bigChanceCreated,stat_dispossessed,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_goals,stat_errorLeadToAShot,stat_totalOffside
11406860,home,Frosinone,Kaio Jorge,kaio-jorge,K. Jorge,F,19,182,26876,M,954888,EUR,1011830400,F,9,9,False,12.0,7.0,,2.0,3.0,9.0,2.0,,,,67.0,28.0,6.3,12.0,0.0105097,7,,5.0,1.0,4.0,3.0,,1.0,,1.0,0.7495,0.0438,,,2.0,,,1.0,,,5.0,,,,,1.0,,4.0,2.0,2.0,,kaiojorge,,1.0,2.0,,,,,,,,
11406860,home,Frosinone,Abdou Harroui,abdou-harroui,A. Harroui,M,21,181,1064,M,915812,EUR,884649600,M,21,21,True,13.0,11.0,,1.0,1.0,12.0,2.0,,,,23.0,20.0,7.0,3.0,0.0717415,2,,10.0,,1.0,3.0,1.0,1.0,,2.0,0.1405,0.3026,,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
11406860,home,Frosinone,Giuseppe Caso,giuseppe-caso,G. Caso,F,30,173,119,M,946985,EUR,913161600,F,10,10,True,7.0,6.0,,,,7.0,,,,,23.0,11.0,6.3,3.0,0.0103186,0,,6.0,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
11406860,home,Frosinone,Walid Cheddira,walid-cheddira,W. Cheddira,F,99,187,3794,M,917485,EUR,885427200,F,70,70,True,5.0,3.0,,2.0,2.0,3.0,,,,,23.0,7.0,6.7,2.0,0.00758584,1,,1.0,,,1.0,,1.0,,,0.0205,0.0485,,,,,,,,,,,1.0,,,,,,,,,walo_98,,,,,,,,,,,
11406860,home,Frosinone,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,1087316,EUR,990489600,M,45,45,True,14.0,14.0,1.0,5.0,5.0,9.0,2.0,,,,15.0,18.0,6.8,,0.00371425,0,,9.0,,,2.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,
11406860,home,Frosinone,Demba Seck,demba-seck,D. Seck,M,19,190,1111,M,1012248,EUR,981763200,F,8,8,True,2.0,2.0,,1.0,1.0,1.0,,,,,2.0,2.0,,,0.0097128,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,home,Frosinone,Michele Cerofolini,michele-cerofolini,M. Cerofolini,G,31,191,126,M,869273,EUR,915408000,G,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,home,Frosinone,Pierluigi Frattali,pierluigi-frattali,P. Frattali,G,,185,25,M,43945,EUR,502243200,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,home,Frosinone,Matjaz Kamensek Pahic,matjaz-kamensek-pahic,M. K. Pahic,D,,189,16,M,1397373,EUR,1088899200,D,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matjaz Kamensek Pahic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,home,Frosinone,Jaime Báez,jaime-baez,J. Báez,M,28,178,206,M,796443,EUR,798768000,F,7,7,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,home,Frosinone,Arijon Ibrahimović,arijon-ibrahimovic,A. Ibrahimović,F,22,176,2968,M,1142248,EUR,1134259200,F,27,27,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,home,Frosinone,Giorgi Kvernadze,kvernadze-giorgi,G. Kvernadze,F,17,183,783,M,1140001,EUR,1044576000,F,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Giorgi Kvernadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,away,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,45.0,40.0,12.0,37.0,37.0,8.0,13.0,2.0,,7.0,90.0,64.0,9.3,5.0,0.00117466,0,1.3724,3.0,,,,,,2.0,,,,,,,,,,7.0,,,,,,,,,,,1.0,,,,,,4.0,1.0,1.0,1.0,,,,
11406860,away,Roma,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186,1609,M,921789,EUR,868579200,D,43,43,False,32.0,26.0,5.0,15.0,18.0,14.0,3.0,,,,67.0,40.0,7.0,7.0,0.0108939,0,,11.0,,,2.0,,,1.0,1.0,,,,,1.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11406860,away,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,86.0,79.0,6.0,67.0,68.0,20.0,2.0,,,,90.0,101.0,7.8,10.0,0.0112767,1,,13.0,1.0,3.0,2.0,,,4.0,1.0,0.0693,,,,,2.0,1.0,1.0,3.0,1.0,,,1.0,2.0,1.0,,,1.0,,1.0,True,,,1.0,,,,,,1.0,,,
11406860,away,Roma,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195,160912,M,1176744,EUR,1113436800,D,3,3,False,32.0,26.0,1.0,19.0,23.0,9.0,2.0,,,,45.0,42.0,7.1,6.0,0.00177056,1,,7.0,1.0,2.0,3.0,,1.0,3.0,1.0,0.029,0.208,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,deanhuijsen,,,,,,,,,1.0,1.0,
11406860,away,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,D,69,69,False,35.0,27.0,6.0,14.0,18.0,18.0,3.0,,,,82.0,51.0,6.8,10.0,0.0093113,0,,13.0,,3.0,3.0,,,5.0,,,,,,3.0,,,2.0,4.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
11406860,away,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,44.0,34.0,5.0,21.0,25.0,20.0,3.0,,,,90.0,56.0,6.2,14.0,0.00796432,2,,13.0,3.0,9.0,2.0,1.0,1.0,3.0,,0.0376,0.0541,,,2.0,,,4.0,2.0,,1.0,,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,
11406860,away,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25603,M,255389,EUR,772848000,M,16,16,False,74.0,67.0,5.0,37.0,39.0,37.0,7.0,,,,90.0,85.0,7.5,9.0,0.0797848,1,,31.0,,5.0,3.0,3.0,1.0,1.0,2.0,0.7884,0.9848,,,,,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,,,,,1.0,,LeoParedes,,,,,,,,,1.0,,
11406860,away,Roma,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,M,35,35,False,24.0,20.0,,2.0,2.0,22.0,3.0,,,,82.0,36.0,6.5,9.0,0.0240586,1,,18.0,,4.0,2.0,,,1.0,,0.0304,,,,,,,1.0,,,1.0,,2.0,,,2.0,,,1.0,,,,,1.0,,,,,,,,,
11406860,away,Roma,Sardar Azmoun,sardar-azmoun,S. Azmoun,F,20,186,7717,M,150998,EUR,788918400,M,17,17,False,23.0,13.0,3.0,5.0,7.0,17.0,,,,,90.0,35.0,7.4,15.0,0.0469756,3,,9.0,1.0,6.0,6.0,,1.0,,,0.6635,0.3758,,,3.0,,,2.0,1.0,,2.0,,1.0,1.0,1.0,3.0,2.0,,2.0,2.0,,sardarazmoun,,2.0,,,,,,,1.0,,
11406860,away,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,22,178,5712,M,45925,EUR,720144000,M,92,92,False,31.0,25.0,1.0,13.0,16.0,16.0,6.0,,,,90.0,42.0,7.0,8.0,0.0149006,2,,12.0,,1.0,1.0,,,1.0,,0.0896,,,,1.0,1.0,2.0,,,,,,,1.0,,,,2.0,,,,stewel92,,1.0,,,,,,,,1.0,
11406860,away,Roma,Romelu Lukaku,romelu-lukaku,R. Lukaku,F,9,191,56823,M,78893,EUR,737251200,F,90,90,False,10.0,6.0,,3.0,4.0,6.0,1.0,,,,45.0,16.0,6.5,7.0,0.00210101,1,,3.0,,1.0,,,1.0,,,0.0785,0.0659,,,,1.0,,,,,2.0,,,,,,,,,,,RLukaku,,1.0,,,,,,,,1.0,
11406860,away,Roma,Diego Llorente,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,14,14,True,36.0,33.0,5.0,31.0,33.0,3.0,1.0,,,,45.0,36.0,6.6,3.0,0.00130781,0,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11406860,away,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,M,7,7,True,24.0,21.0,1.0,7.0,8.0,16.0,2.0,,,,45.0,30.0,6.8,6.0,0.029647,1,,14.0,,2.0,1.0,,,,,0.0321,,,,,,1.0,1.0,,,2.0,,1.0,,,,,1.0,,2.0,,lorepelle7,,1.0,,,,,,,,,1.0
11406860,away,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,D,19,19,True,5.0,5.0,,1.0,1.0,5.0,,,,,23.0,16.0,6.9,3.0,0.078975,0,,4.0,,4.0,3.0,1.0,,1.0,2.0,,,,,,,,1.0,,2.0,,,,1.0,,2.0,1.0,,,2.0,,,,1.0,,,,,,,,,
11406860,away,Roma,Chris Smalling,chris-smalling,C. Smalling,D,5,192,1660,M,47741,EUR,627696000,D,6,6,True,6.0,5.0,1.0,5.0,6.0,,1.0,,,,8.0,7.0,6.6,1.0,5.071e-05,0,,,1.0,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,away,Roma,Houssem Aouar,aouar-houssem,H. Aouar,M,10,175,14575,M,846081,EUR,899164800,M,22,22,True,2.0,1.0,,,1.0,1.0,1.0,,,,8.0,4.0,6.3,3.0,8.847e-05,0,,1.0,,2.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,houssem_aouar,,1.0,,,,,,,,,
11406860,away,Roma,Pietro Boer,pietro-boer,P. Boer,G,23,195,243,M,1008563,EUR,1021161600,G,63,63,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,away,Roma,Rui Patrício,rui-patricio,R. Patrício,G,,190,3199,M,17737,EUR,571881600,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rpatricio1,,,,,,,,,,,
11406860,away,Roma,Rick Karsdorp,rick-karsdorp,R. Karsdorp,D,,182,705,M,363792,EUR,792460800,D,2,2,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,away,Roma,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,37,185,3729,M,148899,EUR,733017600,D,37,37,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,away,Roma,Renato Sanches,renato-sanches,R. Sanches,M,8,176,9189,M,318967,EUR,871862400,M,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,renatosanches,,,,,,,,,,,
11406860,away,Roma,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16244,M,984184,EUR,1011744000,M,59,59,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nico_zale,,,,,,,,,,,
11406860,away,Roma,Edoardo Bove,edoardo-bove,E. Bove,M,15,181,2073,M,986352,EUR,1021507200,M,52,52,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406860,away,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LaJoya,,,,,,,,,,,
