match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,captain,stat_shotOffTarget,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_punches,stat_lastManTackle,player_sofascoreId
13472879,home,Mirassol,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,22,22,False,25.0,18.0,9.0,3.0,0.0,16.0,18.0,2.0,7.0,5.0,1.0,4.0,90.0,33.0,6.8,7.0,0.00030807,0,0.2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472879,home,Mirassol,Lucas Ramon,lucas-ramon,L. Ramon,D,19,178,617,M,797225,EUR,762998400,D,19,19,False,27.0,21.0,3.0,1.0,1.0,6.0,8.0,15.0,19.0,1.0,,,90.0,59.0,7.1,16.0,0.0805467,2,,8.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0332,0.2767,1.0,,,,,,,,,,,,,,,,,,,,
13472879,home,Mirassol,João Victor,joao-victor,J. Victor,D,34,188,233,M,863297,EUR,873158400,D,34,34,False,36.0,33.0,6.0,4.0,0.0,21.0,23.0,12.0,13.0,3.0,,,90.0,49.0,6.9,5.0,0.0132531,1,,,,,3.0,1.0,,,,1.0,6.0,,1.0,,0.0199,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
13472879,home,Mirassol,Jemmes,ribeiro-da-silva-jemmes-bruno,Jemmes,D,3,187,583,M,1527129,EUR,955238400,D,3,3,False,44.0,37.0,4.0,3.0,0.0,24.0,27.0,13.0,17.0,2.0,,,90.0,55.0,6.7,7.0,0.00560073,0,,,,1.0,7.0,2.0,,,,,8.0,1.0,,1.0,,,,Jemmes Ribeiro,,5.0,,,,,1.0,1.0,,,,,,,,,,,
13472879,home,Mirassol,Felipe Jonatan,felipe-jonatan,F. Jonatan,D,16,176,464,M,931574,EUR,887500800,D,16,16,False,32.0,24.0,2.0,,0.0,13.0,17.0,11.0,15.0,3.0,,,82.0,47.0,6.6,11.0,0.139296,0,,3.0,2.0,2.0,4.0,3.0,,,,,2.0,,1.0,,,,3.0,,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,
13472879,home,Mirassol,Danielzinho,danielzinho,Danielzinho,M,94,166,1169,M,356514,EUR,783907200,M,8,8,False,41.0,35.0,3.0,1.0,0.0,16.0,18.0,19.0,23.0,4.0,,,90.0,53.0,6.6,13.0,0.0392609,1,,5.0,1.0,1.0,2.0,4.0,,,,,,,2.0,1.0,0.0562,,1.0,,,,,,,2.0,2.0,,True,1.0,1.0,,,,,,,,
13472879,home,Mirassol,Neto Moura,neto-moura,N. Moura,M,25,176,363,M,559034,EUR,839289600,M,25,25,False,47.0,40.0,4.0,3.0,0.0,18.0,20.0,22.0,27.0,4.0,,,78.0,60.0,7.3,8.0,0.0423573,1,,,,2.0,3.0,9.0,,,,1.0,,,7.0,,0.02,,,,,,1.0,2.0,4.0,,2.0,,,,,,,,,,,,
13472879,home,Mirassol,Gabriel,gabriel,Gabriel,M,27,178,805,M,243459,EUR,631584000,M,27,27,False,35.0,31.0,1.0,,1.0,13.0,13.0,18.0,22.0,3.0,,,89.0,46.0,7.2,7.0,0.204872,3,,1.0,,,6.0,3.0,1.0,,,1.0,,,,3.0,0.2932,,2.0,,,3.0,1.0,,,,1.0,1.0,,2.0,,1.0,1.0,,,,,,
13472879,home,Mirassol,Negueba,negueba,Negueba,M,11,175,664,M,872007,EUR,944179200,F,11,11,False,21.0,16.0,1.0,,0.0,5.0,6.0,11.0,15.0,2.0,,,82.0,32.0,7.5,9.0,0.0356307,1,,3.0,,,,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,0.0344,0.0407,2.0,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,
13472879,home,Mirassol,Chico da Costa,francisco-da-costa,Chico da Costa,F,19,184,2258,M,866847,EUR,799545600,F,91,91,False,25.0,18.0,1.0,1.0,0.0,9.0,10.0,9.0,15.0,6.0,,,90.0,33.0,7.3,10.0,0.0206077,1,,,,1.0,2.0,3.0,,,1.0,,1.0,,1.0,1.0,0.2336,0.952,1.0,,,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,
