match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_challengeLost,player_firstName,player_lastName,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_goalAssist,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_bigChanceCreated
11407421,home,Salernitana,Benoît Costil,benoit-costil,B. Costil,G,188,146,M,26965,EUR,552268800,G,56,56,False,22.0,14.0,12.0,4.0,13.0,14.0,1.0,8.0,1.0,1.0,1.0,12.0,1.0,3.0,4.0,90.0,36.0,7.1,8.0,0.00365757,0,-0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407421,home,Salernitana,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,183,1368,M,377512,EUR,806803200,D,30,30,False,35.0,23.0,9.0,3.0,9.0,13.0,15.0,27.0,,6.0,3.0,6.0,1.0,,,90.0,66.0,7.0,24.0,0.0874573,0,,30,5.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
11407421,home,Salernitana,Federico Fazio,federico-fazio,F. Fazio,D,195,373,M,27569,EUR,542937600,D,17,17,False,26.0,20.0,5.0,3.0,12.0,16.0,8.0,10.0,3.0,4.0,5.0,3.0,,,,83.0,36.0,7.2,6.0,0.0220481,0,,,,,,,,,,1.0,1.0,,,True,2.0,1.0,,,,,,,,,,,,,,,,,,
11407421,home,Salernitana,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,189,301,M,224456,EUR,710121600,D,23,23,False,39.0,29.0,7.0,1.0,23.0,26.0,6.0,13.0,2.0,3.0,2.0,6.0,,,,90.0,48.0,6.4,11.0,0.00614958,1,,23,,,3.0,4.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.0317,,,,,,,,,,,,,,,
11407421,home,Salernitana,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,178,1470,M,897594,EUR,944784000,D,3,3,False,37.0,27.0,4.0,,12.0,14.0,15.0,26.0,,4.0,2.0,5.0,,,,90.0,61.0,6.5,22.0,0.00563572,1,,12,3.0,,,3.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,1.0,1.0,,0.0145,1.0,,,,,,,,,,,,,,
11407421,home,Salernitana,Lassana Coulibaly,coulibaly-lassana,L. Coulibaly,M,183,2761,M,804621,EUR,829094400,M,18,18,False,20.0,17.0,,,3.0,4.0,14.0,16.0,2.0,5.0,2.0,1.0,1.0,,,76.0,29.0,6.7,7.0,0.00992512,0,,29,,,1.0,4.0,1.0,3.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
11407421,home,Salernitana,Giulio Maggiore,giulio-maggiore,G. Maggiore,M,184,222,M,848185,EUR,889660800,M,25,25,False,41.0,37.0,8.0,5.0,19.0,20.0,18.0,21.0,2.0,6.0,2.0,13.0,4.0,,,90.0,53.0,7.0,5.0,0.012624,0,,18,,,2.0,3.0,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11407421,home,Salernitana,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,179,526,M,791566,EUR,886118400,M,20,20,False,22.0,16.0,2.0,1.0,2.0,4.0,14.0,19.0,,1.0,,6.0,,,,55.0,28.0,6.7,9.0,0.0252979,0,,28,1.0,,,3.0,,,,1.0,,2.0,2.0,,1.0,,,3.0,,,,,,,,,,,,,,,,
11407421,home,Salernitana,Antonio Candreva,antonio-candreva,A. Candreva,F,180,936,M,27982,EUR,541468800,M,87,87,False,22.0,19.0,1.0,1.0,6.0,7.0,14.0,26.0,,,,4.0,,,,76.0,42.0,7.2,14.0,0.0377945,3,,87,11.0,1.0,,1.0,1.0,,,,,,1.0,,,,3.0,,0.1606,,,,1.0,,,,,,,,,,,
11407421,home,Salernitana,Jovane Cabral,jovane-cabral,J. Cabral,F,176,1128,M,845802,EUR,897782400,M,21,21,False,17.0,11.0,3.0,2.0,3.0,3.0,8.0,15.0,,4.0,,1.0,,,,56.0,31.0,6.9,10.0,0.0203591,1,,11,1.0,,2.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,0.0213,,,,,,,,,,,,,,,
