match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_fouls,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_wonTackle,stat_dispossessed,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_clearanceOffLine
10433815,home,Ümraniyespor,Orkun Özdemir,,,orkun-ozdemir,O. Özdemir,G,190,20,M,953335,EUR,798595200,G,13,13,False,32.0,20.0,21.0,9.0,14.0,16.0,6.0,16.0,1.0,1.0,1.0,11.0,1.0,2.0,2.0,2.0,90.0,45.0,6.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433815,home,Ümraniyespor,Valentin Gheorghe,,,gheorghe-valentin,V. Gheorghe,M,175,86,M,845365,EUR,855878400,D,7,7,False,10.0,6.0,1.0,,3.0,6.0,3.0,4.0,,,,1.0,1.0,,,,45.0,19.0,5.5,6.0,1,11,1.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10433815,home,Ümraniyespor,Tomislav Glumac,,,tomislav-glumac,T. Glumac,D,194,39,M,93736,EUR,674179200,D,44,44,False,42.0,36.0,8.0,6.0,32.0,37.0,4.0,5.0,3.0,6.0,8.0,3.0,,,,,90.0,58.0,6.8,6.0,1,44,3.0,3.0,,,,,True,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10433815,home,Ümraniyespor,Alexandru Epureanu,,,alexandru-epureanu,A. Epureanu,D,187,54,,18577,EUR,528163200,D,24,24,False,49.0,44.0,6.0,5.0,39.0,43.0,5.0,6.0,5.0,6.0,3.0,4.0,,,,,90.0,56.0,7.1,5.0,0,6,2.0,3.0,,,,2.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
10433815,home,Ümraniyespor,Onur Ayık,,,onur-ayik,O. Ayık,F,183,5,M,67140,EUR,633484800,D,11,11,False,16.0,14.0,2.0,1.0,7.0,8.0,8.0,13.0,1.0,3.0,2.0,3.0,,,,,78.0,35.0,6.8,8.0,0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,5.0,1.0,1.0,,,,,,,,,,
10433815,home,Ümraniyespor,Geraldo,,,geraldo,Geraldo,M,170,192,M,244089,EUR,690854400,M,29,29,False,20.0,15.0,1.0,1.0,6.0,8.0,9.0,13.0,,4.0,,5.0,3.0,,,,58.0,36.0,6.2,14.0,1,29,1.0,7.0,1.0,2.0,,3.0,,,1.0,,1.0,2.0,,,1.0,,,2.0,1.0,,,,,,,,
10433815,home,Ümraniyespor,Isaac Sackey,,,isaac-sackey,I. Sackey,M,190,64,M,292965,EUR,765417600,M,5,5,False,36.0,33.0,3.0,2.0,21.0,22.0,12.0,14.0,1.0,3.0,2.0,7.0,1.0,,,,71.0,46.0,6.7,4.0,0,,,3.0,3.0,1.0,,,,,,2.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,
10433815,home,Ümraniyespor,Serkan Göksu,,,serkan-goksu,S. Göksu,M,182,8,M,595044,EUR,737769600,M,8,8,False,53.0,45.0,7.0,3.0,26.0,29.0,19.0,24.0,1.0,10.0,2.0,8.0,2.0,,,,90.0,72.0,6.7,11.0,0,8,1.0,11.0,5.0,,,4.0,,,,1.0,6.0,3.0,,,,,5.0,1.0,,,,,,,,,
10433815,home,Ümraniyespor,Jesse Sekidika,,,jesse-sekidika,J. Sekidika,M,174,285,M,840663,EUR,837302400,M,77,77,False,23.0,18.0,1.0,1.0,6.0,6.0,14.0,22.0,3.0,5.0,2.0,6.0,3.0,,,,90.0,48.0,7.8,12.0,5,70,,4.0,,2.0,2.0,3.0,,,1.0,1.0,,,,3.0,5.0,2.0,,1.0,2.0,1.0,2.0,2.0,,,,,
10433815,home,Ümraniyespor,Umut Nayir,,,mehmet-umut-nayir,U. Nayir,F,191,738,M,284767,EUR,741225600,F,18,18,False,29.0,21.0,2.0,1.0,5.0,6.0,16.0,23.0,12.0,15.0,1.0,3.0,2.0,,,,90.0,40.0,10.0,11.0,3,18,8.0,8.0,,1.0,,,,,,,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,1.0,,,
