match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_penaltyConceded,captain,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_penaltyWon,stat_hitWoodwork
10389923,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,30.0,18.0,20.0,8.0,15.0,18.0,3.0,12.0,9.0,2.0,1.0,1.0,1.0,90.0,39.0,6.5,13.0,0.0,0.0,0.00128376,0,0.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389923,home,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,2,176,4314,M,991200,EUR,872812800,D,24,24,False,41.0,37.0,4.0,2.0,24.0,27.0,13.0,14.0,5.0,,,,,90.0,55.0,6.6,7.0,0.0,0.0,0.00490366,0,,,,gedeon_K2,3.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10389923,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,42.0,31.0,8.0,2.0,25.0,32.0,7.0,11.0,4.0,,,,,90.0,65.0,8.1,11.0,0.0,0.0,0.224179,0,,,,,6.0,11.0,7.0,15.0,,12.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10389923,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,25,177,29,M,99945,EUR,624412800,D,25,25,False,43.0,34.0,8.0,4.0,19.0,22.0,15.0,21.0,4.0,,,,,90.0,51.0,6.9,9.0,0.0,0.0,0.00336178,0,,,,,,1.0,,3.0,,4.0,2.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
10389923,home,Lorient,Yoann Cathline,cathline-yoann,Y. Cathline,M,10,176,521,M,1105700,EUR,1027296000,M,22,22,False,22.0,15.0,,,8.0,11.0,7.0,12.0,4.0,,,,,70.0,43.0,5.9,14.0,0.0,0.0,0.0035395,0,,,,,1.0,,7.0,5.0,,1.0,,1.0,,1.0,,,,1.0,,3.0,1.0,,3.0,4.0,2.0,1.0,,,,,,,,,,,,
10389923,home,Lorient,Bonke Innocent,bonke-innocent,B. Innocent,M,,180,154,M,587402,EUR,822096000,M,8,8,False,20.0,17.0,3.0,1.0,10.0,11.0,7.0,9.0,2.0,,,,,57.0,26.0,6.6,3.0,0.0,0.0,0.00473504,0,,,,,4.0,,6.0,3.0,1.0,1.0,2.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389923,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,19,19,False,47.0,42.0,5.0,3.0,30.0,31.0,12.0,16.0,10.0,,,,,90.0,62.0,6.7,6.0,0.0,0.0,0.00697066,0,,,,,3.0,2.0,10.0,6.0,4.0,5.0,3.0,,,,,,1.0,2.0,1.0,1.0,2.0,,1.0,,,,True,,,,,,,,,,,
10389923,home,Lorient,Darlin Yongwa,darlin-yongwa,D. Yongwa,D,44,177,1325,M,998241,EUR,969580800,M,12,12,False,18.0,13.0,,,5.0,6.0,8.0,12.0,3.0,,,,,85.0,43.0,6.1,14.0,0.0299,0.1816,0.0183897,1,,,,,,,9.0,5.0,1.0,,2.0,2.0,,,,,,,2.0,2.0,1.0,,2.0,6.0,1.0,,,1.0,1.0,,,,,,,,,
10389923,home,Lorient,Romain Faivre,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,F,14,14,False,34.0,30.0,2.0,1.0,15.0,17.0,16.0,18.0,4.0,,,,,90.0,49.0,7.0,9.0,0.0,0.0,0.159218,0,,,,,,,5.0,6.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,2.0,4.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
10389923,home,Lorient,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,F,80,80,False,34.0,27.0,2.0,1.0,14.0,17.0,13.0,21.0,4.0,,,,,90.0,71.0,7.1,21.0,0.0145,0.0,0.0932673,1,,,,,,,8.0,13.0,1.0,,5.0,4.0,,4.0,,,,,2.0,4.0,2.0,2.0,,9.0,4.0,,,,,1.0,,,,,,,,
