match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_clearanceOffLine,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_blockedScoringAttempt,player_sofascoreId,stat_goalAssist,stat_saves
11451114,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,1,1,False,27.0,20.0,11.0,4.0,18.0,20.0,2.0,7.0,1.0,10.0,1.0,1.0,90.0,36.0,6.9,7.0,0.0,0.0,0.00165237,0,0.4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451114,home,Antalyaspor,Bünyamin Balcı,,,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,23.0,16.0,3.0,1.0,11.0,15.0,5.0,8.0,1.0,3.0,,,76.0,31.0,6.5,10.0,0.0,0.0,0.0207908,0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11451114,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,31.0,23.0,10.0,4.0,17.0,19.0,6.0,12.0,3.0,2.0,,,90.0,41.0,7.1,8.0,0.0,0.0,0.00248554,0,,1.0,3.0,,1.0,1.0,,1.0,,True,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11451114,home,Antalyaspor,Ömer Toprak,,,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,44.0,37.0,6.0,3.0,32.0,36.0,5.0,8.0,8.0,4.0,,,90.0,56.0,7.4,8.0,0.0,0.0,0.00138309,0,,3.0,5.0,,,,,,,,,1.0,1.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,
11451114,home,Antalyaspor,Güray Vural,,,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,48.0,42.0,4.0,2.0,26.0,29.0,18.0,26.0,1.0,8.0,,,90.0,82.0,7.4,15.0,0.0,0.0,0.10304,0,,3.0,1.0,1.0,,,,,,,4.0,1.0,1.0,1.0,,1.0,3.0,7.0,2.0,1.0,1.0,,,,,,,,,,
11451114,home,Antalyaspor,Erdal Rakip,,,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,21.0,15.0,4.0,1.0,5.0,7.0,10.0,14.0,,7.0,,,90.0,32.0,7.1,7.0,0.0,0.0,0.0178395,0,,7.0,8.0,1.0,,,1.0,4.0,1.0,,3.0,3.0,3.0,2.0,4.0,,1.0,,,,,,,,,,,,,,
11451114,home,Antalyaspor,Dario Šarić,,,dario-saric,D. Šarić,M,88,180,555,M,848385,EUR,864950400,M,8,8,False,49.0,38.0,3.0,2.0,20.0,23.0,18.0,27.0,1.0,9.0,,,90.0,66.0,7.1,17.0,0.0352,0.0,0.0552457,1,,7.0,5.0,1.0,5.0,3.0,2.0,3.0,1.0,,1.0,,,1.0,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,
11451114,home,Antalyaspor,Sagiv Jehezkel,Sagiv,Jehezkel,sagiv-jehezkel,S. Jehezkel,D,11,184,114,M,1513792,EUR,795744000,M,29,29,False,16.0,10.0,1.0,,5.0,6.0,5.0,12.0,1.0,5.0,,,60.0,33.0,8.0,14.0,0.3574,0.7145,0.0204019,2,,8.0,1.0,,2.0,,,3.0,2.0,,1.0,1.0,,,,,1.0,2.0,,3.0,,,,2.0,2.0,,,,,,
11451114,home,Antalyaspor,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180,186,M,220155,EUR,732931200,M,22,22,False,25.0,18.0,1.0,1.0,8.0,10.0,10.0,15.0,,7.0,,,89.0,44.0,7.4,10.0,0.2506,0.4172,0.0156219,3,,3.0,7.0,,1.0,1.0,1.0,3.0,,,4.0,4.0,3.0,,1.0,,3.0,,,,,,2.0,1.0,,1.0,1.0,,,,
11451114,home,Antalyaspor,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,10,10,False,33.0,27.0,,,13.0,13.0,14.0,22.0,,5.0,,,89.0,51.0,6.5,13.0,0.0382,0.0,0.0405531,1,,9.0,4.0,1.0,4.0,1.0,1.0,3.0,,,,2.0,,,,1.0,,2.0,,2.0,,,,,,,,1.0,,,
