match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_errorLeadToAGoal,stat_aerialLost,stat_wonTackle,stat_accurateCross,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_totalOffside,stat_fouls,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyConceded,stat_punches,stat_penaltyWon,stat_penaltyMiss
11450200,home,Çaykur Rizespor,Tarık Çetin,tarik-cetin,T. Çetin,G,13,193.0,862,M,913985,EUR,852681600,G,1,1,False,True,25.0,20.0,4.0,0.0,20.0,23.0,2.0,10.0,2.0,2.0,1.0,1.0,4.0,90.0,37.0,7.7,5.0,6.719e-05,0,0.5493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450200,home,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178.0,238,M,1394729,EUR,972172800,D,37,37,False,,57.0,48.0,9.0,1.0,27.0,29.0,30.0,6.0,,,,,,90.0,77.0,7.4,14.0,0.127388,0,,Taha Sahin,,4.0,21.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11450200,home,Çaykur Rizespor,Husniddin Alikulov,alikulov-husniddin,H. Alikulov,D,2,186.0,2627,M,1121174,EUR,923184000,D,2,2,False,,78.0,68.0,6.0,0.0,58.0,61.0,17.0,4.0,,,,,,90.0,84.0,6.1,10.0,0.00524664,0,,,,1.0,10.0,,,4.0,,,,,1.0,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11450200,home,Çaykur Rizespor,Seyfettin Anıl Yaşar,seyfettin-anil-yasar,S. A. Yaşar,D,16,192.0,26,M,999646,EUR,1025481600,D,16,16,False,,76.0,71.0,3.0,0.0,65.0,66.0,10.0,2.0,,,,,,90.0,78.0,6.7,5.0,0.00334374,0,,,,1.0,6.0,,1.0,2.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11450200,home,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183.0,148,M,281233,EUR,785289600,D,5,5,False,,28.0,25.0,4.0,0.0,11.0,13.0,19.0,5.0,,,,,,72.0,51.0,7.3,7.0,0.097737,0,,,,3.0,15.0,4.0,1.0,6.0,1.0,,,,4.0,,,,2.0,,,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
11450200,home,Çaykur Rizespor,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,53,185.0,480,M,36465,EUR,699148800,M,6,6,False,,49.0,39.0,17.0,0.0,24.0,25.0,27.0,5.0,,,,,,61.0,58.0,6.4,19.0,0.00937763,0,,Jonjo,Shelvey,8.0,15.0,3.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11450200,home,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,10,178.0,461,M,1008173,EUR,880934400,M,10,10,False,,52.0,45.0,3.0,0.0,23.0,23.0,30.0,4.0,,,,,,90.0,79.0,7.2,13.0,0.0236423,0,,,,2.0,22.0,1.0,6.0,8.0,1.0,4.0,2.0,,3.0,1.0,1.0,,2.0,,1.0,3.0,,,3.0,3.0,,2.0,,,,,,,,,,,,
11450200,home,Çaykur Rizespor,Benhur Keser,benhur-keser,B. Keser,M,77,185.0,37,M,899402,EUR,846547200,M,7,7,False,,18.0,16.0,1.0,2.0,9.0,9.0,10.0,2.0,,,,,,67.0,27.0,8.5,4.0,0.681821,1,,,,1.0,8.0,1.0,4.0,2.0,,2.0,,2.0,1.0,,2.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.2022,0.6068,,,,,,,
11450200,home,Çaykur Rizespor,Dal Varešanović,dal-varesanovic,D. Varešanović,M,53,177.0,341,M,979109,EUR,990576000,M,8,8,False,,23.0,18.0,2.0,1.0,7.0,8.0,16.0,4.0,,,,,,67.0,42.0,8.9,12.0,0.607399,2,,,,,11.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,,3.0,1.0,,1.0,,,,,,1.0,3.0,,,1.0,2.0,2.0,1.1676,1.8507,,,,,,,
11450200,home,Çaykur Rizespor,Altin Zeqiri,zeqiri-altin,A. Zeqiri,M,77,185.0,141,M,991742,EUR,963878400,M,77,77,False,,11.0,9.0,1.0,0.0,2.0,2.0,11.0,1.0,,,,,,61.0,20.0,6.7,8.0,0.270695,0,,,,1.0,8.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,
11450200,home,Çaykur Rizespor,Adolfo Gaich,adolfo-gaich,A. Gaich,F,19,189.0,842,M,940692,EUR,919987200,F,9,9,False,,11.0,11.0,2.0,0.0,4.0,4.0,7.0,4.0,,,,,,90.0,21.0,8.3,1.0,0.00873048,3,,,,2.0,7.0,,3.0,3.0,,,,,2.0,1.0,,,1.0,,2.0,1.0,,,,1.0,1.0,1.0,,2.0,2.0,1.7172,1.3957,1.0,1.0,,,,,
11450200,home,Çaykur Rizespor,Mithat Pala,mithat-pala,M. Pala,D,54,172.0,57,M,1016393,EUR,966297600,M,54,54,True,,26.0,25.0,1.0,0.0,10.0,10.0,16.0,,,,,,,29.0,28.0,6.7,1.0,0.017695,0,,,,1.0,15.0,,2.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,
11450200,home,Çaykur Rizespor,Martin Minchev,minchev-martin,M. Minchev,F,17,184.0,403,M,878699,EUR,987897600,F,89,89,True,,11.0,10.0,2.0,0.0,2.0,2.0,10.0,,,,,,,29.0,16.0,6.7,2.0,0.00843735,0,,,,2.0,8.0,1.0,3.0,1.0,,,,,1.0,,,,1.0,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,
