match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_goalAssist,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,captain,stat_totalCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_goalsPrevented,stat_shotOffTarget,stat_accurateCross
10390116,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,35.0,24.0,10.0,1.0,23.0,27.0,1.0,8.0,7.0,1.0,90.0,39.0,6.8,11.0,0.0,0.0,0.00026536,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Birger Meling,birger-meling,B. Meling,D,24,172,241,M,606530,EUR,787622400,D,25,25,False,42.0,39.0,6.0,5.0,24.0,26.0,15.0,16.0,4.0,,90.0,60.0,7.2,5.0,0.0,0.0,0.00714416,0,,,2.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Joe Rodon,rodon-joe,J. Rodon,D,6,193,1190,M,828640,EUR,877478400,D,2,2,False,100.0,97.0,6.0,4.0,69.0,70.0,28.0,30.0,6.0,,90.0,105.0,7.1,3.0,0.0,0.0,0.0117673,0,,,5.0,4.0,1.0,2.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,116.0,109.0,3.0,,86.0,88.0,23.0,28.0,5.0,,83.0,128.0,7.4,9.0,0.0,0.0,0.00880467,0,,,1.0,7.0,,6.0,,,,1.0,,4.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176,1506,M,999028,EUR,1006214400,D,3,3,False,69.0,57.0,3.0,1.0,35.0,37.0,22.0,32.0,5.0,,90.0,100.0,7.2,19.0,0.0,0.0,0.0116787,0,,,5.0,6.0,,3.0,,,1.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,
10390116,home,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,33.0,25.0,2.0,1.0,13.0,15.0,12.0,21.0,,,90.0,45.0,6.5,14.0,0.1149,0.0,0.0266777,2,,,4.0,2.0,,1.0,,,1.0,2.0,2.0,1.0,,,1.0,,,,,,True,3.0,2.0,1.0,1.0,,,,,,,
10390116,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,False,66.0,56.0,10.0,5.0,27.0,29.0,29.0,37.0,4.0,,90.0,72.0,6.7,10.0,0.0276,0.0,0.0115601,1,,,2.0,3.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,
10390116,home,Stade Rennais,Flavien Tait,flavien-tait,F. Tait,M,,175,102,M,312388,EUR,728611200,M,20,20,False,47.0,41.0,2.0,2.0,22.0,22.0,19.0,25.0,6.0,,68.0,54.0,7.3,8.0,0.0,0.0,0.180058,0,,,2.0,4.0,,,,1.0,2.0,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,
10390116,home,Stade Rennais,Désiré Doué,desire-doue,D. Doué,F,14,181,91970,M,1154605,EUR,1117756800,F,33,33,False,21.0,18.0,1.0,,9.0,10.0,9.0,12.0,3.0,,83.0,40.0,8.4,9.0,0.3424,0.4432,0.343155,1,Désiré Doué,,6.0,6.0,1.0,,,2.0,,,4.0,1.0,1.0,1.0,3.0,1.0,,5.0,4.0,2.0,,1.0,,,,1.0,DD14,1.0,1.0,,,
10390116,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,19,19,False,16.0,12.0,1.0,1.0,2.0,2.0,10.0,14.0,1.0,,83.0,27.0,8.3,9.0,0.6416,0.6326,0.0116649,2,,,5.0,4.0,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,3.0,1.0,1.0,,,,,,,amine_gouiri,2.0,2.0,,,
10390116,home,Stade Rennais,Karl Toko Ekambi,karl-toko-ekambi,K. Toko Ekambi,F,9,183,3852,M,842931,EUR,716428800,F,17,17,False,18.0,11.0,,,3.0,7.0,8.0,11.0,2.0,,75.0,23.0,6.6,9.0,0.0,0.0,0.0087091,0,,,3.0,2.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,karltokoekambi,,,,,
10390116,home,Stade Rennais,Lesley Ugochukwu,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,1048916,EUR,1080259200,M,6,6,True,9.0,8.0,,,8.0,8.0,,1.0,1.0,,22.0,10.0,6.5,1.0,0.0,0.0,0.0001736,0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,l.ugochukwu8,,,,,
10390116,home,Stade Rennais,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,934386,EUR,1022457600,F,11,11,True,2.0,1.0,,,1.0,1.0,,1.0,,,15.0,4.0,6.4,2.0,0.0,0.0,3.961e-05,0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,Dokss,,,,,
10390116,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,18,18,True,6.0,6.0,,,4.0,4.0,2.0,2.0,,,8.0,6.0,6.5,,0.0,0.0,0.00035363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,1002033,EUR,1034812800,D,31,31,True,4.0,4.0,,,3.0,3.0,1.0,1.0,,,8.0,4.0,6.5,,0.0,0.0,0.0002212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Alan Do Marcolino,do-marcolino-alan,A. D. Marcolino,F,,194,170,M,1381229,EUR,1016496000,F,41,41,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,8.0,2.0,6.5,,0.0,0.0,0.00024848,0,Alan Do Marcolino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Doğan Alemdar,dogan-alemdar,D. Alemdar,G,80,192,620,M,947874,EUR,1035849600,G,1,1,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Leo Rouille,leo-rouille,L. Rouille,D,3,176,14,M,1467721,EUR,1076284800,D,39,39,True,,,,,,,,,,,,,,,,0.0,,0,Leo Rouille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390116,home,Stade Rennais,Gabriel Tutu,gabriel-tutu,G. Tutu,F,20,188,74,M,1445623,EUR,1075334400,D,38,38,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390116,away,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,13.0,11.0,2.0,,11.0,12.0,,1.0,2.0,,90.0,15.0,5.7,2.0,0.0,0.0,1.941e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9242,,
