match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wonTackle,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_aerialLost,stat_challengeLost,stat_unsuccessfulTouch,stat_totalOffside,stat_errorLeadToAShot,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12437605,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,1,1,False,38.0,30.0,12.0,4.0,0.0,29.0,30.0,1.0,8.0,1.0,6.0,1.0,1.0,1.0,90.0,44.0,6.6,8.0,0.00011784,0,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437605,home,Real Betis,Youssouf Sabaly,,,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,111803,EUR,731289600,D,23,23,False,28.0,23.0,1.0,,0.0,12.0,15.0,11.0,15.0,2.0,2.0,,,,90.0,48.0,7.0,7.0,0.0130409,2,,youssouf_sabaly23,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.1104,1.0,,,,,,,,,,,,,,,,,,,,,
12437605,home,Real Betis,Marc Bartra,,,marc-bartra,M. Bartra,D,5,183,1917,M,99519,EUR,663897600,D,5,5,False,44.0,38.0,12.0,7.0,0.0,34.0,36.0,4.0,8.0,2.0,3.0,,,,90.0,58.0,7.6,8.0,0.0089912,1,,,,1.0,,,3.0,2.0,1.0,,0.1674,,1.0,1.0,1.0,1.0,1.0,1.0,0.45,,,,,,,,,,,,,,
12437605,home,Real Betis,Diego Llorente,,,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,3,3,False,53.0,44.0,9.0,3.0,0.0,41.0,45.0,3.0,8.0,2.0,3.0,,,,90.0,63.0,6.9,9.0,0.00197224,0,,,,2.0,,,5.0,1.0,,2.0,,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,
12437605,home,Real Betis,Romain Perraud,,,romain-perraud,R. Perraud,D,15,173,596,M,827519,EUR,874886400,D,15,15,False,25.0,16.0,5.0,1.0,0.0,11.0,14.0,5.0,12.0,5.0,7.0,1.0,,,90.0,53.0,6.3,15.0,0.00681203,2,,,1.0,9.0,1.0,1.0,4.0,1.0,2.0,2.0,0.089,,,2.0,,,,1.0,,3.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,
12437605,home,Real Betis,William Carvalho,,,william-carvalho,W. Carvalho,M,41,187,1602,M,137978,EUR,702604800,M,14,14,False,34.0,31.0,3.0,2.0,0.0,17.0,19.0,14.0,16.0,2.0,3.0,,,,77.0,44.0,6.9,6.0,0.016218,2,,,1.0,2.0,,1.0,,1.0,1.0,,0.1416,,1.0,1.0,1.0,,1.0,1.0,0.1481,1.0,,,,,,,,,,,,,
12437605,home,Real Betis,Marc Roca,,,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,21,21,False,18.0,14.0,3.0,2.0,0.0,8.0,11.0,6.0,7.0,,2.0,,,,77.0,23.0,6.7,4.0,0.00150976,0,,,,,,,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12437605,home,Real Betis,Pablo Fornals,,,pablo-fornals,P. Fornals,M,8,178,2735,M,816763,EUR,824947200,M,18,18,False,21.0,15.0,,,0.0,4.0,5.0,11.0,16.0,1.0,3.0,,,,59.0,29.0,6.6,9.0,0.0397455,2,,,,3.0,1.0,1.0,,2.0,1.0,1.0,0.0967,2.0,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,,,,,,,
12437605,home,Real Betis,Nabil Fekir,,,nabil-fekir,N. Fekir,M,20,173,3513,M,337671,EUR,742953600,M,8,8,False,27.0,25.0,1.0,1.0,1.0,6.0,6.0,23.0,28.0,6.0,2.0,3.0,,,90.0,50.0,7.9,10.0,0.667958,2,,NabilFekir,7.0,5.0,2.0,,,,3.0,1.0,0.0415,5.0,,2.0,,,,2.0,,1.0,,,1.0,2.0,,,True,4.0,1.0,,,,
12437605,home,Real Betis,Juanmi,,,juanmi,Juanmi,F,7,169,648,M,96369,EUR,737856000,M,7,7,False,9.0,7.0,1.0,1.0,0.0,4.0,4.0,3.0,5.0,7.0,3.0,1.0,,,59.0,30.0,7.2,8.0,0.0348167,1,,,,6.0,1.0,,2.0,1.0,3.0,1.0,0.1048,1.0,2.0,2.0,,,,2.0,,2.0,1.0,,2.0,3.0,,,,,1.0,,,,
12437605,home,Real Betis,Aitor Ruibal,,,aitor-ruibal,A. Ruibal,D,24,176,879,M,893062,EUR,827452800,F,24,24,False,16.0,11.0,,,0.0,1.0,4.0,10.0,12.0,1.0,3.0,,,,70.0,26.0,6.5,10.0,0.0346449,3,,,,4.0,1.0,1.0,,,1.0,1.0,0.3712,2.0,,3.0,1.0,,,,0.1804,,,,,2.0,,,,,,1.0,,,
12437605,home,Real Betis,Rodri Sánchez,,,rodri-sanchez,R. Sánchez,M,10,175,565,M,1031421,EUR,958435200,M,17,17,True,13.0,10.0,1.0,1.0,0.0,3.0,4.0,7.0,10.0,2.0,5.0,1.0,,,31.0,28.0,6.7,9.0,0.0351305,1,,,1.0,5.0,,,1.0,1.0,1.0,1.0,0.1438,,,1.0,1.0,,,1.0,0.5822,2.0,,,1.0,2.0,,,,,,,,,
12437605,home,Real Betis,Abdessamad Ezzalzouli,,,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,F,10,10,True,9.0,8.0,,,0.0,4.0,4.0,4.0,5.0,7.0,2.0,,,,31.0,21.0,7.0,4.0,0.0043726,0,,ez_abde,,2.0,,,,1.0,3.0,,,,1.0,1.0,,,,2.0,,4.0,3.0,,,1.0,,,,,,,,,
