match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_totalContest,stat_wasFouled,stat_aerialWon,player_sofascoreId,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,captain,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_goalAssist
10408419,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,36.0,18.0,25.0,7.0,11.0,12.0,7.0,24.0,1.0,14.0,1.0,2.0,3.0,1.0,90.0,46.0,6.7,18.0,0.0,0.0,0.00282754,0,-0.2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,24.0,21.0,,,8.0,10.0,13.0,15.0,1.0,3.0,,,,,90.0,38.0,6.6,7.0,0.0,0.0,0.0460231,0,,1.0,3.0,9.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Abdul Mumin,,,abdul-mumin,A. Mumin,D,16,188,1245,M,846147,EUR,897091200,D,16,16,False,36.0,31.0,8.0,4.0,22.0,22.0,9.0,14.0,2.0,2.0,,,,,90.0,50.0,6.6,8.0,0.0,0.0,0.00946172,0,,,4.0,6.0,3.0,1.0,2.0,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Alejandro Catena,,,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,5,5,False,29.0,23.0,8.0,3.0,15.0,17.0,8.0,12.0,2.0,5.0,,,,,90.0,37.0,6.6,6.0,0.0,0.0,0.00596459,0,,,,1.0,1.0,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Fran García,,,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,3,3,False,43.0,30.0,7.0,1.0,7.0,10.0,24.0,37.0,5.0,10.0,,,,,90.0,69.0,7.1,18.0,0.0905,0.0365,0.0552818,1,,4.0,,3.0,6.0,2.0,,5.0,4.0,,,1.0,2.0,,,frangarci11,1.0,1.0,1.0,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,6,6,False,47.0,36.0,3.0,3.0,9.0,11.0,27.0,36.0,,3.0,,,,,75.0,53.0,6.6,11.0,0.0,0.0,0.0670192,0,,,2.0,4.0,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,33.0,27.0,5.0,2.0,10.0,11.0,17.0,22.0,2.0,8.0,,,,,90.0,49.0,6.7,7.0,0.0,0.0,0.0266466,0,,,1.0,9.0,7.0,5.0,1.0,5.0,4.0,1.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,37.0,29.0,6.0,2.0,6.0,7.0,25.0,34.0,,9.0,,,,,90.0,65.0,7.9,17.0,0.2019,0.2898,0.38107,3,,4.0,1.0,8.0,12.0,1.0,,2.0,1.0,2.0,3.0,2.0,3.0,8.0,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10408419,home,Rayo Vallecano,Óscar Trejo,,,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,M,8,8,False,34.0,33.0,1.0,1.0,6.0,6.0,27.0,28.0,,6.0,,,,,70.0,56.0,7.0,8.0,0.053,0.0,0.0518473,1,,,,6.0,10.0,3.0,,3.0,1.0,3.0,,,5.0,3.0,,,,4.0,,2.0,,,1.0,,,True,,,,,,
10408419,home,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,19.0,16.0,1.0,1.0,5.0,5.0,11.0,16.0,,4.0,,,,,75.0,37.0,6.8,7.0,0.0393,0.0,0.0256313,1,,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,
10408419,home,Rayo Vallecano,Sergio Camello,,,sergio-camello,S. Camello,F,10,177,1019,M,910024,EUR,981763200,F,34,34,False,23.0,17.0,,,5.0,6.0,12.0,17.0,1.0,3.0,,,,,83.0,41.0,6.6,14.0,0.1541,0.0,0.105964,3,,,3.0,6.0,4.0,1.0,,1.0,,5.0,,,4.0,,,,,3.0,,1.0,,1.0,2.0,,,,,,,,,
10408419,home,Rayo Vallecano,Pathé Ismaël Ciss,,,ismaila-ciss,P. I. Ciss,M,6,183,4735,M,913679,EUR,763776000,M,21,21,True,12.0,8.0,2.0,1.0,2.0,3.0,6.0,9.0,1.0,3.0,,,,,20.0,20.0,6.6,6.0,0.2817,0.1003,0.0175694,1,,,,4.0,5.0,,,1.0,1.0,,2.0,1.0,2.0,,3.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,
10408419,home,Rayo Vallecano,Josep Chavarría,,,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,15,15,True,8.0,4.0,3.0,1.0,1.0,1.0,3.0,7.0,,3.0,,,,,15.0,19.0,6.5,8.0,0.0,0.0,0.0488418,0,,,,2.0,3.0,,1.0,,,1.0,1.0,,2.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Salvi Sánchez,,,salvi-sanchez,S. Sánchez,M,25,175,62,M,811493,EUR,670291200,M,14,14,True,4.0,3.0,,,1.0,1.0,2.0,4.0,1.0,1.0,,,,,15.0,9.0,6.8,2.0,0.0805,0.0,0.0327646,2,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,
10408419,home,Rayo Vallecano,Radamel Falcao,,,radamel-falcao,R. Falcao,F,9,177,11646,M,25682,EUR,508377600,F,9,9,True,6.0,3.0,1.0,,3.0,3.0,,3.0,,1.0,,,,,13.0,14.0,6.1,8.0,0.0,0.0,4.382e-05,0,,,1.0,4.0,1.0,,,,,3.0,1.0,,2.0,,1.0,Falcao,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Diego López,,,diego-lopez,D. López,G,26,196,199,,4697,EUR,373593600,G,13,13,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Mario Hernández,,,mario-hernandez,M. Hernández,D,,177,20,M,900671,EUR,917222400,D,2,2,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Mario Suárez,,,mario-suarez,M. Suárez,D,,185,38,,14046,EUR,541123200,D,4,4,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Esteban Saveljich,,,esteban-saveljich,E. A. Saveljich,D,24,187,42,M,249393,EUR,674697600,D,24,24,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,José Pozo,,,jose-pozo,J. Pozo,M,14,170,128,M,608370,EUR,826848000,M,22,22,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Andrés Martín,,,andres-martin,A. Martín,M,11,178,944,M,922939,EUR,931651200,F,12,12,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408419,home,Rayo Vallecano,Raúl de Tomás,,,raul-de-tomas,R. de Tomás,F,9,181,959,M,138387,EUR,782352000,F,25,25,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408419,away,Osasuna,Aitor Fernández,,,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,25,25,False,40.0,24.0,26.0,10.0,16.0,17.0,8.0,23.0,,16.0,,2.0,2.0,,90.0,49.0,6.4,16.0,0.0,0.0,0.00289075,0,-1.5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
10408419,away,Osasuna,Nacho Vidal,,,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,2,2,False,23.0,19.0,2.0,1.0,9.0,12.0,10.0,12.0,3.0,3.0,,,,,57.0,37.0,6.5,5.0,0.0317,0.0207,0.0210647,1,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
