match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10382096,home,NEC Nijmegen,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,22,22,False,43.0,23.0,30.0,11.0,15.0,21.0,8.0,22.0,1.0,1.0,17.0,1.0,2.0,4.0,7.0,90.0,63.0,7.6,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382096,home,NEC Nijmegen,Bart van Rooij,,,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,36.0,31.0,3.0,3.0,21.0,23.0,10.0,15.0,4.0,2.0,5.0,,,,,90.0,56.0,7.0,10.0,1,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10382096,home,NEC Nijmegen,Iván Márquez,,,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,False,48.0,41.0,5.0,3.0,34.0,36.0,7.0,12.0,3.0,8.0,4.0,,,,,90.0,62.0,7.9,7.0,1,,1.0,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10382096,home,NEC Nijmegen,Calvin Verdonk,,,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,68.0,58.0,9.0,4.0,50.0,53.0,8.0,15.0,4.0,,7.0,,,,,90.0,80.0,7.6,10.0,0,,,1.0,,,2.0,3.0,1.0,1.0,1.0,,,c.verdonk,3.0,1.0,1.0,,,,,,,,,
10382096,home,NEC Nijmegen,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,25.0,19.0,6.0,1.0,10.0,13.0,9.0,18.0,8.0,2.0,4.0,1.0,,,,90.0,57.0,6.9,19.0,0,6.0,1.0,8.0,1.0,,1.0,4.0,3.0,4.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,
10382096,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,27.0,24.0,1.0,1.0,20.0,21.0,4.0,6.0,6.0,1.0,8.0,2.0,,,,90.0,40.0,7.3,4.0,0,,1.0,2.0,,,,3.0,1.0,,,,,,3.0,2.0,3.0,,,1.0,,,,,,
10382096,home,NEC Nijmegen,Lasse Schöne,,,lasse-schone,L. Schöne,M,,178,570,M,10077,EUR,517536000,M,20,20,False,47.0,42.0,6.0,5.0,24.0,25.0,19.0,23.0,6.0,2.0,7.0,3.0,,,,90.0,61.0,7.0,7.0,0,1.0,,4.0,2.0,,,1.0,1.0,2.0,2.0,,,,,,1.0,,2.0,,True,1.0,,,,
10382096,home,NEC Nijmegen,Elayis Tavsan,,,elayis-tavsan,E. Tavsan,F,7,183,301,M,929631,EUR,988588800,M,7,7,False,17.0,15.0,1.0,,9.0,9.0,6.0,9.0,5.0,,3.0,3.0,,,,90.0,33.0,6.6,8.0,3,1.0,,8.0,2.0,,,1.0,1.0,2.0,1.0,1.0,,,,3.0,,1.0,1.0,2.0,,,2.0,,,
10382096,home,NEC Nijmegen,Oussama Tannane,,,oussama-tannane,O. Tannane,F,14,178,2916,M,249435,EUR,764380800,M,14,14,False,41.0,36.0,3.0,2.0,15.0,16.0,23.0,31.0,5.0,,9.0,3.0,,,,89.0,62.0,7.3,14.0,2,6.0,,4.0,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,1.0,,,1.0,,2.0,1.0,1.0,,
10382096,home,NEC Nijmegen,Magnus Mattsson,,,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,11,11,False,15.0,12.0,,,5.0,5.0,7.0,10.0,8.0,1.0,3.0,3.0,,,,68.0,33.0,6.8,8.0,1,,,4.0,1.0,,,2.0,2.0,4.0,3.0,,,,2.0,1.0,,,1.0,3.0,,,1.0,,,
