match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_clearanceOffLine,stat_fouls,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_crossNotClaimed,stat_lastManTackle
12765110,home,Jagiellonia Białystok,Sławomir Abramowicz,,,slawomir-abramowicz,S. Abramowicz,G,50,188,489,M,1152849,EUR,1086739200,G,50,50,False,28.0,16.0,16.0,5.0,0.0,14.0,18.0,2.0,10.0,1.0,7.0,1.0,1.0,1.0,90.0,32.0,6.8,12.0,0.00107804,0,0.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Michal Sáček,,,michal-sacek,M. Sáček,D,61,175,123,M,837203,EUR,843091200,D,16,16,False,60.0,47.0,7.0,3.0,0.0,24.0,29.0,23.0,33.0,2.0,4.0,,,,85.0,80.0,7.0,18.0,0.0155524,0,,2.0,1.0,1.0,4.0,7.0,3.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Dušan Stojinović,,,dusan-stojinovic,D. Stojinović,D,3,185,96,M,925880,EUR,967248000,D,3,3,False,49.0,39.0,8.0,2.0,0.0,35.0,41.0,4.0,8.0,8.0,7.0,,,,90.0,64.0,7.3,12.0,0.00193493,1,,,,5.0,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0122,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Adrián Diéguez,,,adrian-dieguez,A. Diéguez,D,26,188,93,M,851890,EUR,823392000,D,17,17,False,41.0,32.0,9.0,7.0,0.0,29.0,36.0,3.0,5.0,5.0,1.0,,,,90.0,52.0,7.6,9.0,0.00105623,0,,,,3.0,1.0,4.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,João Moutinho,,,joao-moutinho,J. Moutinho,D,4,183,347,M,928431,EUR,884563200,D,44,44,False,50.0,39.0,7.0,3.0,0.0,23.0,29.0,17.0,23.0,2.0,8.0,,,,90.0,71.0,7.1,16.0,0.0186445,1,,2.0,1.0,2.0,3.0,4.0,,1.0,1.0,,1.0,1.0,1.0,,0.0198,,2.0,1.0,1.0,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Jesús Imaz,,,jesus-imaz,J. Imaz,M,11,174,626,M,175177,EUR,654307200,M,11,11,False,40.0,32.0,1.0,1.0,2.0,15.0,16.0,18.0,25.0,1.0,6.0,,,,85.0,51.0,8.8,12.0,0.76674,0,,1.0,,,4.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,1.0,6.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,
12765110,home,Jagiellonia Białystok,Taras Romanczuk,,,taras-romanczuk,T. Romanczuk,M,6,186,490,M,578364,EUR,690076800,M,6,6,False,53.0,43.0,4.0,,0.0,27.0,30.0,16.0,24.0,2.0,5.0,,,,90.0,69.0,7.3,12.0,0.0116503,4,,1.0,3.0,3.0,5.0,5.0,1.0,,1.0,1.0,1.0,1.0,2.0,,0.3436,,1.0,,1.0,,,,,,True,1.0,1.0,1.0,,,,,
12765110,home,Jagiellonia Białystok,Jarosław Kubicki,,,jaroslaw-kubicki,J. Kubicki,M,14,179,124,M,559968,EUR,807753600,M,14,14,False,30.0,25.0,2.0,,0.0,17.0,22.0,8.0,8.0,4.0,4.0,,,,67.0,41.0,7.2,5.0,0.047247,1,,,2.0,,2.0,3.0,,,2.0,2.0,,1.0,,,0.0851,,,,,,,,,,,,1.0,,1.0,,,,
12765110,home,Jagiellonia Białystok,Kristoffer Normann Hansen,,,kristoffer-normann-hansen,K. N. Hansen,M,,180,120,M,230288,EUR,776649600,F,99,99,False,29.0,22.0,4.0,2.0,0.0,13.0,19.0,10.0,12.0,2.0,10.0,,,,90.0,55.0,8.4,16.0,0.0675024,3,,2.0,1.0,1.0,9.0,7.0,3.0,3.0,,,2.0,2.0,1.0,,1.2925,,2.0,1.0,1.0,2.0,7.0,4.0,1.0,,,,,2.0,,2.0,1.4043,,
12765110,home,Jagiellonia Białystok,Afimico Pululu,,,afimico-pululu,A. Pululu,F,10,175,3202,M,886127,EUR,922147200,F,10,10,False,17.0,12.0,,,0.0,4.0,5.0,8.0,12.0,,3.0,,,,79.0,28.0,7.3,11.0,0.0190998,2,,,2.0,1.0,6.0,4.0,,,1.0,1.0,3.0,2.0,1.0,,0.7006,,2.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,0.8698,,
12765110,home,Jagiellonia Białystok,Darko Churlinov,,,darko-churlinov,D. Churlinov,M,17,180,491,M,876345,EUR,963273600,F,21,21,False,22.0,20.0,,,0.0,10.0,11.0,10.0,11.0,,7.0,,,,86.0,35.0,6.7,8.0,0.00712627,2,,,2.0,,7.0,3.0,1.0,1.0,,,2.0,1.0,,,0.1021,,,,,2.0,4.0,2.0,,1.0,,,1.0,1.0,,,0.0768,,
12765110,home,Jagiellonia Białystok,Nené,,,nene,Nené,M,18,184,149,M,364608,EUR,802742400,M,8,8,True,12.0,11.0,,,0.0,9.0,9.0,2.0,3.0,1.0,4.0,,,,23.0,20.0,6.7,3.0,0.00121588,0,,,1.0,,4.0,2.0,,1.0,,,1.0,1.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Lamine Diaby-Fadiga,,,lamine-diaby-fadiga,L. Diaby-Fadiga,F,80,188,824,M,911850,EUR,979862400,F,9,9,True,3.0,1.0,,,0.0,,1.0,1.0,2.0,,1.0,,,,11.0,7.0,6.7,3.0,0.00062804,0,,,2.0,1.0,3.0,3.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Tomás Silva,,,tomas-silva,Tomás,D,10,172,137,M,1176102,EUR,939945600,M,82,82,True,6.0,5.0,,,0.0,3.0,4.0,2.0,2.0,,,,,,10.0,8.0,6.7,1.0,0.00791672,0,,,,1.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Peter Kováčik,,,peter-kovacik,P. Kováčik,M,77,177,224,M,1031562,EUR,1007164800,M,22,22,True,8.0,5.0,2.0,,0.0,5.0,8.0,,,1.0,1.0,,,,10.0,10.0,6.5,3.0,1.246e-05,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Marcin Listkowski,,,listkowski-marcin,M. Listkowski,F,10,178,280,M,796673,EUR,887068800,F,29,29,True,3.0,2.0,1.0,,0.0,1.0,1.0,1.0,2.0,,,,,,9.0,5.0,6.6,2.0,0.00026943,0,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Max Stryjek,,,max-stryjek,M. Stryjek,G,1,188,209,M,814808,EUR,837648000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Miłosz Piekutowski,Milosz Piekutowski,,milosz-piekutowski,M. Piekutowski,G,22,188,231,M,1390323,EUR,1147046400,G,66,66,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Jetmir Haliti,,,jetmir-haliti,J. Haliti,D,,188,51,M,930636,EUR,842659200,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Cezary Polak,,,cezary-polak,C. Polak,D,5,184,147,M,1144613,EUR,1054339200,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Miguel Villar Miki,,,miguel-villar-miki,Miki,M,23,173,96,M,950032,EUR,843091200,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Aurélien Nguiamba,Aurélien,Nguiamba,aurelien-nguiamba,A. Nguiamba,M,10,179,90,M,826206,EUR,916531200,M,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765110,home,Jagiellonia Białystok,Alan Rybak,,,rybak-alan,A. Rybak,F,9,178,103,M,1508052,EUR,1164931200,F,51,51,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765110,away,Molde FK,Albert Posiadała,Albert Posiadala,,albert-posiadala,A. Posiadała,G,22,191,262,M,1164914,EUR,1046131200,G,22,22,False,25.0,15.0,12.0,2.0,0.0,13.0,15.0,2.0,10.0,,8.0,1.0,1.0,1.0,90.0,32.0,5.9,10.0,0.00033394,0,-0.6492,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,
12765110,away,Molde FK,Halldor Stenevik,,,halldor-stenevik,H. Stenevik,M,18,183,38,M,823994,EUR,949449600,D,18,18,False,28.0,21.0,1.0,,0.0,6.0,7.0,15.0,22.0,5.0,4.0,,,,61.0,38.0,6.9,8.0,0.0204373,0,,1.0,1.0,,3.0,2.0,,,2.0,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,
12765110,away,Molde FK,Isak Helstad Amundsen,,,isak-helstad-amundsen,I. H. Amundsen,D,6,190,36,M,1019012,EUR,939859200,D,26,26,False,60.0,56.0,7.0,5.0,0.0,24.0,24.0,32.0,36.0,2.0,5.0,,,,90.0,69.0,6.3,6.0,0.0174605,0,,,1.0,2.0,5.0,4.0,1.0,,1.0,,1.0,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,
12765110,away,Molde FK,Martin Bjørnbak,,,martin-bjornbak,M. Bjørnbak,D,15,193,25,M,150902,EUR,701222400,D,2,2,False,82.0,75.0,7.0,2.0,0.0,48.0,51.0,27.0,31.0,4.0,4.0,,,,90.0,93.0,7.1,7.0,0.0160286,0,,,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,,,,1.0,,1.0,,,,,,,,,True,,,,,,,,
12765110,away,Molde FK,Anders Hagelskjær,,,anders-hagelskjaer,A. Hagelskjær,D,45,187,62,M,842358,EUR,856051200,D,25,25,False,73.0,67.0,7.0,4.0,0.0,29.0,30.0,38.0,44.0,3.0,5.0,,,,86.0,90.0,6.6,10.0,0.0336577,0,,1.0,,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,3.0,,,,2.0,1.0,,,,,,,,,,,
12765110,away,Molde FK,Mathias Løvik,,,lovik-mathias-fjortoft,M. F. Løvik,M,14,183,462,M,1133715,EUR,1070668800,D,31,31,False,47.0,38.0,5.0,2.0,0.0,16.0,17.0,23.0,38.0,2.0,10.0,,,,90.0,76.0,7.7,19.0,0.111856,0,,8.0,1.0,2.0,3.0,10.0,1.0,,1.0,1.0,2.0,2.0,,1.0,,,,1.0,2.0,,6.0,5.0,,,,,,,,,,,1.0
12765110,away,Molde FK,Mats Møller Dæhli,,,mats-moller-daehli,M. M. Dæhli,M,17,177,133,M,181889,EUR,794102400,M,17,17,False,60.0,51.0,2.0,,0.0,13.0,15.0,38.0,46.0,,7.0,,,,77.0,67.0,6.8,11.0,0.0973087,0,,1.0,,,3.0,2.0,2.0,1.0,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,
