match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialWon,stat_challengeLost,stat_goals,stat_outfielderBlock,stat_clearanceOffLine,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11407502,home,Salernitana,Benoît Costil,benoit-costil,B. Costil,G,188.0,146,M,26965,EUR,552268800,G,56,56,False,24.0,11.0,17.0,4.0,9.0,11.0,2.0,13.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,6.0,90.0,32.0,7.8,13.0,0.00026226,0,0.6281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407502,home,Salernitana,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,183.0,1368,M,377512,EUR,806803200,D,30,30,False,21.0,13.0,4.0,1.0,8.0,11.0,5.0,12.0,2.0,2.0,2.0,,1.0,,,,78.0,37.0,6.4,12.0,0.00175773,2,,30,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0255,0.223,,,,,,,,,,,,,,,,,,,,,
11407502,home,Salernitana,Federico Fazio,federico-fazio,F. Fazio,D,195.0,373,M,27569,EUR,542937600,D,17,17,False,21.0,17.0,3.0,2.0,9.0,9.0,8.0,12.0,3.0,8.0,1.0,,,,,,90.0,35.0,7.5,5.0,0.0012998,2,,,,,2.0,1.0,1.0,1.0,,,,,0.1172,0.2984,True,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11407502,home,Salernitana,Lorenzo Pirola,lorenzo-pirola,L. Pirola,D,185.0,996,M,965014,EUR,1014163200,D,98,98,False,23.0,18.0,4.0,1.0,13.0,15.0,5.0,8.0,3.0,3.0,2.0,,1.0,1.0,,,62.0,35.0,7.6,6.0,0.00135508,1,,5,,1.0,2.0,,,1.0,1.0,1.0,1.0,,0.1,,,1.0,,,4.0,1.0,1.0,,,,,,,,,,,,,,
11407502,home,Salernitana,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,178.0,1470,M,897594,EUR,944784000,D,3,3,False,27.0,24.0,2.0,2.0,14.0,15.0,10.0,14.0,1.0,2.0,3.0,,,,,,90.0,42.0,6.8,8.0,0.012406,1,,12,2.0,2.0,3.0,,,,,,,,0.0262,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
11407502,home,Salernitana,Mateusz Łęgowski,mateusz-legowski,M. Łęgowski,M,181.0,801,M,1064080,EUR,1043798400,M,99,99,False,17.0,14.0,2.0,2.0,5.0,8.0,9.0,9.0,4.0,5.0,3.0,,2.0,2.0,,,90.0,31.0,6.6,4.0,0.00622136,1,,20,,2.0,7.0,1.0,,1.0,,1.0,2.0,,0.0371,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,
11407502,home,Salernitana,Lassana Coulibaly,coulibaly-lassana,L. Coulibaly,M,183.0,2761,M,804621,EUR,829094400,M,18,18,False,22.0,21.0,2.0,2.0,12.0,12.0,9.0,10.0,4.0,,5.0,,3.0,2.0,,,90.0,34.0,6.9,3.0,0.00484451,1,,29,,2.0,4.0,1.0,,,,1.0,1.0,,0.0418,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,
11407502,home,Salernitana,Antonio Candreva,antonio-candreva,A. Candreva,F,180.0,936,M,27982,EUR,541468800,M,87,87,False,36.0,28.0,9.0,4.0,10.0,11.0,22.0,31.0,,1.0,4.0,,,,,,90.0,50.0,8.5,10.0,0.371358,3,,87,6.0,,1.0,,1.0,1.0,,,1.0,,0.1481,0.1657,,,,1.0,,,,,,,1.0,6.0,,,1.0,4.0,,,,,
11407502,home,Salernitana,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,179.0,526,M,791566,EUR,886118400,M,20,20,False,28.0,19.0,3.0,1.0,6.0,9.0,15.0,21.0,5.0,,7.0,,1.0,1.0,,,78.0,44.0,6.9,15.0,0.0479315,2,,28,2.0,2.0,9.0,2.0,1.0,1.0,2.0,2.0,2.0,,0.5329,0.185,,2.0,2.0,,,,,1.0,,,,4.0,,,1.0,2.0,,,,,
11407502,home,Salernitana,Loum Tchaouna,loum-tchaouna,L. Tchaouna,F,180.0,1357,M,1004505,EUR,1062979200,M,33,33,False,13.0,11.0,1.0,1.0,2.0,2.0,10.0,14.0,2.0,2.0,,,,,,,78.0,28.0,6.7,7.0,0.0720104,2,,17,3.0,2.0,6.0,1.0,,,1.0,,2.0,1.0,0.1311,,,1.0,1.0,,,,,1.0,1.0,,2.0,1.0,,,,1.0,,,,,
