match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_unsuccessfulTouch,stat_fouls,captain,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
11392822,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,35.0,24.0,18.0,7.0,22.0,25.0,2.0,10.0,1.0,11.0,1.0,1.0,1.0,90.0,47.0,7.1,12.0,0.00033027,0,0.1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392822,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,75.0,69.0,7.0,5.0,33.0,35.0,36.0,41.0,6.0,11.0,,,,90.0,92.0,7.8,8.0,0.0244429,0,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11392822,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,94.0,81.0,19.0,11.0,47.0,52.0,34.0,42.0,5.0,14.0,,,,90.0,108.0,7.5,14.0,0.0267047,0,,,,1.0,4.0,,,3.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11392822,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,73.0,67.0,2.0,,37.0,39.0,30.0,34.0,2.0,8.0,,,,90.0,84.0,7.2,8.0,0.016662,0,,,,4.0,3.0,,2.0,1.0,,,,3.0,2.0,2.0,True,2.0,,,,,,,,,,,,,,,,,
11392822,home,Stade de Reims,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,M,32,32,False,33.0,26.0,3.0,,11.0,12.0,15.0,24.0,,3.0,,,,78.0,55.0,6.6,13.0,0.0129384,0,,3.0,1.0,4.0,4.0,,,1.0,2.0,,2.0,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,
11392822,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,10,10,False,73.0,62.0,2.0,1.0,28.0,30.0,36.0,47.0,,9.0,,,,90.0,98.0,7.6,18.0,0.114982,3,,4.0,1.0,5.0,6.0,1.0,1.0,1.0,,,2.0,3.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,0.1473,0.3523,,,,,,,,,,
11392822,home,Stade de Reims,Amir Richardson,Amir Richardson,,amir-richardson,A. Richardson,M,25,195,11630,M,1121333,EUR,1011830400,M,8,8,False,54.0,47.0,4.0,3.0,23.0,25.0,24.0,30.0,1.0,9.0,,,,87.0,68.0,7.2,9.0,0.0155372,1,,1.0,,2.0,7.0,,,1.0,5.0,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,0.033,0.0879,ami2r,,,,,,,,,
11392822,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,M,25,25,False,21.0,17.0,1.0,,2.0,4.0,17.0,22.0,,3.0,,,,66.0,37.0,6.8,11.0,0.120834,0,,5.0,1.0,8.0,5.0,6.0,,,2.0,2.0,,1.0,,2.0,,2.0,2.0,,2.0,,,,,,4.0,,,,,,,,
11392822,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,F,15,15,False,14.0,11.0,1.0,1.0,4.0,4.0,8.0,11.0,,4.0,,,,66.0,28.0,6.9,6.0,0.059138,2,,1.0,4.0,7.0,3.0,,,,2.0,1.0,,1.0,1.0,1.0,,,1.0,2.0,,,,0.2191,,,1.0,2.0,,,,,,,
11392822,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,7,7,False,22.0,16.0,2.0,1.0,,1.0,16.0,25.0,,4.0,,,,87.0,42.0,7.3,16.0,0.132896,2,,4.0,2.0,5.0,3.0,3.0,,,,,,,4.0,1.0,,,,2.0,3.0,2.0,,0.0494,,ItouJky,2.0,,2.0,,,,,,
