match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_wonContest,stat_outfielderBlock,stat_bigChanceCreated,stat_shotOffTarget,stat_dispossessed,captain,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11453115,home,Al Raed,André Moreira,André,Moreira,andre-moreira,A. Moreira,G,195.0,72,M,576272,EUR,817862400,G,1,1,False,26.0,13.0,22.0,9.0,0.0,4.0,7.0,9.0,19.0,10.0,4.0,2.0,4.0,90.0,39.0,8.0,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453115,home,Al Raed,Hamad Al-Jayzani,,,hamad-al-jayzani,H. Al-Jayzani,D,176.0,11,M,802975,EUR,731203200,D,28,28,False,22.0,21.0,1.0,1.0,0.0,11.0,12.0,11.0,12.0,5.0,,,,88.0,50.0,6.8,9.0,1,28,2.0,1.0,8.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,
11453115,home,Al Raed,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,186.0,312,M,842744,EUR,888364800,D,21,21,False,19.0,14.0,7.0,3.0,0.0,10.0,12.0,4.0,7.0,2.0,,,,90.0,32.0,6.8,7.0,0,21,,,6.0,6.0,,,,3.0,1.0,,1.0,1.0,,5.0,3.0,1.0,3.0,,,,,,,,,,,
11453115,home,Al Raed,Mamadou Loum,,,mamadou-loum,M. Loum,M,193.0,526,M,796059,EUR,851904000,D,5,5,False,18.0,15.0,4.0,2.0,0.0,13.0,14.0,2.0,4.0,3.0,,,,90.0,35.0,7.4,3.0,0,21,,,4.0,7.0,1.0,2.0,,9.0,2.0,2.0,,,,3.0,3.0,,,2.0,1.0,,,,,,,,,
11453115,home,Al Raed,Abdullah Al Yousif,,,abdullah-al-yousif,A. A. Yousif,D,175.0,9,M,892897,EUR,878083200,D,43,43,False,15.0,10.0,2.0,1.0,0.0,9.0,11.0,1.0,6.0,4.0,,,,90.0,37.0,7.0,14.0,0,13,2.0,,4.0,4.0,2.0,,,6.0,2.0,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,
11453115,home,Al Raed,Mansour Al Bishi,,,mansour-al-bishi,M. A. Bishi,M,168.0,20,M,982351,EUR,956534400,M,14,14,False,26.0,21.0,3.0,,0.0,17.0,17.0,4.0,9.0,3.0,,,,90.0,31.0,6.7,6.0,0,14,,,1.0,2.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,
11453115,home,Al Raed,Khalid Alsubaie,,,khalid-alsubaie,K. Alsubaie,M,176.0,8,M,893373,EUR,940896000,M,24,24,False,20.0,12.0,2.0,,1.0,8.0,11.0,7.0,15.0,5.0,,,,88.0,40.0,8.1,13.0,1,27,6.0,3.0,2.0,5.0,1.0,2.0,,4.0,1.0,,2.0,1.0,3.0,,1.0,,1.0,2.0,1.0,3.0,1.0,,,,,,,
11453115,home,Al Raed,Mohammed Al-Dosari,,,mohammed-al-dosari,M. Al-Dosari,D,,12,M,970908,EUR,931651200,M,32,32,False,12.0,11.0,,,1.0,4.0,5.0,8.0,8.0,2.0,,,,65.0,26.0,7.4,6.0,0,32,1.0,1.0,4.0,8.0,1.0,3.0,,,4.0,2.0,2.0,1.0,2.0,1.0,,,2.0,2.0,,1.0,,1.0,,,,,,
11453115,home,Al Raed,Karim El Berkaoui,,,el-berkaoui-karim,K. El Berkaoui,F,175.0,2625,M,919719,EUR,818812800,M,11,11,False,20.0,14.0,4.0,2.0,0.0,4.0,6.0,11.0,16.0,9.0,,,,88.0,37.0,7.4,11.0,2,33,2.0,1.0,8.0,7.0,,3.0,1.0,1.0,1.0,,2.0,5.0,2.0,1.0,,,4.0,2.0,,,,1.0,True,1.0,,,,
11453115,home,Al Raed,Firas Al-Ghamdi,,,firas-al-ghamdi,F. Al-Ghamdi,M,168.0,31,M,963214,EUR,944179200,M,49,49,False,17.0,12.0,3.0,,0.0,6.0,6.0,6.0,11.0,5.0,,,,78.0,32.0,6.7,10.0,2,14,,,6.0,6.0,3.0,4.0,,,1.0,,2.0,,,,1.0,2.0,2.0,2.0,,,1.0,1.0,,1.0,,,,
