match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_interceptionWon,player_firstName,player_lastName,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_clearanceOffLine
14131880,home,Benfica,Samuel Soares,samuel-soares,S. Soares,G,24,189,1436,M,983550,EUR,1024099200,G,24,24,False,22.0,16.0,8.0,2.0,0.0,16.0,18.0,4.0,10.0,3.0,4.0,1.0,1.0,90.0,33.0,7.4,6.0,3.611e-05,0.6211,0,0.9463,0.0,0.03,0.27,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131880,home,Benfica,Amar Dedić,amar-dedic,A. Dedić,D,17,180,5379,M,1102791,EUR,1029628800,D,17,17,False,38.0,31.0,,,1.0,13.0,14.0,24.0,3.0,,,,,68.0,59.0,8.2,12.0,0.718735,,0,,0.68,0.19,0.16,,18.0,4.0,1.0,1.0,6.0,7.0,6.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131880,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,983542,EUR,1021507200,D,44,44,False,72.0,67.0,10.0,8.0,0.0,42.0,44.0,28.0,1.0,,,,,90.0,79.0,7.5,5.0,0.0210365,,0,,0.33,0.23,0.15,,25.0,,,6.0,4.0,,,,2.0,,5.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
14131880,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,70.0,68.0,4.0,2.0,0.0,51.0,52.0,18.0,2.0,,,,,90.0,94.0,7.5,4.0,0.0245106,,1,,0.27,0.14,0.22,,17.0,,,5.0,7.0,,,,10.0,,2.0,4.0,,3.0,,,Notamendi30,True,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0223,-0.13,,,,,,,,,
14131880,home,Benfica,Rafael Obrador,rafael-obrador,R. Obrador,D,33,181,1945,M,1142692,EUR,1077580800,D,3,3,False,26.0,23.0,,,0.0,11.0,12.0,14.0,2.0,,,,,68.0,46.0,6.8,11.0,0.337122,,0,,0.33,0.05,-0.24,,12.0,8.0,4.0,3.0,3.0,3.0,3.0,1.0,,3.0,,,1.0,2.0,,,,,,,,,,3.0,,1.0,,,1.0,,,,,,,,
14131880,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,228364,EUR,818553600,M,8,8,False,50.0,43.0,3.0,2.0,0.0,17.0,19.0,31.0,4.0,,,,,90.0,65.0,8.7,11.0,0.211728,,2,,0.65,0.15,0.18,,26.0,3.0,,1.0,1.0,,,1.0,1.0,3.0,,,,2.0,,,,,1.0,,1.0,1.0,,,,1.0,0.1999,0.51,,1.0,1.0,0.2996,,,,,
14131880,home,Benfica,Richard Ríos,richard-rios,R. Ríos,M,8,185,34088,M,1015292,EUR,959904000,M,20,20,False,72.0,66.0,5.0,2.0,0.0,36.0,36.0,36.0,4.0,,,,,90.0,95.0,7.5,10.0,0.10661,,5,,0.3,0.5,0.13,,30.0,1.0,,5.0,12.0,4.0,4.0,,2.0,1.0,,2.0,1.0,1.0,,,richardrios,,2.0,,5.0,3.0,,1.0,1.0,2.0,0.3315,-0.66,2.0,1.0,,0.2781,1.0,2.0,,,
14131880,home,Benfica,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,1087316,EUR,990489600,M,5,5,False,78.0,71.0,7.0,6.0,0.0,30.0,31.0,47.0,5.0,,,,,83.0,86.0,7.5,8.0,0.0425943,,0,,0.31,0.16,-0.03,,41.0,1.0,1.0,3.0,4.0,,,,,1.0,,1.0,2.0,,,,,,,1.0,,,,1.0,3.0,2.0,,,,,,,,,,,
14131880,home,Benfica,Andreas Schjelderup,andreas-schjelderup,A. Schjelderup,F,21,177,8800,M,1100952,EUR,1086048000,M,21,21,False,21.0,19.0,,,1.0,2.0,2.0,19.0,,,,,,67.0,34.0,7.3,9.0,0.210051,,0,,0.22,0.29,-0.01,,17.0,6.0,2.0,2.0,3.0,1.0,,,,2.0,,,1.0,,,,andreasschjelderup,,,,2.0,2.0,,2.0,1.0,,,,,,,,,,,,
14131880,home,Benfica,Franjo Ivanović,franjo-ivanovic,F. Ivanović,F,9,185,6286,M,1103333,EUR,1064966400,F,9,9,False,16.0,8.0,,,0.0,2.0,4.0,12.0,,,,,,79.0,35.0,8.1,15.0,0.00948763,,3,,-0.23,0.28,-0.08,,6.0,1.0,,5.0,7.0,5.0,3.0,,,,1.0,1.0,1.0,,,,,,3.0,,1.0,,,3.0,2.0,,0.6978,0.63,1.0,,1.0,1.1256,,,,,
