match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,captain,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_interceptionWon,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
12514028,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,30.0,20.0,24.0,14.0,0.0,15.0,17.0,5.0,13.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,90.0,38.0,7.4,10.0,0.0119946,0,0.0095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514028,home,Moreirense,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,2,2,False,40.0,28.0,13.0,4.0,0.0,12.0,16.0,16.0,26.0,,5.0,3.0,12.0,5.0,,,,,90.0,73.0,6.7,25.0,0.00926261,0,,2.0,2.0,9.0,2.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,
12514028,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,47.0,38.0,10.0,5.0,0.0,26.0,28.0,12.0,19.0,3.0,4.0,7.0,3.0,,,,,,90.0,56.0,7.1,9.0,0.0184183,1,,,4.0,6.0,,,,,2.0,True,1.0,1.0,1.0,0.0626,,,,,,,,,,,,,,,,
12514028,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,35.0,31.0,4.0,1.0,0.0,28.0,28.0,3.0,7.0,4.0,5.0,2.0,5.0,,,,,,90.0,40.0,7.1,4.0,0.00082142,1,,,1.0,3.0,,,,,3.0,,,1.0,,0.0328,1.0,0.0812,,,,,,,,,,,,,,
12514028,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,42.0,31.0,4.0,1.0,0.0,18.0,22.0,15.0,22.0,,1.0,1.0,2.0,,,,,,90.0,56.0,6.8,15.0,0.0506299,0,,2.0,,4.0,1.0,1.0,,2.0,2.0,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,
12514028,home,Moreirense,Sidnei Tavares,sidnei-tavares,S. Tavares,M,8,188,129,M,989889,EUR,1001721600,M,5,5,False,26.0,24.0,1.0,1.0,0.0,13.0,13.0,11.0,13.0,1.0,6.0,1.0,7.0,3.0,,,,,82.0,42.0,6.8,6.0,0.00824837,1,,,1.0,12.0,3.0,1.0,1.0,,6.0,,1.0,1.0,1.0,0.0238,,,,2.0,,,,2.0,1.0,,,,,,,
12514028,home,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,1469058,EUR,922320000,M,6,6,False,39.0,32.0,3.0,3.0,0.0,16.0,22.0,16.0,18.0,1.0,9.0,2.0,4.0,2.0,,,,,90.0,59.0,7.3,10.0,0.0169029,0,,1.0,2.0,4.0,,,,2.0,2.0,,,6.0,4.0,,,,,2.0,1.0,,,,,,,,,,,
12514028,home,Moreirense,Madson de Souza Silva,madson-de-souza-silva,M. d. S. Silva,M,9,164,238,M,937555,EUR,935625600,M,31,31,False,18.0,11.0,1.0,,0.0,3.0,4.0,8.0,14.0,1.0,5.0,,5.0,2.0,,,,,83.0,34.0,6.5,15.0,0.0203204,1,,,1.0,9.0,2.0,3.0,,2.0,,,,2.0,2.0,0.0193,,,,1.0,1.0,,,3.0,,1.0,,,,,,
12514028,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,33.0,27.0,5.0,2.0,0.0,11.0,12.0,19.0,25.0,,1.0,,2.0,1.0,,,,,83.0,46.0,7.3,11.0,0.311307,1,,4.0,,3.0,2.0,,,1.0,1.0,,,,,0.0141,1.0,0.0339,3.0,,3.0,,,,,,1.0,1.0,,,,
12514028,home,Moreirense,Gabrielzinho,gabrielzinho,Gabrielzinho,M,30,171,484,M,870188,EUR,843955200,M,77,77,False,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,,2.0,,5.0,1.0,,,,,63.0,19.0,6.4,7.0,0.0585649,0,,,1.0,6.0,,3.0,,3.0,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,
12514028,home,Moreirense,Luís Asué,luis-asue,L. Asué,F,12,186,441,M,1064103,EUR,994636800,F,9,9,False,6.0,1.0,1.0,1.0,0.0,,,1.0,6.0,4.0,5.0,,1.0,,,,,,69.0,24.0,6.6,13.0,0.00015883,3,,,4.0,7.0,,1.0,1.0,6.0,2.0,,2.0,,,0.4779,1.0,0.1026,,,,Luís,Asué,1.0,1.0,,,1.0,1.0,,,
