match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_totalContest,stat_interceptionWon,stat_keyPass,stat_aerialLost,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_challengeLost,stat_outfielderBlock,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_penaltyWon
12437734,home,Athletic Club,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,1014412,EUR,977788800,G,13,13,False,7.0,3.0,5.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,11.0,6.4,4.0,0.00020533,0,0.4539,,,,,,,,,,,,,,,,,,,,,,,,
12437734,home,Athletic Club,Óscar de Marcos,,,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,52663,EUR,608515200,D,18,18,False,32.0,27.0,3.0,3.0,0.0,11.0,13.0,17.0,21.0,,2.0,,3.0,3.0,,1.0,,,,,,,90.0,58.0,6.9,7.0,0.0888275,0,,True,2.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
12437734,home,Athletic Club,Daniel Vivian,,,daniel-vivian,D. Vivian,D,3,183,3110,M,910978,EUR,931132800,D,3,3,False,34.0,29.0,5.0,2.0,0.0,14.0,16.0,15.0,18.0,1.0,3.0,5.0,5.0,7.0,,1.0,,,,,,,90.0,51.0,7.4,7.0,0.0287434,1,,,,,2.0,3.0,,1.0,1.0,1.0,3.0,3.0,0.0578,,,,,,,,,,,,
12437734,home,Athletic Club,Aitor Paredes,,,aitor-paredes,A. Paredes,D,4,186,1132,M,959872,EUR,956966400,D,4,4,False,19.0,16.0,3.0,,0.0,10.0,11.0,6.0,8.0,,5.0,,12.0,3.0,,2.0,,,,,,,90.0,35.0,6.7,3.0,0.00613873,0,,,,,,1.0,,2.0,,,,,,1.0,2.0,,,,,,,,,,
12437734,home,Athletic Club,Adama Boiro,Adama Boiro,,adama-boiro,A. Boiro,D,19,182,1918,M,1398511,EUR,1024704000,D,32,32,False,13.0,12.0,,,0.0,4.0,4.0,8.0,11.0,,4.0,2.0,2.0,1.0,,1.0,,,,,,,65.0,32.0,6.4,10.0,0.00297118,0,,,2.0,,,1.0,,,,,1.0,,,1.0,1.0,2.0,3.0,1.0,,,,,,,
12437734,home,Athletic Club,Mikel Jauregizar,,,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,1495844,EUR,1068681600,M,23,23,False,28.0,24.0,,,0.0,7.0,9.0,18.0,21.0,,4.0,3.0,,3.0,,2.0,,,,,,,65.0,39.0,6.6,9.0,0.0789737,1,,,2.0,1.0,,,1.0,,,,3.0,2.0,0.0279,,,2.0,2.0,,1.0,,,,,,
12437734,home,Athletic Club,Beñat Prados,,,benat-prados,B. Prados,M,24,179,600,M,1012409,EUR,981590400,M,24,24,False,44.0,37.0,1.0,,0.0,20.0,23.0,17.0,22.0,,3.0,6.0,3.0,8.0,,2.0,,,,,,,90.0,58.0,7.0,9.0,0.0186256,0,,,1.0,,1.0,1.0,,,1.0,,3.0,3.0,,1.0,,,1.0,2.0,,,,,,,
12437734,home,Athletic Club,Iñaki Williams,,,inaki-williams,I. Williams,M,9,186,20741,M,783374,EUR,771638400,M,9,9,False,19.0,17.0,1.0,,1.0,4.0,4.0,13.0,18.0,,5.0,4.0,1.0,1.0,,1.0,,,,,,,90.0,36.0,6.9,9.0,0.36538,0,,,3.0,,5.0,2.0,2.0,,3.0,,,,,2.0,,,2.0,1.0,,IñakiWill,,,,,
12437734,home,Athletic Club,Oihan Sancet,,,oihan-sancet,O. Sancet,M,8,188,3356,M,966801,EUR,956620800,M,8,8,False,31.0,28.0,4.0,4.0,0.0,7.0,9.0,21.0,22.0,,8.0,5.0,1.0,4.0,,1.0,,,,,,,90.0,49.0,6.8,11.0,0.0365688,2,,,,,5.0,1.0,,,3.0,,,,0.1612,1.0,,4.0,2.0,2.0,1.0,,1.0,0.1545,,,
12437734,home,Athletic Club,Álex Berenguer,,,alex-berenguer,Á. Berenguer,M,7,175,1919,M,592012,EUR,804816000,M,7,7,False,24.0,18.0,1.0,1.0,1.0,6.0,6.0,13.0,19.0,,2.0,,,2.0,,1.0,,,,,,,75.0,31.0,7.0,9.0,0.126125,1,,,1.0,1.0,,,1.0,,,,,,0.0342,,,1.0,1.0,,,,1.0,0.3707,,,
12437734,home,Athletic Club,Gorka Guruzeta,,,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,605672,EUR,842486400,F,12,12,False,16.0,13.0,,,0.0,5.0,6.0,8.0,10.0,1.0,6.0,5.0,1.0,5.0,,1.0,,,,,,,77.0,28.0,8.5,6.0,0.00336159,3,,,,,,1.0,,4.0,,1.0,1.0,1.0,0.2382,1.0,,,3.0,3.0,,,2.0,0.8448,2.0,1.0,
12437734,home,Athletic Club,Alex Padilla,Álex Padilla,,padilla-alex,Á. Padilla,G,27,190,1431,M,1155116,EUR,1062374400,G,26,26,True,11.0,2.0,11.0,2.0,0.0,,2.0,2.0,9.0,,,,,4.0,,,2.0,,2.0,,,,45.0,15.0,7.0,9.0,0.00061169,0,0.4122,,,,,,,,,,,,,,,,,,,,,,,,
12437734,home,Athletic Club,Íñigo Lekue,,,inigo-lekue,Í. Lekue,D,15,180,388,M,801837,EUR,736473600,D,15,15,True,8.0,6.0,1.0,,0.0,3.0,5.0,3.0,4.0,1.0,,2.0,5.0,1.0,,,,,,,,,25.0,17.0,6.8,3.0,0.00090461,0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12437734,home,Athletic Club,Iñigo Ruiz de Galarreta,,,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,16,16,True,10.0,9.0,,,0.0,1.0,1.0,8.0,9.0,,2.0,1.0,1.0,2.0,,1.0,,,,,,,25.0,15.0,6.5,2.0,0.00640151,0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,
12437734,home,Athletic Club,Unai Gómez,,,unai-gomez,U. Gómez,M,20,183,803,M,1391375,EUR,1053820800,M,20,20,True,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,1.0,2.0,1.0,,,,,,,,,,,15.0,11.0,6.4,4.0,0.00584853,0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,
12437734,home,Athletic Club,Álvaro Djaló,Álvaro Djaló,,alvaro-djalo,Á. Djaló,F,14,176,1150,M,1160960,EUR,934761600,F,11,11,True,2.0,2.0,,,0.0,,,2.0,2.0,,3.0,1.0,,2.0,,1.0,,,,,,,13.0,7.0,7.3,1.0,0.00192398,2,,,,,1.0,,,1.0,,1.0,,,0.1744,,,,,1.0,,,1.0,0.4105,1.0,,
12437734,home,Athletic Club,Andoni Gorosabel,,,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
12437734,home,Athletic Club,Unai Núñez,,,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
12437734,home,Athletic Club,Nico Serrano,,,nico-serrano,N. Serrano,M,22,178,446,M,1019318,EUR,1046822400,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
12437734,home,Athletic Club,Ander Herrera,,,ander-herrera,A. Herrera,M,21,182,3084,M,82474,EUR,619056000,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
12437734,home,Athletic Club,Mikel Vesga,,,mikel-vesga,M. Vesga,M,6,191,504,M,359742,EUR,734227200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
12437734,home,Athletic Club,Javier Martón,,,javier-marton-anso,J. Martón,F,20,180,257,M,1082215,EUR,925948800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
12437734,away,Celta Vigo,Vicente Guaita,,,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,16.0,15.0,2.0,1.0,0.0,14.0,14.0,1.0,2.0,,,,,11.0,,,1.0,,2.0,,,,90.0,27.0,6.0,1.0,0.00040881,0,-1.2195,,,,,,,,,,,,,,,,,,,,,,,,
12437734,away,Celta Vigo,Javi Rodríguez,,,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,False,105.0,96.0,7.0,2.0,0.0,51.0,53.0,45.0,52.0,4.0,1.0,9.0,1.0,5.0,,,,,,,,,90.0,120.0,6.9,10.0,0.0202494,0,,,,,,,1.0,,,,3.0,2.0,,,,1.0,,2.0,,,,,,,
12437734,away,Celta Vigo,Carl Starfelt,,,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,94.0,89.0,2.0,2.0,0.0,67.0,70.0,22.0,24.0,3.0,4.0,3.0,3.0,5.0,,2.0,,,,,,,90.0,103.0,6.5,5.0,0.00688361,2,,,,,,1.0,,,,,,,0.0903,2.0,1.0,,,,2.0,,,,,,
12437734,away,Celta Vigo,Jailson,,,jailson,Jailson,D,,187,384,M,794861,EUR,810432000,D,16,16,False,68.0,63.0,4.0,2.0,0.0,34.0,35.0,29.0,34.0,,4.0,5.0,3.0,4.0,,2.0,,,,,,,63.0,78.0,6.9,6.0,0.0122559,0,,,1.0,,2.0,,,1.0,2.0,,3.0,3.0,,1.0,,,,,,,,,,,
12437734,away,Celta Vigo,Hugo Álvarez,Hugo Álvarez,,hugo-alvarez,H. Álvarez,M,23,176,698,M,1154935,EUR,1057104000,M,30,30,False,41.0,33.0,2.0,,0.0,11.0,14.0,22.0,29.0,,3.0,4.0,,3.0,,2.0,,,,,,,67.0,61.0,6.4,16.0,0.0200555,1,,,2.0,,2.0,,,,1.0,,3.0,1.0,0.017,,,,3.0,,1.0,,,,,,
12437734,away,Celta Vigo,Hugo Sotelo,Hugo Sotelo,,hugo-sotelo,H. Sotelo,M,22,180,632,M,1120669,EUR,1071792000,M,33,33,False,50.0,47.0,6.0,5.0,0.0,19.0,19.0,29.0,32.0,,1.0,5.0,1.0,2.0,,1.0,,,,,,,63.0,58.0,7.0,4.0,0.054086,0,,,1.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,,,,,1.0,2.0,,,,,,,
12437734,away,Celta Vigo,Damián Rodríguez,,,damian-rodriguez,D. Rodríguez,M,23,180,272,M,1216080,EUR,1047859200,M,25,25,False,71.0,63.0,2.0,2.0,0.0,29.0,31.0,36.0,47.0,,4.0,3.0,,4.0,,1.0,,,,,,,90.0,88.0,7.0,16.0,0.13261,0,,,7.0,2.0,1.0,1.0,2.0,,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,
12437734,away,Celta Vigo,Óscar Mingueza,,,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,M,3,3,False,2.0,,1.0,,0.0,,,,2.0,,,1.0,,,,,,,,,,,5.0,3.0,,2.0,,0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
