match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,captain,stat_goalAssist,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves
10385560,home,Nottingham Forest,Keylor Navas,keylor-navas,K. Navas,G,1,185,13049,M,keylornavas_1,56113,EUR,534988800,G,12,12,False,16.0,8.0,11.0,4.0,6.0,7.0,2.0,9.0,9.0,1.0,90.0,24.0,6.3,10.0,0.0,0.0,0.00040157,0,-0.9613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385560,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,,927356,EUR,987120000,D,7,7,False,24.0,18.0,7.0,4.0,11.0,14.0,7.0,11.0,7.0,,90.0,53.0,5.9,16.0,0.0,0.0,0.0400505,0,,,,1.0,3.0,12.0,5.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,
10385560,home,Nottingham Forest,Felipe,felipe,Felipe,D,,191,773,M,,242211,EUR,611280000,D,38,38,False,34.0,20.0,11.0,3.0,17.0,19.0,3.0,16.0,8.0,,90.0,50.0,7.1,16.0,0.0303,0.0,0.0266888,1,,,,1.0,1.0,4.0,10.0,1.0,1.0,1.0,5.0,,1.0,1.0,,1.0,1.0,7.0,1.0,1.0,1.0,2.0,,,,,,,,,,
10385560,home,Nottingham Forest,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,niakhate,758168,EUR,826243200,D,19,19,False,18.0,15.0,3.0,2.0,8.0,9.0,7.0,9.0,4.0,,90.0,27.0,6.5,4.0,0.0,0.0,0.00780742,0,,,,,,2.0,1.0,1.0,,,3.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,
10385560,home,Nottingham Forest,Harry Toffolo,harry-toffolo,H. Toffolo,D,15,183,338,M,,358218,EUR,808790400,D,15,15,False,11.0,6.0,2.0,,3.0,4.0,3.0,8.0,1.0,,61.0,20.0,6.5,8.0,0.0,0.0,0.00044953,0,,,,1.0,2.0,4.0,,,,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,
10385560,home,Nottingham Forest,Orel Mangala,orel-mangala,O. Mangala,M,5,178,1576,M,,793988,EUR,890179200,M,5,5,False,23.0,17.0,,,11.0,13.0,6.0,10.0,3.0,,86.0,35.0,6.7,9.0,0.0,0.0,0.00404,0,,,,,,3.0,4.0,1.0,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,
10385560,home,Nottingham Forest,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,23,23,False,20.0,17.0,,,11.0,13.0,6.0,7.0,9.0,,90.0,26.0,6.6,4.0,0.0,0.0,0.00916896,0,,,,,2.0,4.0,3.0,,,,1.0,,1.0,,1.0,,2.0,2.0,,,1.0,1.0,True,,,,,,,,,
10385560,home,Nottingham Forest,Danilo,danilo,Danilo,M,8,177,5250,M,Danilo,1064039,EUR,988502400,M,28,28,False,21.0,14.0,3.0,2.0,6.0,9.0,8.0,12.0,3.0,,86.0,38.0,6.9,14.0,0.2038,0.0,0.0803308,3,,,,,1.0,5.0,4.0,1.0,,6.0,,,1.0,1.0,4.0,,,,3.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,
10385560,home,Nottingham Forest,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,M,20,20,False,11.0,6.0,1.0,,3.0,5.0,3.0,10.0,2.0,,90.0,25.0,7.3,11.0,0.478,0.3619,0.0431356,5,,,,4.0,2.0,5.0,4.0,,1.0,1.0,,,,,1.0,2.0,3.0,1.0,1.0,2.0,,,,,,1.0,3.0,1.0,,,,
10385560,home,Nottingham Forest,Emmanuel Dennis,emmanuel-dennis,E. B. Dennis,F,17,174,1390,M,,844424,EUR,879552000,M,25,25,False,8.0,7.0,,,1.0,1.0,7.0,8.0,2.0,,67.0,27.0,7.8,4.0,0.4304,0.0965,0.04711,4,,,,1.0,,3.0,8.0,1.0,,3.0,,,4.0,1.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,,,1.0,,2.0,,1.0,,,
