match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_goals,stat_penaltyConceded,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_interceptionWon,player_firstName,player_lastName,stat_errorLeadToAShot,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_punches,stat_penaltyWon
13472766,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,29.0,24.0,14.0,9.0,0.0,22.0,24.0,2.0,5.0,10.0,2.0,1.0,2.0,90.0,39.0,6.9,5.0,0.00593732,1.0,0,0.1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472766,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,D,2,2,False,58.0,43.0,7.0,3.0,0.0,14.0,20.0,29.0,38.0,3.0,,,,90.0,74.0,7.5,19.0,0.454432,2.0,0,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13472766,home,Corinthians,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195,5441,M,,243181,EUR,732931200,D,13,13,False,67.0,58.0,9.0,6.0,0.0,44.0,50.0,14.0,17.0,8.0,,,,90.0,81.0,7.3,9.0,0.00500423,,1,,,3.0,2.0,9.0,1.0,1.0,,5.0,,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.1781,,,,,,,,,,,,,,,,,
13472766,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,68.0,66.0,5.0,5.0,0.0,56.0,57.0,10.0,11.0,2.0,,,,90.0,75.0,7.3,2.0,0.00354843,,2,,,3.0,4.0,5.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,0.6947,1.0,1.0,1.2887,,,,,,,,,,,,,,
13472766,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,,981703,EUR,925776000,D,21,21,False,76.0,65.0,4.0,1.0,0.0,27.0,31.0,38.0,45.0,7.0,,,,89.0,98.0,7.2,16.0,0.200654,,1,,1.0,2.0,4.0,9.0,,,,1.0,,,1.0,2.0,,1.0,3.0,3.0,4.0,,0.0653,,,0.224,1.0,1.0,1.0,,,,,,,,,,,
13472766,home,Corinthians,André Carrillo,andre-carrillo,A. Carrillo,M,19,180,14534,M,18andrecarrillo,115182,EUR,676857600,M,19,19,False,56.0,51.0,6.0,4.0,0.0,21.0,24.0,30.0,32.0,5.0,,,,74.0,68.0,6.7,9.0,0.421274,,0,,1.0,,4.0,2.0,1.0,,,1.0,,,2.0,2.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,
13472766,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,M,14,14,False,34.0,29.0,2.0,1.0,0.0,25.0,26.0,4.0,8.0,2.0,,,,74.0,41.0,6.6,7.0,0.00690499,1.0,0,,,,3.0,3.0,1.0,1.0,,,,,1.0,3.0,,,2.0,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,
13472766,home,Corinthians,José Martínez,jose-martinez,J. Martínez,M,70,177,7398,M,elBrujo,979325,EUR,776217600,M,70,70,False,56.0,46.0,9.0,6.0,0.0,25.0,27.0,21.0,29.0,6.0,,,,90.0,72.0,7.1,14.0,0.331092,1.0,1,,1.0,,7.0,5.0,3.0,2.0,,1.0,,,1.0,1.0,,1.0,3.0,2.0,,,0.1706,,,0.2757,4.0,1.0,2.0,,,,,,,,,,,
13472766,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,rodrigarroo,994454,EUR,883872000,M,8,8,False,42.0,31.0,3.0,3.0,0.0,7.0,7.0,24.0,35.0,4.0,,,,90.0,59.0,7.5,19.0,0.368808,2.0,2,,6.0,,5.0,4.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.1914,,,0.086,2.0,,,,,,1.0,1.0,1.0,,,,,
13472766,home,Corinthians,Memphis Depay,memphis-depay,M. Depay,F,10,176,75964,M,Memphis,138833,EUR,761097600,F,10,10,False,25.0,17.0,3.0,2.0,0.0,2.0,2.0,15.0,23.0,3.0,,,,90.0,53.0,6.8,26.0,0.402854,4.0,1,,8.0,2.0,9.0,5.0,4.0,,,,,,7.0,2.0,1.0,1.0,2.0,1.0,1.0,,0.0541,,,0.5214,,2.0,,,,,3.0,,,,,,,
