match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,player_sofascoreId,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_bigChanceMissed
14167890,home,Lille,Berke Özer,berke-ozer,B. Özer,G,1,191.0,3024,M,847494,EUR,959212800,G,1,1,False,39.0,28.0,22.0,11.0,0.0,21.0,22.0,7.0,17.0,1.0,1.0,1.0,4.0,3.0,4.0,90.0,46.0,7.5,11.0,0.00219595,0.795,0,0.6664,0.06,0.01,-0.09,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167890,home,Lille,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190.0,2781,M,128587,EUR,684633600,D,12,12,False,21.0,18.0,1.0,1.0,0.0,9.0,10.0,9.0,11.0,,1.0,4.0,3.0,,,76.0,34.0,6.3,5.0,0.0159771,,2,,0.09,0.0,-0.16,,2.0,1.0,1.0,2.0,1.0,1.0,0.2586,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,
14167890,home,Lille,Nathan Ngoy,ngoy-nathan,N. Ngoy,D,3,183.0,1994,M,1119487,EUR,1055203200,D,3,3,False,33.0,29.0,4.0,2.0,0.0,22.0,24.0,7.0,9.0,,4.0,7.0,1.0,,,90.0,49.0,7.2,5.0,0.00148484,,0,,0.02,0.03,0.65,,1.0,6.0,3.0,,1.0,5.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14167890,home,Lille,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186.0,10320,M,122810,EUR,688089600,D,23,23,False,55.0,48.0,6.0,5.0,0.0,29.0,31.0,19.0,24.0,,3.0,3.0,4.0,,,90.0,64.0,7.0,8.0,0.306885,,0,,0.3,0.16,-0.17,,,3.0,2.0,,2.0,1.0,,,,,1.0,1.0,,1.0,,1.0,aissamandi23,1.0,,,,,,,,,,,,,,,
14167890,home,Lille,Romain Perraud,romain-perraud,R. Perraud,D,15,173.0,596,M,827519,EUR,874886400,D,15,15,False,33.0,28.0,2.0,1.0,0.0,13.0,15.0,15.0,18.0,,3.0,1.0,4.0,,,90.0,59.0,7.1,9.0,0.139389,,0,,0.34,0.1,-0.26,,5.0,6.0,3.0,,1.0,2.0,,,,,,,,1.0,,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
14167890,home,Lille,Nabil Bentaleb,nabil-bentaleb,N. Bentaleb,M,6,187.0,8306,M,368120,EUR,785635200,M,6,6,False,30.0,27.0,2.0,1.0,0.0,16.0,18.0,11.0,12.0,,2.0,1.0,2.0,,,66.0,35.0,6.8,3.0,0.030114,,2,,0.19,0.06,-0.03,,,1.0,1.0,1.0,,,0.1218,0.13,,,,1.0,,,,1.0,nabilbentaleb,1.0,,,,,1.0,0.3469,,,,,,,,,
14167890,home,Lille,Ayyoub Bouaddi,bouaddi-ayyoub,A. Bouaddi,M,32,185.0,5410,M,1564180,EUR,1191283200,M,32,32,False,25.0,22.0,,,0.0,14.0,15.0,8.0,10.0,,4.0,2.0,7.0,,,90.0,41.0,6.8,5.0,0.00996599,,0,,0.02,0.1,0.28,,,4.0,,,2.0,3.0,,,Ayyoub Bouaddi,,1.0,2.0,,1.0,,3.0,,,,,,,,,1.0,1.0,,,,,,,
14167890,home,Lille,Benjamin André,benjamin-andre,B. André,M,21,180.0,759,M,51665,EUR,649641600,M,21,21,False,39.0,30.0,3.0,2.0,0.0,12.0,17.0,18.0,22.0,,4.0,1.0,5.0,,,90.0,51.0,6.9,11.0,0.248934,,0,,0.3,0.25,-0.13,,2.0,3.0,1.0,,2.0,1.0,,,,,1.0,,,1.0,,2.0,,1.0,2.0,,,1.0,,,2.0,,True,,,,,,
14167890,home,Lille,Hakon Arnar Haraldsson,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180.0,2141,M,1138804,EUR,1049932800,F,10,10,False,21.0,17.0,,,0.0,4.0,4.0,13.0,17.0,,2.0,,2.0,,,66.0,30.0,6.7,5.0,0.312906,,0,,-0.09,0.01,-0.03,,1.0,4.0,1.0,,,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,3.0,,,,1.0,,,,,,,
14167890,home,Lille,Olivier Giroud,olivier-giroud,O. Giroud,F,9,192.0,23426,M,39070,EUR,528422400,F,9,9,False,17.0,13.0,,,0.0,5.0,7.0,8.0,10.0,3.0,4.0,1.0,1.0,,,76.0,23.0,6.4,4.0,0.074196,,2,,-0.24,0.13,-0.04,,,4.0,1.0,,,,0.1396,-0.48,,,2.0,,,,,1.0,OGiroud,2.0,,,,1.0,1.0,0.0198,,,,1.0,,,,,
