match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,player_sofascoreId,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_totalOffside
15370282,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196.0,580,M,850952,EUR,942278400,G,13,13,False,27.0,21.0,7.0,3.0,0.0,19.0,22.0,2.0,5.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,4.0,1.0,4.0,90.0,38.0,7.5,6.0,0.00046635,60.649804869095,9.0,21.70959574623,0.6615,0,-0.4217,0.03,0.01,-0.05,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15370282,home,Bologna,Nadir Zortea,zortea-nadir,N. Zortea,M,20,187.0,1108,M,928104,EUR,929750400,D,20,20,False,53.0,46.0,6.0,4.0,0.0,20.0,22.0,26.0,31.0,3.0,4.0,,3.0,3.0,,,,,,90.0,81.0,6.6,14.0,0.30846,180.87200641718,18.0,96.009021633332,,1,,0.39,0.18,-0.56,,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0211,10.873526696959,20.897766028932,1.0,2.0,-0.07,,,,,,,,,,,,,,,,,,
15370282,home,Bologna,Torbjørn Heggem,torbjorn-heggem,T. Heggem,D,14,192.0,759,M,933264,EUR,916099200,D,14,14,False,42.0,39.0,9.0,9.0,0.0,27.0,27.0,12.0,15.0,5.0,3.0,1.0,2.0,1.0,,2.0,,,,90.0,49.0,5.6,4.0,0.00655976,37.055506008192,7.0,5.2171452556682,,2,,0.0,0.01,-0.94,,,,1.0,2.0,,,1.0,1.0,,1.0,0.0894,,,,,-0.26,2.0,1.0,1.0,,,,,,,,,,,,,,,
15370282,home,Bologna,Nicolò Casale,nicolo-casale,N. Casale,D,16,191.0,431,M,862697,EUR,887414400,D,16,16,False,48.0,46.0,7.0,7.0,0.0,17.0,17.0,29.0,31.0,4.0,10.0,8.0,2.0,3.0,,2.0,,,,90.0,68.0,7.0,3.0,0.0138629,151.18199456013,21.0,36.014396414344,,1,,0.18,0.09,-0.23,,,,2.0,,,,1.0,1.0,2.0,1.0,0.0313,,,,,-0.22,6.0,,,1.0,1.0,,,,,,,,,,,,,
15370282,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185.0,2208,M,855829,EUR,948240000,D,33,33,False,69.0,64.0,9.0,6.0,0.0,20.0,20.0,44.0,49.0,4.0,1.0,,5.0,1.0,,2.0,,,,78.0,90.0,5.8,14.0,0.158755,139.08737670042,17.0,79.570722156159,,0,,0.28,0.13,-0.85,,7.0,2.0,,,,,,3.0,,,,,,,3.0,,,,1.0,,,2.0,,,,,,,,,,,,
15370282,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181.0,1928,M,115516,EUR,703296000,M,8,8,False,42.0,39.0,5.0,4.0,0.0,16.0,17.0,23.0,25.0,4.0,2.0,,5.0,2.0,,1.0,,,,65.0,49.0,6.4,6.0,0.0173492,102.02818281557,17.0,27.107991959294,,0,,0.16,0.07,-0.26,,,,,2.0,,,,,1.0,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
15370282,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181.0,1972,M,907152,EUR,935452800,M,19,19,False,61.0,56.0,3.0,2.0,0.0,16.0,16.0,40.0,45.0,4.0,6.0,,3.0,5.0,,3.0,,,,90.0,75.0,6.7,8.0,0.0757139,191.36372467865,20.0,48.405746463391,,0,,0.05,0.11,-0.08,,1.0,,,,1.0,,,,3.0,1.0,,28.515053902432,37.851831184237,1.0,2.0,,,,,,1.0,,True,,,,,,,,,,,
15370282,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183.0,5740,M,793645,EUR,854064000,M,7,7,False,13.0,9.0,2.0,1.0,0.0,2.0,2.0,7.0,11.0,2.0,2.0,,,,,,,,,53.0,20.0,6.5,7.0,0.059152,63.887478289697,8.0,31.288825329936,,0,,0.21,0.08,-0.17,,2.0,2.0,1.0,,2.0,2.0,,,,2.0,,11.219095692631,13.667044889075,1.0,,,,,,,,1.0,,,,,,,,,,,,
15370282,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188.0,1820,M,826064,EUR,922838400,M,21,21,False,23.0,17.0,2.0,1.0,0.0,5.0,6.0,12.0,17.0,10.0,6.0,1.0,8.0,1.0,,3.0,,,,90.0,44.0,6.2,11.0,0.105877,93.013464123919,10.0,25.232760507763,,6,,0.25,0.18,-0.19,,1.0,1.0,3.0,1.0,2.0,,3.0,,,1.0,0.2643,10.782674343094,19.815309460479,2.0,2.0,-0.62,3.0,1.0,,,3.0,1.0,,2.0,0.1531,,,,,,,,,
15370282,home,Bologna,Jonathan Rowe,jonathan-rowe,J. Rowe,F,11,173.0,2307,M,1065261,EUR,1051660800,M,11,11,False,24.0,19.0,1.0,1.0,0.0,2.0,3.0,17.0,21.0,2.0,5.0,,2.0,,,,,,,78.0,41.0,6.8,15.0,0.0690493,185.64076863018,20.0,106.80629127272,,1,,0.25,0.36,-0.19,,5.0,1.0,,,5.0,3.0,1.0,,,4.0,0.0192,19.609199209184,93.292232066667,5.0,1.0,-0.12,1.0,,,,1.0,,,,,Jon Rowe,,,,,,,,
