match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,stat_outfielderBlock,player_firstName,player_lastName,stat_fouls,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_errorLeadToAShot,stat_goals
14062203,home,1. FC Heidenheim,Diant Ramaj,ramaj-diant,D. Ramaj,G,41,189,935,M,981562,EUR,1000857600,G,41,41,False,43.0,27.0,23.0,7.0,0.0,21.0,22.0,6.0,21.0,2.0,5.0,2.0,3.0,1.0,90.0,50.0,6.6,16.0,0.00209625,138.39013739179,23.0,29.63332048802,0.0,0.1663,0,0.2057,0.04,-0.03,-0.15,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062203,home,1. FC Heidenheim,Marnon Busch,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,D,2,2,False,36.0,31.0,4.0,3.0,0.0,20.0,21.0,11.0,15.0,2.0,3.0,,,,90.0,59.0,7.5,9.0,0.513335,184.99131739303,20.0,41.403197180787,2.0,,0,,0.54,0.15,-0.19,,3.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,12.083014509186,35.048924514381,3.0,,,,,,,,,,,,,,,,,,,,,
14062203,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,42.0,36.0,4.0,2.0,0.0,26.0,28.0,10.0,14.0,7.0,4.0,,,,90.0,59.0,6.6,6.0,0.00474368,216.73980408265,22.0,26.004812030323,1.0,,4,,0.06,0.08,-0.21,,,,5.0,10.0,7.0,11.0,2.0,,,1.0,1.0,,1.0,13.971339026098,20.503980101434,,True,2.0,3.0,1.0,4.0,0.4042,0.1953,-0.65,,,,,,,,,,,,,
14062203,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,47.0,41.0,5.0,2.0,0.0,32.0,32.0,9.0,15.0,5.0,3.0,,,,77.0,64.0,7.0,8.0,0.00258559,236.12992412489,29.0,23.856652239435,0.0,,1,,0.09,0.04,-0.06,,,,,2.0,4.0,7.0,2.0,,,3.0,1.0,,2.0,,,,,,,1.0,,0.0753,0.1674,-0.11,2.0,1.0,,,,,,,,,,,
14062203,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,M,23,23,False,11.0,9.0,2.0,1.0,0.0,4.0,4.0,5.0,7.0,2.0,,,,,45.0,19.0,6.4,4.0,0.0158594,30.749867070505,3.0,7.4047018018049,0.0,,0,,0.05,0.0,-0.06,,,,,,4.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,
14062203,home,1. FC Heidenheim,Julian Niehues,julian-niehues,J. Niehues,M,16,195,115,M,1066042,EUR,987465600,M,16,16,False,24.0,21.0,2.0,1.0,0.0,13.0,14.0,8.0,10.0,2.0,4.0,,,,64.0,37.0,6.9,4.0,0.0185049,45.71116687208,7.0,-2.9148157024756,0.0,,2,,0.1,0.03,0.29,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,2.0,,,0.0744,,-0.21,,2.0,,,,,,,,,,,
14062203,home,1. FC Heidenheim,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,30,30,False,47.0,41.0,7.0,4.0,0.0,19.0,19.0,22.0,28.0,2.0,10.0,,,,90.0,64.0,7.7,11.0,0.43178,178.95408155103,25.0,55.426455361949,0.0,,1,,0.55,0.11,-0.04,,5.0,3.0,,2.0,1.0,5.0,1.0,,,2.0,2.0,2.0,1.0,,,3.0,,,,1.0,1.0,0.1587,0.1605,0.06,,,,,,2.0,,,,,,,
14062203,home,1. FC Heidenheim,Hennes Behrens,hennes-behrens,H. Behrens,D,26,174,121,M,1864760,EUR,1106092800,M,26,26,False,27.0,20.0,1.0,1.0,0.0,15.0,16.0,5.0,11.0,5.0,5.0,,,,90.0,51.0,7.3,10.0,0.0560334,124.05244693444,11.0,79.339267517602,1.0,,1,,-0.14,0.08,0.65,,1.0,,,,,3.0,,,,1.0,1.0,1.0,2.0,34.158867440455,34.592773580619,1.0,,,,,,0.047,,0.01,,1.0,Hennes Behrens,,,,1.0,,,,,,
14062203,home,1. FC Heidenheim,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,F,8,8,False,24.0,14.0,3.0,1.0,0.0,7.0,9.0,7.0,15.0,,2.0,,,,90.0,34.0,6.8,10.0,0.0232967,95.954994994654,8.0,23.560325055408,1.0,,5,,0.01,0.19,-0.01,,,,1.0,2.0,4.0,3.0,2.0,,,1.0,1.0,,,14.382043503234,15.396365934856,1.0,,,4.0,1.0,1.0,0.2766,0.5465,-0.52,,,,,1.0,,,,,,,,
14062203,home,1. FC Heidenheim,Arijon Ibrahimović,arijon-ibrahimovic,A. Ibrahimović,F,22,176,2950,M,1142248,EUR,1134259200,F,22,22,False,28.0,15.0,,,0.0,6.0,9.0,9.0,19.0,,3.0,,,,63.0,37.0,6.7,17.0,0.146419,98.982699763662,8.0,43.928926265065,3.0,,0,,0.14,0.24,-0.15,,4.0,1.0,,1.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,18.64218830799,59.440574545608,3.0,,,,,,,,,1.0,,,,,,,,,,,,
