match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,captain,stat_shotOffTarget,stat_totalContest,stat_unsuccessfulTouch,stat_wonContest,stat_totalOffside,player_firstName,player_lastName,stat_blockedScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyWon
11453163,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,17.0,6.0,16.0,5.0,2.0,2.0,4.0,15.0,1.0,2.0,1.0,2.0,1.0,45.0,20.0,7.1,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453163,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,28.0,17.0,6.0,,10.0,13.0,8.0,18.0,3.0,7.0,,,,90.0,51.0,6.4,15.0,0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11453163,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,13.0,8.0,4.0,,8.0,9.0,,4.0,6.0,3.0,,,,90.0,27.0,6.6,5.0,0,,,,2.0,5.0,,,1.0,1.0,,1.0,1.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453163,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,10.0,8.0,4.0,3.0,7.0,7.0,1.0,3.0,12.0,,,,,90.0,25.0,6.7,2.0,1,,,,,1.0,,,1.0,1.0,,,,,,,,True,1.0,,,,,,,,,,,,,,,,
11453163,home,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,26.0,16.0,14.0,5.0,11.0,14.0,5.0,12.0,6.0,5.0,,,,90.0,39.0,6.7,10.0,0,,,2.0,4.0,3.0,,,2.0,,,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11453163,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,D,29,29,False,20.0,13.0,6.0,3.0,8.0,12.0,5.0,8.0,4.0,7.0,,,,89.0,49.0,7.1,12.0,0,,,,3.0,6.0,1.0,,2.0,,,1.0,,6.0,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,
11453163,home,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,M,27,27,False,22.0,19.0,2.0,2.0,8.0,8.0,12.0,18.0,1.0,7.0,,,,85.0,49.0,6.6,18.0,0,4.0,1.0,1.0,9.0,6.0,,4.0,,,1.0,,,3.0,2.0,,2.0,,,5.0,5.0,2.0,2.0,,,,,,,,,,,,
11453163,home,Al-Fayha,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,False,33.0,28.0,3.0,1.0,17.0,18.0,11.0,15.0,2.0,10.0,,,,89.0,53.0,7.4,6.0,0,,,1.0,3.0,10.0,,,1.0,4.0,,1.0,,5.0,3.0,,2.0,,,1.0,,1.0,,Saud Zidan,,,,,,,,,,,
11453163,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,M,8,8,False,20.0,12.0,1.0,,6.0,9.0,6.0,11.0,,7.0,,,,90.0,29.0,6.5,8.0,0,,,,4.0,4.0,1.0,,2.0,1.0,,2.0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
11453163,home,Al-Fayha,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,7,175.0,741,M,809220,EUR,865468800,M,7,7,False,15.0,12.0,2.0,1.0,6.0,8.0,6.0,8.0,,7.0,,,,90.0,36.0,6.2,17.0,1,1.0,,,8.0,2.0,1.0,3.0,2.0,,,1.0,,1.0,,,2.0,,,2.0,6.0,1.0,2.0,,,1.0,,,,,,,,,
11453163,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,F,17,17,False,22.0,14.0,2.0,2.0,4.0,6.0,10.0,17.0,,4.0,,,,90.0,37.0,6.2,18.0,0,1.0,,3.0,12.0,5.0,1.0,,,1.0,,5.0,,,,,2.0,,,5.0,2.0,1.0,1.0,,,,fashionjr10,,,,,,,,
11453163,home,Al-Fayha,Ahmed Al-Kassar,ahmed-al-kassar,A. Al-Kassar,G,28,187.0,128,M,818749,EUR,673660800,G,28,28,True,12.0,1.0,12.0,1.0,1.0,1.0,,11.0,,4.0,2.0,2.0,,45.0,17.0,6.7,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
11453163,home,Al-Fayha,Osama Al Khalaf,osama-al-khalaf,O. A. Khalaf,D,8,178.0,26,M,818871,EUR,851558400,D,80,80,True,,,,,,,,,,,,,,19.0,1.0,6.1,,0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11453163,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,True,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,11.0,3.0,6.3,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453163,home,Al-Fayha,Rakan Kaabi,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200,M,66,66,True,1.0,,,,,1.0,,,,,,,,8.0,1.0,6.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,Rakan Kaabi,,,,,,,,,,,
11453163,home,Al-Fayha,Abdulrahman Al Anzi,abdulrhman-al-anzi,A. A. Anzi,D,70,170.0,15,M,1523635,EUR,897782400,M,70,70,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Abdulrahman Al Anzi,,,,,,,,,,,
11453163,home,Al-Fayha,Mohammed Al Dowaish,mohammed-al-dowaish,M. A. Dowaish,D,47,,12,M,1542652,EUR,1085702400,D,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Mohammed Al Dowaish,,,,,,,,,,,
11453163,home,Al-Fayha,Yousef Hussain Haqawi,yousef-hussain-haqawi,Y. H. Haqawi,D,4,177.0,23,M,1142305,EUR,1034294400,D,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Yousef Hussain Haqawi,,,,,,,,,,,
11453163,home,Al-Fayha,Khalid Al Rammah,khalid-al-rammah,K. A. Rammah,D,75,,16,M,1542651,EUR,1114819200,D,75,75,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Khalid Al Rammah,,,,,,,,,,,
