match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_hitWoodwork
12513689,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,1,1,False,True,22.0,11.0,17.0,6.0,0.0,6.0,9.0,5.0,13.0,4.0,10.0,1.0,2.0,4.0,1.0,90.0,35.0,7.7,11.0,0.00090813,0,0.3438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513689,home,Santa Clara,Frederico Venâncio,,,frederico-venancio,F. Venâncio,D,21,186,71,M,254815,EUR,728784000,D,21,21,False,,19.0,14.0,5.0,2.0,0.0,11.0,12.0,4.0,8.0,5.0,3.0,,,,,71.0,31.0,6.9,5.0,0.023183,0,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12513689,home,Santa Clara,Luís Rocha,,,luis-rocha,L. Rocha,D,13,186,44,M,141012,EUR,524275200,D,13,13,False,,13.0,8.0,3.0,,0.0,8.0,9.0,,4.0,4.0,,,,,,90.0,18.0,6.8,5.0,8.804e-05,0,,,,4.0,3.0,4.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12513689,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,D,32,32,False,,37.0,27.0,11.0,4.0,0.0,16.0,18.0,11.0,19.0,4.0,4.0,,,,,90.0,50.0,7.0,13.0,0.00709295,1,,,,3.0,1.0,4.0,,,,1.0,,,,1.0,1.0,1.0,1.0,0.0303,,,,,,,,,,,,
12513689,home,Santa Clara,Lucas Soares,,,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,M,42,42,False,,15.0,7.0,2.0,,0.0,5.0,5.0,3.0,13.0,2.0,1.0,,,,,81.0,40.0,6.7,17.0,0.0296126,0,,3.0,1.0,1.0,6.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,,,,,,,3.0,1.0,,,,,,,,,,
12513689,home,Santa Clara,Pedro Ferreira,,,ferreira-pedro,P. Ferreira,M,8,183,121,M,851277,EUR,883958400,M,8,8,False,,18.0,9.0,5.0,1.0,0.0,3.0,7.0,6.0,11.0,1.0,1.0,,,,,89.0,32.0,7.0,10.0,0.0282167,2,,,,,2.0,5.0,2.0,4.0,2.0,2.0,,,,,,2.0,1.0,0.0894,,,,,,,,,,,,
12513689,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,6,6,False,,22.0,18.0,3.0,,0.0,10.0,10.0,8.0,13.0,1.0,6.0,,,,,90.0,33.0,6.8,8.0,0.00450002,0,,1.0,,,6.0,1.0,1.0,,,2.0,1.0,2.0,,,,,1.0,,2.0,2.0,1.0,,,,,,,,,
12513689,home,Santa Clara,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,M,3,3,False,,20.0,15.0,2.0,1.0,0.0,6.0,7.0,9.0,16.0,4.0,3.0,,,,,90.0,45.0,7.0,13.0,0.219801,1,,3.0,,,5.0,6.0,,1.0,1.0,4.0,1.0,1.0,,,,,5.0,0.0282,3.0,1.0,,1.0,0.2575,,,,,,,
12513689,home,Santa Clara,Ricardinho,,,ricardinho,Ricardinho,M,21,178,116,M,1094399,EUR,902361600,F,10,10,False,,16.0,9.0,2.0,1.0,0.0,2.0,2.0,8.0,15.0,,1.0,,,,,82.0,34.0,6.8,13.0,0.0437472,2,,1.0,1.0,,4.0,4.0,,1.0,,2.0,1.0,,,1.0,,,3.0,0.2146,5.0,2.0,,2.0,0.4672,1.0,1.0,,,,,
12513689,home,Santa Clara,João Costa,,,joao-costa,J. Costa,F,17,185,78,M,1511976,EUR,952387200,F,17,17,False,,10.0,8.0,,,0.0,2.0,3.0,6.0,7.0,2.0,4.0,,,,,71.0,26.0,7.0,7.0,0.0289455,3,,,,1.0,11.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,,2.0,,2.0,1.0,0.2793,1.0,1.0,2.0,1.0,0.4418,1.0,2.0,1.0,,,,
