match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalClearance,stat_wonTackle,stat_totalOffside,stat_shotOffTarget,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,captain,stat_outfielderBlock,stat_bigChanceMissed,stat_penaltyConceded,player_sofascoreId,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyMiss
10389879,home,Ajaccio,Benjamin Leroy,,,benjamin-leroy,B. Leroy,G,16,184,45,M,80392,EUR,607910400,G,1,1,False,20.0,11.0,16.0,7.0,5.0,7.0,6.0,13.0,6.0,1.0,1.0,1.0,90.0,23.0,5.8,10.0,0.0,0.0,0.00087979,0,-1.4792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389879,home,Ajaccio,Mickaël Alphonse,,,mickael-alphonse,M. Alphonse,D,3,182,18,M,142061,EUR,616204800,D,2,2,False,27.0,17.0,3.0,,6.0,9.0,12.0,22.0,5.0,,,,63.0,52.0,6.8,19.0,0.0236,0.0,0.149157,1,,4.0,1.0,3.0,1.0,5.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10389879,home,Ajaccio,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,21,186,314,M,842744,EUR,888364800,D,25,25,False,41.0,37.0,5.0,3.0,25.0,26.0,12.0,16.0,7.0,,,,90.0,54.0,6.2,7.0,0.0111,0.0,0.0026946,1,,1.0,,3.0,2.0,6.0,6.0,1.0,,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10389879,home,Ajaccio,Fernand Mayembo,,,fernand-mayembo,F. Mayembo,D,5,184,73,M,857267,EUR,821145600,D,77,77,False,37.0,35.0,3.0,2.0,31.0,32.0,4.0,5.0,4.0,,,,90.0,42.0,6.2,2.0,0.2412,0.0,0.00116097,1,,,,,1.0,3.0,1.0,,,,,,,,,2.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,
10389879,home,Ajaccio,Ismaël Diallo,,,ismael-diallo,I. Diallo,D,5,177,979,M,359208,EUR,854496000,D,3,3,False,30.0,24.0,4.0,2.0,8.0,10.0,16.0,22.0,7.0,,,,90.0,48.0,6.0,10.0,0.0,0.0,0.0103099,0,,2.0,,,,5.0,3.0,,,,,,2.0,,1.0,2.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,
10389879,home,Ajaccio,Cyrille Bayala,,,cyrille-bayala,C. Bayala,F,,181,606,M,785876,EUR,832896000,M,14,14,False,15.0,9.0,2.0,1.0,,1.0,9.0,18.0,3.0,,,,90.0,38.0,6.8,16.0,0.0936,0.8074,0.0206309,1,,4.0,,2.0,1.0,7.0,5.0,2.0,3.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,
10389879,home,Ajaccio,Vincent Marchetti,,,vincent-marchetti,V. Marchetti,M,4,181,112,M,795508,EUR,867974400,M,8,8,False,40.0,32.0,6.0,5.0,10.0,11.0,22.0,30.0,4.0,,,,74.0,50.0,7.1,9.0,0.0866,0.3018,0.0256677,2,,1.0,,,,2.0,6.0,,2.0,2.0,,,2.0,,2.0,,1.0,2.0,,2.0,,1.0,,1.0,,True,,,,,,,,,
10389879,home,Ajaccio,Thomas Mangani,,,thomas-mangani,T. Mangani,M,,183,41,M,14142,EUR,546652800,M,23,23,False,42.0,29.0,4.0,,14.0,17.0,18.0,35.0,5.0,,,,90.0,66.0,6.9,20.0,0.0,0.0,0.19242,0,,10.0,3.0,,2.0,5.0,3.0,,,,,2.0,1.0,,,1.0,3.0,4.0,1.0,1.0,,,,,,,1.0,,,,,,,,
10389879,home,Ajaccio,Kevin Spadanuda,,,spadanuda-kevin,K. Spadanuda,M,7,177,69,M,993155,EUR,853372800,M,27,27,False,10.0,7.0,,,1.0,1.0,6.0,10.0,6.0,,,,62.0,25.0,6.7,8.0,0.044,0.0,0.00668893,1,,1.0,,,,2.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,
10389879,home,Ajaccio,Mounaim El Idrissy,,,mounaim-el-idrissy,M. El Idrissy,F,9,181,188,M,960007,EUR,918604800,F,7,7,False,12.0,7.0,,,3.0,4.0,4.0,9.0,1.0,,,,63.0,21.0,6.4,9.0,0.0022,0.0,0.0160423,1,,1.0,,2.0,2.0,4.0,3.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
