match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_dispossessed,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_penaltyWon
12421147,home,KV Mechelen,Ortwin De Wolf,,,de-wolf-ortwin,O. D. Wolf,G,1,190,160,M,877292,EUR,830217600,G,1,1,False,42.0,34.0,13.0,5.0,0.0,33.0,33.0,1.0,9.0,5.0,1.0,90.0,47.0,6.3,8.0,0.0005788,0,-0.7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421147,home,KV Mechelen,Toon Raemaekers,,,toon-raemaekers,T. Raemaekers,D,28,195,180,M,1006483,EUR,968457600,D,4,4,False,64.0,55.0,5.0,4.0,0.0,43.0,46.0,12.0,18.0,7.0,,88.0,85.0,7.0,10.0,0.00578249,1,,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0235,,,,,,,,,,,,,,,,,,,
12421147,home,KV Mechelen,Bas Van den Eynden,,,van-den-eynden-bas,B. V. d. Eynden,D,6,190,66,M,1048359,EUR,1010361600,D,29,29,False,71.0,65.0,5.0,2.0,0.0,54.0,57.0,11.0,14.0,3.0,,90.0,82.0,6.4,6.0,0.00323663,0,,,1.0,2.0,2.0,,,,,3.0,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
12421147,home,KV Mechelen,Ahmed Touba,,,ahmed-touba,A. Touba,D,5,190,4979,M,856216,EUR,889747200,D,6,6,False,60.0,56.0,5.0,2.0,0.0,30.0,31.0,26.0,29.0,,,90.0,67.0,6.7,6.0,0.045839,1,,1.0,,1.0,,,,,,1.0,,3.0,,,,,0.0159,Toubaahmed59,1.0,1.0,2.0,,,,,,,,,,,,,,,
12421147,home,KV Mechelen,Patrick Pflücke,,,patrick-pflucke,P. Pflücke,M,14,170,191,M,281283,EUR,849312000,M,77,77,False,38.0,33.0,4.0,3.0,0.0,13.0,13.0,20.0,26.0,2.0,,78.0,56.0,7.0,8.0,0.14901,2,,,1.0,5.0,4.0,2.0,,,1.0,5.0,,,2.0,1.0,,1.0,0.1346,,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,
12421147,home,KV Mechelen,Aziz Ouattara Mohammed,,,aziz-ouattara-mohammed,A. O. Mohammed,M,32,189,170,M,989070,EUR,978566400,M,32,32,False,26.0,22.0,2.0,,0.0,10.0,12.0,12.0,14.0,4.0,,67.0,33.0,6.4,7.0,0.00546069,1,,2.0,1.0,5.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,0.1858,,,1.0,,,2.0,,,,,,,,,,,,,
12421147,home,KV Mechelen,Rob Schoofs,,,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,52.0,46.0,2.0,2.0,0.0,24.0,25.0,22.0,28.0,13.0,,90.0,75.0,7.3,12.0,0.0347732,5,,,,2.0,3.0,1.0,,,2.0,,,1.0,2.0,1.0,,,0.2833,,2.0,3.0,,1.0,1.0,1.0,True,1.0,0.4286,,,,,,,,,
12421147,home,KV Mechelen,José Marsà,,,jose-marsa,J. Martinez,D,3,181,217,M,962625,EUR,1015200000,M,3,3,False,49.0,45.0,5.0,4.0,0.0,22.0,23.0,24.0,29.0,,,90.0,65.0,7.2,7.0,0.341101,2,,1.0,1.0,3.0,5.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,0.0561,,1.0,,1.0,3.0,,2.0,,,,1.0,,,,,,,,
12421147,home,KV Mechelen,Geoffry Hairemans,,,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,F,7,7,False,21.0,16.0,1.0,,0.0,3.0,4.0,13.0,19.0,1.0,,78.0,35.0,7.1,12.0,0.205988,1,,1.0,1.0,5.0,5.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,0.0345,,,1.0,2.0,2.0,1.0,3.0,,1.0,0.0284,,,,,,,,,
12421147,home,KV Mechelen,Kerim Mrabti,,,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,F,19,19,False,41.0,34.0,1.0,,0.0,10.0,12.0,24.0,32.0,5.0,,90.0,49.0,6.7,11.0,0.11467,1,,1.0,,4.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,0.0294,,1.0,,1.0,3.0,,1.0,,,,,,,,,,,,
